,DATETIME,YEAR,MONTH,INDEX_NO,STN_NAME,DD,T,GGGG,DDD,FF,FMFM,VV,WW,N,CL1,CL2,CL3,CL4,CL5,CL6,TTT,TWTW,TDTD,RH,QFE,QFF,QNH,TXTX,RRR,TOT_RRR
1817,2021-06-11 19:30:00,2021,Jun,10,CDH,11,1,1930,130.0,8.0,,60.0,2,3.0,2630.0,3360.0,,,,,33.9,29.2,27.7,70.0,959.9,993.4,996.5,,,
1821,2021-06-11 20:00:00,2021,Jun,10,CDH,11,1,2000,120.0,8.0,,60.0,2,3.0,2625.0,1825.0,,,,,33.4,30.1,29.1,78.0,960.1,993.8,996.8,,,
1826,2021-06-11 20:30:00,2021,Jun,10,CDH,11,4,2030,140.0,6.0,,60.0,2,3.0,2625.0,1825.0,1360.0,,,,32.8,29.2,28.0,76.0,960.2,993.9,996.9,,0.0,0.0
1830,2021-06-11 21:00:00,2021,Jun,10,CDH,11,1,2100,150.0,5.0,,60.0,2,3.0,2625.0,1825.0,1360.0,,,,32.4,28.9,27.6,76.0,960.6,994.4,997.3,,,
1834,2021-06-11 21:30:00,2021,Jun,10,CDH,11,1,2130,170.0,6.0,,60.0,2,3.0,2625.0,1825.0,1360.0,,,,32.0,29.0,27.9,79.0,961.2,995.0,997.9,,,
1836,2021-06-11 22:00:00,2021,Jun,10,CDH,11,1,2200,170.0,6.0,,60.0,2,3.0,2625.0,1825.0,1360.0,,,,31.7,29.1,28.2,82.0,961.7,995.6,998.4,,,
1840,2021-06-11 22:30:00,2021,Jun,10,CDH,11,1,2230,150.0,6.0,,60.0,2,3.0,2625.0,1825.0,1360.0,,,,31.6,29.0,28.2,82.0,962.2,996.1,998.9,,,
1843,2021-06-11 23:00:00,2021,Jun,10,CDH,11,1,2300,150.0,6.0,,60.0,2,3.0,2625.0,1825.0,1360.0,,,,31.5,28.9,28.0,83.0,962.2,996.2,999.0,,,
1848,2021-06-11 23:30:00,2021,Jun,10,CDH,11,4,2330,140.0,7.0,,60.0,3,4.0,2630.0,1930.0,3360.0,,,,31.0,28.9,28.2,85.0,962.2,996.2,998.9,,0.0,0.0
1852,2021-06-12 00:00:00,2021,Jun,10,CDH,12,1,0,140.0,6.0,,60.0,2,4.0,2630.0,1930.0,3360.0,,,,30.9,28.8,28.1,86.0,962.6,996.6,999.3,,,
1853,2021-06-12 00:30:00,2021,Jun,10,CDH,12,2,30,150.0,6.0,,60.0,17,5.0,2630.0,1930.0,4360.0,,,,30.6,28.6,28.0,86.0,962.9,996.9,999.6,,,
1855,2021-06-12 01:00:00,2021,Jun,10,CDH,12,1,100,130.0,7.0,,60.0,17,5.0,2630.0,1930.0,4360.0,,,,30.6,28.9,28.3,88.0,962.7,996.7,999.4,,,
1861,2021-06-12 02:00:00,2021,Jun,10,CDH,12,1,200,150.0,9.0,,60.0,17,6.0,3625.0,1930.0,4360.0,,,,30.7,28.8,28.3,87.0,961.6,995.6,998.3,,,
1864,2021-06-12 02:30:00,2021,Jun,10,CDH,12,4,230,320.0,22.0,36.0,40.0,95,7.0,3625.0,1930.0,5360.0,,,,28.0,26.2,25.6,87.0,964.7,999.2,1001.6,,0.001,0.001
1868,2021-06-12 02:40:00,2021,Jun,10,CDH,12,2,240,350.0,24.0,37.0,20.0,95,8.0,4625.0,1930.0,6360.0,,,,23.2,23.2,23.2,100.0,964.2,999.3,1001.0,,,
1873,2021-06-12 03:00:00,2021,Jun,10,CDH,12,1,300,40.0,12.0,22.0,30.0,95,8.0,4625.0,1930.0,6360.0,,,,22.1,22.1,22.1,100.0,964.0,999.3,1000.8,,,
1874,2021-06-12 03:20:00,2021,Jun,10,CDH,12,2,320,50.0,11.0,,50.0,95,8.0,4625.0,1930.0,6360.0,,,,22.2,22.2,22.2,100.0,963.0,998.2,999.8,,,
1876,2021-06-12 04:00:00,2021,Jun,10,CDH,12,1,400,80.0,5.0,,60.0,17,7.0,3625.0,1930.0,5360.0,,,,24.0,22.7,22.1,89.0,960.1,995.0,996.8,,,
1880,2021-06-12 04:30:00,2021,Jun,10,CDH,12,2,430,40.0,3.0,,60.0,1,6.0,3625.0,1930.0,5360.0,,,,24.2,22.4,22.0,84.0,956.2,990.8,992.6,,,
1882,2021-06-12 05:00:00,2021,Jun,10,CDH,12,1,500,0.0,0.0,,60.0,2,6.0,3625.0,1930.0,5360.0,,,,24.5,22.6,21.4,83.0,963.6,998.5,1000.4,,,
1887,2021-06-12 05:30:00,2021,Jun,10,CDH,12,4,530,999.0,2.0,,60.0,2,6.0,3625.0,1930.0,4359.0,,,,25.1,23.3,22.4,85.0,962.4,997.2,999.1,,24.0,24.0
1893,2021-06-12 06:00:00,2021,Jun,10,CDH,12,1,600,180.0,4.0,,60.0,2,6.0,4625.0,1930.0,3359.0,,,,25.0,23.1,22.3,85.0,963.1,997.9,999.8,,,
1896,2021-06-12 06:30:00,2021,Jun,10,CDH,12,1,630,100.0,6.0,,60.0,1,5.0,2625.0,1930.0,4359.0,,,,26.1,24.2,23.4,82.0,963.5,998.2,1000.3,,,
1898,2021-06-12 07:00:00,2021,Jun,10,CDH,12,1,700,90.0,4.0,,60.0,1,4.0,2625.0,1830.0,3358.0,,,,27.2,24.6,23.5,80.0,963.8,998.4,1000.6,,,
1905,2021-06-12 07:30:00,2021,Jun,10,CDH,12,1,730,140.0,7.0,,60.0,2,4.0,2625.0,1830.0,3358.0,,,,26.6,23.7,22.5,78.0,964.3,999.0,1001.1,,,
1908,2021-06-12 08:00:00,2021,Jun,10,CDH,12,1,800,110.0,9.0,,60.0,2,4.0,1630.0,1830.0,4359.0,,,,27.2,23.6,22.0,73.0,964.8,999.4,1001.6,,,
1911,2021-06-12 08:30:00,2021,Jun,10,CDH,12,4,830,110.0,8.0,,60.0,2,4.0,1630.0,1830.0,4359.0,,,,28.6,24.6,22.8,71.0,964.8,999.3,1001.6,221.0,0.0,24.001
1917,2021-06-12 09:00:00,2021,Jun,10,CDH,12,1,900,120.0,6.0,,60.0,2,4.0,2630.0,1830.0,3359.0,,,,30.1,25.4,23.5,68.0,964.7,999.0,1001.5,,,
1918,2021-06-12 09:30:00,2021,Jun,10,CDH,12,1,930,140.0,9.0,,60.0,2,4.0,2630.0,1830.0,3359.0,,,,31.0,26.2,24.4,67.0,964.7,998.8,1001.4,,,
1925,2021-06-12 10:00:00,2021,Jun,10,CDH,12,1,1000,130.0,9.0,,60.0,3,5.0,3630.0,1830.0,4359.0,,,,31.4,26.9,25.3,70.0,964.6,998.7,1001.4,,,
1929,2021-06-12 10:30:00,2021,Jun,10,CDH,12,1,1030,150.0,9.0,,60.0,2,5.0,3630.0,1830.0,4360.0,,,,31.5,26.2,24.1,65.0,964.7,998.9,1001.6,,,
1931,2021-06-12 11:00:00,2021,Jun,10,CDH,12,1,1100,170.0,11.0,,60.0,2,5.0,3630.0,1830.0,3360.0,,,,31.2,25.2,22.8,61.0,965.0,999.2,1001.8,,,
1937,2021-06-12 11:30:00,2021,Jun,10,CDH,12,4,1130,180.0,10.0,,60.0,1,3.0,2630.0,3360.0,,,,,31.7,25.1,22.4,58.0,964.7,998.9,1001.6,,0.0,0.0
1941,2021-06-12 12:00:00,2021,Jun,10,CDH,12,1,1200,140.0,9.0,,60.0,1,2.0,2630.0,1830.0,,,,,32.6,25.1,21.8,53.0,964.5,998.5,1001.3,,,
1944,2021-06-12 12:30:00,2021,Jun,10,CDH,12,1,1230,160.0,8.0,,60.0,2,2.0,1630.0,1830.0,,,,,33.5,25.2,21.7,50.0,964.3,998.3,1001.2,,,
1949,2021-06-12 13:00:00,2021,Jun,10,CDH,12,1,1300,140.0,9.0,,60.0,2,2.0,2630.0,,,,,,33.9,25.1,21.4,48.0,964.3,998.2,1001.1,,,
1954,2021-06-12 13:30:00,2021,Jun,10,CDH,12,1,1330,130.0,10.0,,60.0,3,3.0,2630.0,3359.0,,,,,34.2,24.6,20.6,45.0,964.2,998.1,1001.0,,,
1959,2021-06-12 14:00:00,2021,Jun,10,CDH,12,1,1400,150.0,12.0,,60.0,2,3.0,3075.0,,,,,,34.2,24.2,19.8,43.0,964.0,997.9,1000.8,,,
1963,2021-06-12 14:30:00,2021,Jun,10,CDH,12,4,1430,140.0,12.0,,60.0,2,3.0,3075.0,,,,,,34.2,25.2,21.6,48.0,963.6,997.6,1000.5,,0.0,0.0
1966,2021-06-12 15:00:00,2021,Jun,10,CDH,12,1,1500,140.0,13.0,,60.0,2,4.0,1630.0,3170.0,3075.0,,,,33.9,25.1,21.4,48.0,963.1,997.4,1000.4,,,
1971,2021-06-12 15:30:00,2021,Jun,10,CDH,12,1,1530,150.0,10.0,,60.0,1,3.0,1630.0,3075.0,,,,,34.3,26.3,23.1,52.0,963.1,996.9,999.9,,,
1974,2021-06-12 16:00:00,2021,Jun,10,CDH,12,1,1600,150.0,11.0,,60.0,2,3.0,1630.0,3075.0,,,,,34.2,26.1,23.0,52.0,962.2,996.4,999.4,,,
1978,2021-06-12 16:30:00,2021,Jun,10,CDH,12,1,1630,140.0,12.0,,60.0,2,3.0,1630.0,3075.0,,,,,33.9,26.1,23.1,54.0,962.1,995.9,998.8,,,
1980,2021-06-12 17:00:00,2021,Jun,10,CDH,12,1,1700,140.0,12.0,,60.0,2,3.0,1630.0,3075.0,,,,,33.6,25.9,22.9,54.0,962.3,996.2,999.1,,,
1987,2021-06-12 17:30:00,2021,Jun,10,CDH,12,4,1730,140.0,11.0,,60.0,2,3.0,1630.0,3075.0,,,,,33.2,26.0,23.3,56.0,961.7,995.3,998.5,344.0,0.0,0.0
1990,2021-06-12 18:00:00,2021,Jun,10,CDH,12,1,1800,140.0,11.0,,60.0,3,4.0,1630.0,4075.0,,,,,32.5,25.8,23.2,58.0,961.5,995.4,998.2,,,
1995,2021-06-12 18:30:00,2021,Jun,10,CDH,12,1,1830,150.0,8.0,,60.0,3,5.0,1630.0,5075.0,,,,,31.6,25.7,23.4,62.0,961.3,995.3,998.0,,,
1997,2021-06-12 19:00:00,2021,Jun,10,CDH,12,1,1900,160.0,10.0,,60.0,3,6.0,1630.0,6075.0,,,,,31.0,26.0,24.2,67.0,962.4,996.7,999.3,,,
2002,2021-06-12 19:30:00,2021,Jun,10,CDH,12,1,1930,140.0,11.0,,60.0,2,6.0,1630.0,3359.0,5075.0,,,,30.5,24.9,22.7,63.0,962.7,996.9,999.5,,,
2005,2021-06-12 20:00:00,2021,Jun,10,CDH,12,1,2000,140.0,9.0,,60.0,2,6.0,1630.0,1830.0,3359.0,5075.0,,,29.9,24.5,22.1,60.0,963.2,997.5,1000.0,,,
2008,2021-06-12 20:30:00,2021,Jun,10,CDH,12,4,2030,180.0,11.0,,60.0,3,7.0,2630.0,5360.0,,,,,29.5,28.7,28.4,94.0,963.8,998.1,1000.6,,0.0,0.0
2013,2021-06-12 21:00:00,2021,Jun,10,CDH,12,1,2100,130.0,10.0,,60.0,2,7.0,2630.0,5360.0,,,,,29.1,28.3,28.0,96.0,964.1,998.4,1000.9,,,
2018,2021-06-12 21:30:00,2021,Jun,10,CDH,12,1,2130,130.0,13.0,,60.0,2,7.0,1630.0,6360.0,,,,,29.0,28.2,27.9,94.0,964.0,998.3,1000.8,,,
2023,2021-06-12 22:00:00,2021,Jun,10,CDH,12,1,2200,120.0,12.0,,60.0,2,7.0,2630.0,5360.0,,,,,28.9,28.1,27.8,96.0,964.4,998.7,1001.2,,,
2029,2021-06-12 23:00:00,2021,Jun,10,CDH,12,1,2300,130.0,11.0,21.0,60.0,2,7.0,1630.0,6360.0,,,,,29.0,27.9,27.6,92.0,965.0,999.4,1001.9,,,
2031,2021-06-12 23:30:00,2021,Jun,10,CDH,12,4,2330,110.0,10.0,20.0,60.0,2,7.0,1630.0,6360.0,,,,,29.2,28.1,27.8,92.0,964.9,999.1,1001.7,,0.0,0.0
2035,2021-06-13 00:00:00,2021,Jun,10,CDH,13,1,0,140.0,15.0,,60.0,2,7.0,1630.0,6360.0,,,,,29.1,28.3,28.0,94.0,964.9,999.2,1001.7,,,
2044,2021-06-13 01:00:00,2021,Jun,10,CDH,13,1,100,140.0,10.0,20.0,60.0,1,3.0,1630.0,3360.0,,,,,29.2,28.6,28.5,96.0,964.8,999.1,1001.6,,,
2047,2021-06-13 02:00:00,2021,Jun,10,CDH,13,1,200,130.0,10.0,20.0,60.0,2,3.0,1630.0,3360.0,,,,,29.0,28.7,28.6,98.0,965.0,999.3,1001.8,,,
2053,2021-06-13 02:30:00,2021,Jun,10,CDH,13,4,230,140.0,10.0,,60.0,2,3.0,1630.0,3360.0,,,,,29.0,28.7,28.7,98.0,964.7,998.9,1001.5,,0.0,0.0
2055,2021-06-13 03:00:00,2021,Jun,10,CDH,13,1,300,140.0,11.0,,60.0,2,3.0,1630.0,1830.0,3360.0,,,,28.9,28.6,28.6,98.0,964.4,998.7,1001.2,,,
2061,2021-06-13 04:00:00,2021,Jun,10,CDH,13,1,400,140.0,10.0,20.0,60.0,3,4.0,1630.0,1830.0,3360.0,,,,29.2,29.2,29.2,100.0,964.0,998.2,1000.8,,,
2066,2021-06-13 05:00:00,2021,Jun,10,CDH,13,1,500,140.0,7.0,,60.0,3,6.0,2630.0,1935.0,5359.0,,,,28.9,28.9,28.9,100.0,964.0,998.2,1000.8,,,
2071,2021-06-13 05:30:00,2021,Jun,10,CDH,13,4,530,110.0,10.0,,60.0,2,6.0,2625.0,1930.0,5359.0,,,,28.9,28.9,28.9,100.0,964.5,998.8,1001.3,,0.0,0.0
2074,2021-06-13 05:45:00,2021,Jun,10,CDH,13,2,545,10.0,19.0,,60.0,95,6.0,3625.0,1930.0,5359.0,,,,29.0,29.0,29.0,100.0,966.1,1000.5,1003.0,,,
2076,2021-06-13 06:00:00,2021,Jun,10,CDH,13,1,600,350.0,18.0,28.0,60.0,95,6.0,3620.0,1925.0,6359.0,,,,25.9,25.9,25.9,100.0,967.3,1002.1,1004.2,,,
2082,2021-06-13 06:30:00,2021,Jun,10,CDH,13,1,630,10.0,13.0,,50.0,95,7.0,1925.0,3630.0,6359.0,,,,22.7,22.7,22.7,100.0,967.1,1002.4,1004.0,,,
2087,2021-06-13 07:00:00,2021,Jun,10,CDH,13,1,700,340.0,8.0,,30.0,95,7.0,4620.0,1925.0,6359.0,,,,22.2,22.0,22.0,100.0,967.9,1003.3,1004.8,,,
2088,2021-06-13 07:00:00,2021,Jun,10,CDH,13,5,700,,,,,10,,,,,,,,,22.0,,100.0,,,,,,
2092,2021-06-13 07:30:00,2021,Jun,10,CDH,13,1,730,300.0,8.0,,20.0,95,8.0,3620.0,1925.0,6359.0,,,,22.1,22.1,22.1,100.0,968.7,1004.1,1005.6,,,
2094,2021-06-13 07:30:00,2021,Jun,10,CDH,13,5,730,,,,,10,,,,,,,,,22.1,,100.0,,,,,,
2096,2021-06-13 08:00:00,2021,Jun,10,CDH,13,1,800,60.0,5.0,,30.0,95,8.0,3620.0,1925.0,7459.0,,,,22.5,22.5,22.5,100.0,968.6,1004.0,1005.5,,,
2099,2021-06-13 08:00:00,2021,Jun,10,CDH,13,5,800,,,,,10,,,,,,,,,22.5,,100.0,,,,,,
2101,2021-06-13 08:30:00,2021,Jun,10,CDH,13,5,830,,,,,10,,,,,,,,,23.4,,100.0,,,,,,
2102,2021-06-13 08:30:00,2021,Jun,10,CDH,13,4,830,70.0,7.0,,40.0,95,8.0,4620.0,1925.0,7359.0,,,,23.4,23.4,23.4,100.0,968.2,1003.4,1005.1,220.0,17.6,17.6
2107,2021-06-13 09:00:00,2021,Jun,10,CDH,13,1,900,110.0,9.0,,50.0,61,7.0,4620.0,1925.0,6359.0,,,,24.2,24.2,24.2,100.0,967.3,1002.4,1004.2,,,
2112,2021-06-13 09:30:00,2021,Jun,10,CDH,13,1,930,360.0,8.0,,60.0,1,6.0,3620.0,1930.0,5359.0,,,,24.7,24.1,23.8,94.0,967.8,1002.9,1004.7,,,
2113,2021-06-13 10:00:00,2021,Jun,10,CDH,13,1,1000,360.0,5.0,,60.0,2,6.0,3620.0,1825.0,5358.0,,,,26.0,22.5,20.6,72.0,968.1,1003.0,1005.0,,,
2119,2021-06-13 10:30:00,2021,Jun,10,CDH,13,1,1030,320.0,12.0,,60.0,2,6.0,3620.0,5359.0,,,,,27.9,23.8,22.2,71.0,968.6,1003.4,1005.6,,,
2123,2021-06-13 11:00:00,2021,Jun,10,CDH,13,1,1100,330.0,14.0,,60.0,2,6.0,3630.0,5359.0,,,,,27.9,24.4,23.1,75.0,968.3,1003.0,1005.3,,,
2126,2021-06-13 11:30:00,2021,Jun,10,CDH,13,4,1130,360.0,12.0,,60.0,2,6.0,3630.0,5359.0,,,,,27.4,23.5,21.9,72.0,967.7,1002.5,1004.6,,2.8,2.8
2129,2021-06-13 12:00:00,2021,Jun,10,CDH,13,1,1200,360.0,6.0,,60.0,2,6.0,3630.0,5359.0,,,,,28.3,23.5,21.1,65.0,966.8,1001.4,1003.7,,,
2135,2021-06-13 12:30:00,2021,Jun,10,CDH,13,1,1230,110.0,7.0,,60.0,2,6.0,3630.0,5359.0,,,,,28.8,23.0,20.3,60.0,965.0,999.6,1001.9,,,
2137,2021-06-13 13:00:00,2021,Jun,10,CDH,13,1,1300,110.0,7.0,,60.0,3,7.0,3630.0,6359.0,,,,,29.2,23.5,20.7,60.0,964.3,998.7,1001.1,,,
2144,2021-06-13 13:30:00,2021,Jun,10,CDH,13,1,1330,999.0,2.0,,60.0,1,6.0,2630.0,5360.0,,,,,31.3,24.9,21.2,55.0,964.8,999.0,1001.6,,,
2148,2021-06-13 14:00:00,2021,Jun,10,CDH,13,1,1400,250.0,4.0,,60.0,1,5.0,3360.0,5075.0,,,,,31.8,25.3,21.1,53.0,964.7,998.9,1001.5,,,
2153,2021-06-13 14:30:00,2021,Jun,10,CDH,13,4,1430,140.0,4.0,,60.0,2,5.0,1630.0,3360.0,5075.0,,,,32.1,25.0,21.7,54.0,964.3,998.4,1001.1,,0.0,0.0
2158,2021-06-13 15:00:00,2021,Jun,10,CDH,13,1,1500,170.0,4.0,,60.0,2,5.0,1630.0,3360.0,5075.0,,,,32.3,26.2,22.5,56.0,963.6,997.6,1000.4,,,
2161,2021-06-13 15:30:00,2021,Jun,10,CDH,13,1,1530,170.0,4.0,,60.0,1,4.0,2630.0,3360.0,,,,,32.9,25.1,21.5,51.0,962.8,996.7,999.5,,,
2166,2021-06-13 16:00:00,2021,Jun,10,CDH,13,1,1600,170.0,4.0,,60.0,2,4.0,2630.0,3360.0,,,,,33.3,25.1,21.2,49.0,962.7,996.6,999.4,,,
2170,2021-06-13 16:30:00,2021,Jun,10,CDH,13,1,1630,200.0,4.0,,60.0,2,3.0,1630.0,3360.0,,,,,33.2,24.8,21.1,49.0,962.4,996.3,999.2,,,
2175,2021-06-13 17:00:00,2021,Jun,10,CDH,13,1,1700,240.0,3.0,,60.0,2,3.0,1630.0,3360.0,,,,,33.3,25.5,21.8,51.0,962.3,996.2,999.0,,,
2179,2021-06-13 17:30:00,2021,Jun,10,CDH,13,4,1730,270.0,5.0,,60.0,2,2.0,1630.0,2360.0,,,,,33.0,25.2,21.6,51.0,962.3,996.2,999.0,335.0,0.0,0.0
2183,2021-06-13 18:00:00,2021,Jun,10,CDH,13,1,1800,280.0,5.0,,60.0,2,2.0,1630.0,2360.0,,,,,32.8,24.9,21.4,51.0,962.3,996.2,999.0,,,
2186,2021-06-13 18:30:00,2021,Jun,10,CDH,13,1,1830,270.0,5.0,,60.0,2,2.0,1630.0,1360.0,,,,,31.8,25.1,22.0,56.0,962.4,996.4,999.1,,,
2188,2021-06-13 19:00:00,2021,Jun,10,CDH,13,1,1900,290.0,5.0,,60.0,3,3.0,1630.0,3360.0,,,,,29.8,23.3,20.1,56.0,962.4,996.7,999.1,,,
2195,2021-06-13 19:30:00,2021,Jun,10,CDH,13,1,1930,290.0,4.0,,60.0,2,3.0,1630.0,3360.0,,,,,29.1,23.1,20.0,58.0,962.6,997.0,999.3,,,
2199,2021-06-13 20:00:00,2021,Jun,10,CDH,13,1,2000,999.0,2.0,,60.0,2,3.0,3360.0,,,,,,29.4,24.0,20.9,60.0,962.7,997.0,999.4,,,
2202,2021-06-13 20:30:00,2021,Jun,10,CDH,13,4,2030,0.0,0.0,,60.0,2,3.0,3360.0,,,,,,28.6,23.4,20.3,61.0,963.1,997.6,999.8,,0.0,0.0
2205,2021-06-13 21:00:00,2021,Jun,10,CDH,13,1,2100,0.0,0.0,,60.0,2,3.0,1630.0,3360.0,,,,,27.8,23.0,19.6,61.0,963.3,997.9,1000.0,,,
2209,2021-06-13 22:00:00,2021,Jun,10,CDH,13,1,2200,999.0,2.0,,60.0,1,2.0,2630.0,1360.0,,,,,28.1,23.1,19.9,61.0,964.0,998.6,1000.8,,,
2217,2021-06-13 23:00:00,2021,Jun,10,CDH,13,1,2300,999.0,2.0,,60.0,2,2.0,2630.0,,,,,,26.7,22.1,19.1,63.0,964.7,999.5,1001.5,,,
2221,2021-06-13 23:30:00,2021,Jun,10,CDH,13,4,2330,999.0,2.0,,60.0,2,2.0,2630.0,,,,,,27.5,22.5,19.9,63.0,964.9,999.5,1001.7,,0.0,0.0
2223,2021-06-14 00:00:00,2021,Jun,10,CDH,14,1,0,999.0,2.0,,60.0,2,2.0,2630.0,,,,,,27.5,23.1,20.4,65.0,964.8,999.5,1001.6,,,
2227,2021-06-14 01:00:00,2021,Jun,10,CDH,14,1,100,90.0,4.0,,60.0,2,2.0,2630.0,,,,,,27.2,22.5,20.1,65.0,964.4,999.1,1001.2,,,
2235,2021-06-14 02:00:00,2021,Jun,10,CDH,14,1,200,130.0,5.0,,60.0,2,2.0,2630.0,,,,,,26.3,21.5,19.2,65.0,964.2,999.0,1001.0,,,
2237,2021-06-14 02:30:00,2021,Jun,10,CDH,14,4,230,140.0,3.0,,60.0,2,2.0,2630.0,,,,,,26.1,22.1,19.6,67.0,964.5,999.3,1001.3,,0.0,0.0
2241,2021-06-14 03:00:00,2021,Jun,10,CDH,14,1,300,140.0,5.0,,60.0,2,2.0,2630.0,,,,,,26.2,21.9,19.6,67.0,964.5,999.3,1001.3,,,
2245,2021-06-14 04:00:00,2021,Jun,10,CDH,14,1,400,150.0,9.0,,60.0,2,2.0,1630.0,1830.0,,,,,26.7,22.2,20.1,67.0,964.2,999.0,1001.0,,,
2251,2021-06-14 05:00:00,2021,Jun,10,CDH,14,1,500,160.0,4.0,,60.0,2,2.0,2630.0,,,,,,26.3,22.6,20.6,71.0,964.1,998.8,1000.9,,,
2258,2021-06-14 05:30:00,2021,Jun,10,CDH,14,4,530,140.0,5.0,,60.0,2,2.0,2360.0,,,,,,26.2,21.6,19.1,65.0,963.8,998.6,1000.6,,0.0,0.0
2262,2021-06-14 06:00:00,2021,Jun,10,CDH,14,1,600,140.0,3.0,,60.0,1,1.0,1360.0,,,,,,26.3,23.7,22.2,78.0,964.0,998.7,1000.8,,,
2265,2021-06-14 06:30:00,2021,Jun,10,CDH,14,1,630,120.0,3.0,,60.0,2,1.0,1360.0,,,,,,26.7,24.6,23.5,83.0,964.2,998.9,1001.0,,,
2267,2021-06-14 07:00:00,2021,Jun,10,CDH,14,1,700,140.0,5.0,,60.0,2,1.0,1360.0,,,,,,27.6,25.6,24.9,85.0,964.2,998.7,1001.0,,,
2271,2021-06-14 07:30:00,2021,Jun,10,CDH,14,1,730,150.0,5.0,,60.0,2,1.0,1360.0,,,,,,28.4,25.1,23.8,76.0,964.4,998.8,1001.2,,,
2279,2021-06-14 08:00:00,2021,Jun,10,CDH,14,1,800,150.0,5.0,,60.0,2,1.0,1360.0,,,,,,29.2,25.3,23.7,72.0,964.3,998.7,1001.1,,,
2282,2021-06-14 08:30:00,2021,Jun,10,CDH,14,4,830,140.0,7.0,,60.0,1,0.0,,,,,,,29.8,25.8,24.3,72.0,964.3,998.6,1001.1,260.0,0.0,2.8
2286,2021-06-14 09:00:00,2021,Jun,10,CDH,14,1,900,170.0,5.0,,60.0,2,0.0,,,,,,,30.6,26.3,24.5,70.0,964.3,998.5,1001.1,,,
2288,2021-06-14 09:30:00,2021,Jun,10,CDH,14,1,930,180.0,5.0,,60.0,3,1.0,1360.0,,,,,,31.1,26.5,24.5,68.0,964.3,998.4,1001.1,,,
2296,2021-06-14 10:00:00,2021,Jun,10,CDH,14,1,1000,170.0,4.0,,60.0,2,1.0,1360.0,,,,,,31.6,27.0,24.7,67.0,964.2,998.3,1001.0,,,
2297,2021-06-14 10:30:00,2021,Jun,10,CDH,14,1,1030,160.0,6.0,,60.0,2,1.0,1630.0,,,,,,31.9,27.0,25.1,67.0,963.7,997.8,1000.5,,,
2302,2021-06-14 11:00:00,2021,Jun,10,CDH,14,1,1100,190.0,5.0,,60.0,2,1.0,1630.0,,,,,,32.4,27.0,24.8,64.0,963.8,997.7,1000.5,,,
2307,2021-06-14 11:30:00,2021,Jun,10,CDH,14,4,1130,180.0,6.0,,60.0,3,3.0,2630.0,3075.0,,,,,32.7,26.8,24.4,62.0,963.6,997.5,1000.4,,0.0,0.0
2310,2021-06-14 12:00:00,2021,Jun,10,CDH,14,1,1200,200.0,4.0,,60.0,3,4.0,2630.0,1830.0,3075.0,,,,32.9,27.4,24.7,62.0,963.7,997.6,1000.5,,,
2314,2021-06-14 12:30:00,2021,Jun,10,CDH,14,1,1230,230.0,5.0,,60.0,3,5.0,3630.0,1830.0,3075.0,,,,33.2,28.0,26.0,66.0,963.6,997.4,1000.4,,,
2317,2021-06-14 13:00:00,2021,Jun,10,CDH,14,1,1300,210.0,5.0,,60.0,2,5.0,3630.0,1830.0,3075.0,,,,33.3,27.9,25.9,65.0,963.3,997.1,1000.0,,,
2324,2021-06-14 13:30:00,2021,Jun,10,CDH,14,1,1330,230.0,6.0,,60.0,2,5.0,3630.0,1830.0,3075.0,,,,34.1,28.4,26.3,64.0,962.9,996.6,999.6,,,
2327,2021-06-14 14:00:00,2021,Jun,10,CDH,14,1,1400,250.0,6.0,,60.0,2,5.0,3630.0,1830.0,3075.0,,,,34.6,28.2,26.0,61.0,962.3,996.0,999.1,,,
2331,2021-06-14 14:30:00,2021,Jun,10,CDH,14,4,1430,250.0,4.0,,60.0,1,4.0,3630.0,1830.0,3075.0,,,,35.1,29.1,26.5,61.0,961.6,995.1,998.3,,0.0,0.0
2335,2021-06-14 15:00:00,2021,Jun,10,CDH,14,1,1500,230.0,5.0,,60.0,2,3.0,1630.0,1830.0,3075.0,,,,35.3,29.0,26.7,61.0,961.0,994.5,997.5,,,
2338,2021-06-14 15:30:00,2021,Jun,10,CDH,14,1,1530,290.0,4.0,,60.0,2,3.0,1630.0,1830.0,3075.0,,,,36.0,29.1,26.5,58.0,960.6,994.0,997.3,,,
2343,2021-06-14 16:00:00,2021,Jun,10,CDH,14,1,1600,320.0,6.0,,60.0,3,4.0,1630.0,1830.0,4075.0,,,,35.7,28.5,25.9,57.0,960.3,993.7,997.0,,,
2345,2021-06-14 16:30:00,2021,Jun,10,CDH,14,1,1630,340.0,6.0,,60.0,2,4.0,1630.0,1830.0,4075.0,,,,35.3,28.0,25.2,56.0,960.2,993.7,996.9,,,
2350,2021-06-14 17:00:00,2021,Jun,10,CDH,14,1,1700,320.0,6.0,,60.0,2,4.0,1630.0,4075.0,,,,,35.0,27.0,24.0,53.0,960.2,993.7,996.9,,,
2356,2021-06-14 17:30:00,2021,Jun,10,CDH,14,4,1730,320.0,5.0,,60.0,2,4.0,1630.0,4075.0,,,,,34.8,26.9,23.8,53.0,960.3,993.9,997.0,362.0,0.0,0.0
2359,2021-06-14 18:00:00,2021,Jun,10,CDH,14,1,1800,320.0,6.0,,60.0,2,3.0,1630.0,3075.0,,,,,33.8,26.1,23.0,51.0,960.1,993.8,996.8,,,
