,DATETIME,YEAR,MONTH,INDEX_NO,STN_NAME,DD,T,GGGG,DDD,FF,FMFM,VV,WW,N,CL1,CL2,CL3,CL4,CL5,CL6,TTT,TWTW,TDTD,RH,QFE,QFF,QNH,TXTX,RRR,TOT_RRR
58,2021-06-02 03:30:00,2021,Jun,1,SNG,2,1,330,999.0,2.0,,60.0,3,6.0,3625.0,5360.0,,,,,11.3,11.1,11.0,98.0,832.6,1486.0,1017.0,,,
60,2021-06-02 04:00:00,2021,Jun,1,SNG,2,1,400,999.0,2.0,,60.0,2,6.0,3625.0,5360.0,,,,,11.3,11.2,11.0,98.0,832.5,1485.0,1016.9,,,
64,2021-06-02 04:30:00,2021,Jun,1,SNG,2,1,430,999.0,2.0,,60.0,1,5.0,2625.0,5360.0,,,,,10.9,10.8,10.7,99.0,832.7,1488.0,1017.2,,,
68,2021-06-02 05:00:00,2021,Jun,1,SNG,2,1,500,999.0,2.0,,60.0,3,6.0,2625.0,5360.0,,,,,10.4,10.4,10.4,100.0,832.9,1490.0,1017.4,,,
69,2021-06-02 05:30:00,2021,Jun,1,SNG,2,4,530,999.0,1.0,,60.0,2,6.0,2625.0,6360.0,,,,,10.6,10.6,10.6,100.0,833.1,1492.0,1017.6,,0.0,0.0
76,2021-06-02 06:00:00,2021,Jun,1,SNG,2,1,600,180.0,3.0,,60.0,1,5.0,2625.0,5360.0,,,,,11.2,11.2,11.2,100.0,833.2,1492.0,1017.7,,,
79,2021-06-02 06:30:00,2021,Jun,1,SNG,2,1,630,999.0,2.0,,60.0,3,6.0,3625.0,5359.0,,,,,12.5,12.5,12.5,100.0,833.3,1493.0,1017.9,,,
81,2021-06-02 07:00:00,2021,Jun,1,SNG,2,1,700,999.0,2.0,,60.0,2,6.0,3625.0,6359.0,,,,,14.1,13.6,13.1,92.0,833.5,1494.0,1018.1,,,
86,2021-06-02 07:30:00,2021,Jun,1,SNG,2,1,730,999.0,1.0,,60.0,2,6.0,3625.0,6359.0,,,,,14.3,13.4,12.7,90.0,833.6,1495.0,1018.3,,,
89,2021-06-02 08:00:00,2021,Jun,1,SNG,2,1,800,999.0,2.0,,60.0,1,5.0,2625.0,5359.0,,,,,15.8,14.3,13.1,84.0,833.8,1496.0,1018.5,,,
95,2021-06-02 08:30:00,2021,Jun,1,SNG,2,4,830,999.0,2.0,,60.0,2,5.0,2625.0,4359.0,,,,,17.6,15.7,14.1,80.0,833.8,1495.0,1018.5,104.0,0.0,3.601
98,2021-06-02 09:00:00,2021,Jun,1,SNG,2,1,900,999.0,2.0,,60.0,1,4.0,1620.0,3625.0,2359.0,,,,17.6,15.3,13.6,78.0,833.8,1495.0,1018.5,,,
104,2021-06-02 09:30:00,2021,Jun,1,SNG,2,1,930,999.0,2.0,,60.0,2,4.0,2615.0,3620.0,,,,,17.7,15.2,13.8,77.0,833.7,1494.0,1018.4,,,
106,2021-06-02 10:00:00,2021,Jun,1,SNG,2,1,1000,230.0,3.0,,60.0,1,4.0,2615.0,3620.0,,,,,18.5,15.9,14.2,76.0,833.6,1493.0,1018.3,,,
112,2021-06-02 10:30:00,2021,Jun,1,SNG,2,1,1030,60.0,3.0,,60.0,1,3.0,1615.0,3620.0,,,,,19.6,16.7,15.0,75.0,833.4,1490.0,1018.1,,,
114,2021-06-02 11:00:00,2021,Jun,1,SNG,2,1,1100,999.0,2.0,,60.0,2,3.0,1615.0,3625.0,,,,,19.8,16.6,14.4,71.0,833.1,1486.0,1017.7,,,
119,2021-06-02 11:30:00,2021,Jun,1,SNG,2,4,1130,250.0,4.0,,60.0,2,3.0,1615.0,3625.0,,,,,20.4,17.0,14.9,71.0,832.8,1484.0,1017.3,,0.0,0.0
122,2021-06-02 12:00:00,2021,Jun,1,SNG,2,1,1200,999.0,2.0,,60.0,1,2.0,2620.0,,,,,,21.4,18.0,15.7,70.0,832.5,1479.0,1017.0,,,
126,2021-06-02 12:30:00,2021,Jun,1,SNG,2,1,1230,260.0,4.0,,60.0,2,2.0,2620.0,,,,,,21.9,18.1,16.0,69.0,832.3,1477.0,1016.7,,,
132,2021-06-02 13:00:00,2021,Jun,1,SNG,2,1,1300,300.0,4.0,,60.0,2,2.0,2625.0,,,,,,22.1,17.9,15.5,65.0,832.0,1474.0,1016.4,,,
133,2021-06-02 13:30:00,2021,Jun,1,SNG,2,1,1330,290.0,3.0,,60.0,2,2.0,2625.0,,,,,,23.0,18.4,15.7,63.0,831.6,1469.0,1015.9,,,
140,2021-06-02 14:00:00,2021,Jun,1,SNG,2,1,1400,320.0,4.0,,60.0,3,3.0,3625.0,1825.0,,,,,23.0,17.5,14.1,57.0,831.3,1466.0,1015.6,,,
142,2021-06-02 14:30:00,2021,Jun,1,SNG,2,4,1430,290.0,4.0,,60.0,2,3.0,3625.0,1830.0,,,,,23.7,17.3,13.4,52.0,830.8,1460.0,1015.0,,0.0,0.0
146,2021-06-02 15:00:00,2021,Jun,1,SNG,2,1,1500,300.0,3.0,,60.0,2,3.0,3625.0,1830.0,,,,,24.1,17.8,14.0,54.0,830.4,1455.0,1014.6,,,
149,2021-06-02 15:30:00,2021,Jun,1,SNG,2,1,1530,340.0,3.0,,60.0,3,4.0,3625.0,1830.0,,,,,24.7,18.0,13.0,48.0,830.1,1462.0,1014.1,,,
156,2021-06-02 16:00:00,2021,Jun,1,SNG,2,1,1600,999.0,2.0,,60.0,2,4.0,3625.0,1830.0,,,,,25.0,18.3,12.7,46.0,829.9,1449.0,1013.9,,,
160,2021-06-02 16:30:00,2021,Jun,1,SNG,2,1,1630,999.0,2.0,,60.0,2,4.0,3625.0,1830.0,2070.0,,,,24.8,17.6,12.3,46.0,829.7,1448.0,1013.7,,,
162,2021-06-02 17:00:00,2021,Jun,1,SNG,2,1,1700,999.0,2.0,,60.0,2,4.0,4625.0,1830.0,,,,,24.9,18.0,13.0,47.0,829.6,1447.0,1013.6,,,
166,2021-06-02 17:30:00,2021,Jun,1,SNG,2,4,1730,999.0,2.0,,60.0,2,4.0,3625.0,1930.0,3070.0,,,,25.0,17.9,12.7,46.0,829.7,1447.0,1013.7,258.0,0.001,0.001
170,2021-06-02 18:00:00,2021,Jun,1,SNG,2,1,1800,999.0,2.0,,60.0,2,4.0,3625.0,1930.0,3070.0,,,,24.6,18.0,13.2,49.0,829.8,1449.0,1013.8,,,
173,2021-06-02 18:30:00,2021,Jun,1,SNG,2,1,1830,999.0,2.0,,60.0,2,4.0,3625.0,1930.0,3070.0,,,,23.7,17.7,13.3,52.0,830.0,1452.0,1014.1,,,
178,2021-06-02 19:00:00,2021,Jun,1,SNG,2,1,1900,140.0,3.0,,60.0,2,4.0,3625.0,1930.0,3070.0,,,,22.5,16.9,12.5,53.0,830.1,1454.0,1014.2,,,
184,2021-06-02 19:30:00,2021,Jun,1,SNG,2,1,1930,999.0,2.0,,60.0,2,4.0,3625.0,1930.0,3070.0,,,,21.6,16.9,12.6,56.0,830.3,1456.0,1014.6,,,
187,2021-06-02 20:00:00,2021,Jun,1,SNG,2,1,2000,999.0,2.0,,60.0,1,3.0,2625.0,1930.0,3070.0,,,,21.2,16.9,13.7,62.0,830.5,1457.0,1014.7,,,
191,2021-06-02 20:30:00,2021,Jun,1,SNG,2,4,2030,200.0,3.0,,60.0,2,3.0,2625.0,1930.0,3070.0,,,,19.7,16.4,14.3,71.0,830.7,1459.0,1014.9,,0.0,0.0
193,2021-06-02 21:00:00,2021,Jun,1,SNG,2,1,2100,999.0,2.0,,60.0,2,3.0,2625.0,1930.0,3070.0,,,,19.1,16.6,14.8,76.0,831.0,1462.0,1015.2,,,
197,2021-06-02 21:30:00,2021,Jun,1,SNG,2,1,2130,999.0,1.0,,60.0,2,3.0,2625.0,1930.0,3070.0,,,,17.8,15.9,14.6,82.0,831.3,1464.0,1015.6,,,
202,2021-06-02 22:00:00,2021,Jun,1,SNG,2,1,2200,999.0,2.0,,60.0,2,4.0,2625.0,1930.0,4359.0,,,,18.0,16.3,15.1,83.0,831.7,1470.0,1016.0,,,
203,2021-06-02 22:30:00,2021,Jun,1,SNG,2,1,2230,200.0,3.0,,60.0,2,4.0,2625.0,4070.0,,,,,18.2,16.0,14.7,80.0,831.8,1472.0,1016.2,,,
207,2021-06-02 23:00:00,2021,Jun,1,SNG,2,1,2300,180.0,3.0,,60.0,2,4.0,2625.0,1930.0,4359.0,,,,17.3,15.4,14.2,82.0,831.8,1472.0,1016.2,,,
208,2021-06-02 23:30:00,2021,Jun,1,SNG,2,4,2330,230.0,4.0,,60.0,2,4.0,2625.0,1930.0,4359.0,,,,17.5,15.0,13.4,77.0,831.9,1473.0,1016.3,,0.0,0.0
213,2021-06-03 00:00:00,2021,Jun,1,SNG,3,1,0,200.0,5.0,,60.0,2,4.0,2625.0,1930.0,4359.0,,,,17.1,14.7,13.1,77.0,831.7,1471.0,1016.1,,,
216,2021-06-03 00:30:00,2021,Jun,1,SNG,3,1,30,170.0,4.0,,60.0,17,4.0,2625.0,1930.0,4359.0,,,,16.0,14.3,13.2,83.0,831.7,1471.0,1016.1,,,
219,2021-06-03 01:00:00,2021,Jun,1,SNG,3,1,100,220.0,4.0,,60.0,2,4.0,2625.0,1930.0,4359.0,,,,16.4,14.6,13.5,83.0,831.6,1470.0,1015.9,,,
221,2021-06-03 01:30:00,2021,Jun,1,SNG,3,1,130,999.0,2.0,,60.0,2,4.0,2625.0,1930.0,4359.0,,,,15.4,14.3,13.3,87.0,831.8,1472.0,1016.2,,,
222,2021-06-03 02:00:00,2021,Jun,1,SNG,3,1,200,180.0,3.0,,60.0,2,4.0,2625.0,1930.0,4359.0,,,,15.2,14.2,13.4,89.0,831.6,1470.0,1015.9,,,
228,2021-06-03 02:30:00,2021,Jun,1,SNG,3,4,230,999.0,1.0,,60.0,2,4.0,2625.0,1930.0,3359.0,,,,15.2,14.0,12.9,86.0,831.5,1472.0,1015.8,,0.0,0.0
233,2021-06-03 03:00:00,2021,Jun,1,SNG,3,1,300,999.0,2.0,,60.0,3,5.0,2625.0,1930.0,4359.0,,,,15.7,14.0,12.6,82.0,831.4,1471.0,1015.7,,,
234,2021-06-03 03:30:00,2021,Jun,1,SNG,3,1,330,190.0,3.0,,60.0,3,6.0,3625.0,1930.0,5359.0,,,,15.1,13.8,12.7,86.0,831.2,1469.0,1015.5,,,
236,2021-06-03 04:00:00,2021,Jun,1,SNG,3,1,400,200.0,4.0,,60.0,2,6.0,3625.0,1930.0,5359.0,,,,15.2,13.8,12.9,86.0,831.4,1471.0,1015.6,,,
239,2021-06-03 04:30:00,2021,Jun,1,SNG,3,1,430,230.0,4.0,,60.0,2,6.0,3625.0,1930.0,5359.0,,,,15.5,13.9,12.7,83.0,831.2,1469.0,1015.4,,,
240,2021-06-03 05:00:00,2021,Jun,1,SNG,3,1,500,190.0,4.0,,60.0,2,6.0,3625.0,1930.0,5359.0,,,,15.1,13.6,12.7,86.0,831.1,1468.0,1015.3,,,
244,2021-06-03 05:30:00,2021,Jun,1,SNG,3,4,530,999.0,1.0,,60.0,2,6.0,2625.0,4359.0,2070.0,,,,14.8,13.5,12.5,85.0,830.9,1467.0,1015.1,,0.0,0.0
249,2021-06-03 06:00:00,2021,Jun,1,SNG,3,1,600,200.0,3.0,,60.0,2,6.0,2625.0,3359.0,5070.0,,,,14.8,13.5,12.7,87.0,831.1,1470.0,1015.3,,,
253,2021-06-03 06:30:00,2021,Jun,1,SNG,3,1,630,210.0,3.0,,60.0,2,6.0,2625.0,3359.0,5070.0,,,,16.2,14.5,13.1,82.0,831.3,1473.0,1015.6,,,
256,2021-06-03 07:00:00,2021,Jun,1,SNG,3,1,700,70.0,3.0,,60.0,2,6.0,2625.0,3359.0,5070.0,,,,18.0,16.0,14.5,80.0,831.6,1476.0,1015.9,,,
260,2021-06-03 07:30:00,2021,Jun,1,SNG,3,1,730,60.0,3.0,,60.0,2,6.0,2625.0,3359.0,6070.0,,,,17.8,15.8,14.5,81.0,831.8,1479.0,1016.2,,,
266,2021-06-03 08:00:00,2021,Jun,1,SNG,3,1,800,999.0,2.0,,60.0,2,6.0,2625.0,3359.0,5070.0,,,,19.2,17.1,15.3,78.0,831.9,1474.0,1016.3,,,
271,2021-06-03 08:30:00,2021,Jun,1,SNG,3,4,830,999.0,2.0,,60.0,3,7.0,1625.0,4359.0,5070.0,,,,18.9,16.8,15.3,80.0,832.2,1478.0,1016.7,145.0,0.0,0.001
273,2021-06-03 09:00:00,2021,Jun,1,SNG,3,1,900,999.0,2.0,,60.0,2,7.0,2625.0,4359.0,5070.0,,,,19.5,17.1,15.3,77.0,832.0,1475.0,1016.5,,,
278,2021-06-03 09:30:00,2021,Jun,1,SNG,3,1,930,999.0,2.0,,60.0,2,7.0,2625.0,4359.0,6070.0,,,,20.0,17.4,15.6,76.0,831.9,1474.0,1016.3,,,
281,2021-06-03 10:00:00,2021,Jun,1,SNG,3,1,1000,140.0,3.0,,60.0,2,7.0,2625.0,1830.0,4359.0,5070.0,,,20.4,17.7,16.1,76.0,832.2,1476.0,1016.7,,,
284,2021-06-03 10:30:00,2021,Jun,1,SNG,3,1,1030,999.0,2.0,,60.0,2,7.0,2625.0,1830.0,4359.0,5070.0,,,21.2,18.3,16.4,74.0,832.2,1476.0,1016.7,,,
291,2021-06-03 11:00:00,2021,Jun,1,SNG,3,1,1100,999.0,2.0,,60.0,2,7.0,2625.0,1830.0,4359.0,5070.0,,,22.5,19.1,17.0,70.0,832.3,1477.0,1016.8,,,
294,2021-06-03 11:30:00,2021,Jun,1,SNG,3,4,1130,999.0,2.0,,60.0,2,7.0,2625.0,1930.0,4359.0,5070.0,,,23.2,19.6,17.7,70.0,832.3,1476.0,1016.8,,0.0,0.0
299,2021-06-03 12:00:00,2021,Jun,1,SNG,3,1,1200,110.0,3.0,,60.0,2,7.0,2625.0,1930.0,4359.0,5070.0,,,24.1,20.0,17.8,68.0,832.2,1474.0,1016.6,,,
302,2021-06-03 12:30:00,2021,Jun,1,SNG,3,1,1230,110.0,4.0,,60.0,2,7.0,2625.0,1930.0,4359.0,5070.0,,,24.4,19.3,16.8,63.0,832.0,1472.0,1016.4,,,
309,2021-06-03 13:00:00,2021,Jun,1,SNG,3,1,1300,130.0,6.0,,60.0,2,7.0,2625.0,1930.0,4359.0,5070.0,,,23.3,18.5,16.0,63.0,832.1,1474.0,1016.5,,,
312,2021-06-03 13:30:00,2021,Jun,1,SNG,3,1,1330,140.0,4.0,,60.0,2,7.0,4625.0,1930.0,5359.0,3070.0,,,23.1,18.1,15.5,62.0,832.3,1476.0,1016.8,,,
318,2021-06-03 14:00:00,2021,Jun,1,SNG,3,1,1400,130.0,7.0,,60.0,3,8.0,3625.0,1930.0,7359.0,,,,22.9,18.3,15.8,64.0,832.2,1476.0,1016.7,,,
321,2021-06-03 14:30:00,2021,Jun,1,SNG,3,4,1430,90.0,6.0,,60.0,2,8.0,4625.0,1930.0,7359.0,,,,22.0,17.5,15.2,65.0,832.5,1479.0,1017.0,,0.0,0.0
326,2021-06-03 15:00:00,2021,Jun,1,SNG,3,1,1500,110.0,8.0,,60.0,2,8.0,4625.0,1930.0,7359.0,,,,22.8,17.8,15.2,62.0,832.3,1477.0,1016.8,,,
327,2021-06-03 15:30:00,2021,Jun,1,SNG,3,1,1530,120.0,4.0,,60.0,2,8.0,4625.0,1930.0,7359.0,,,,21.8,17.8,15.1,66.0,832.3,1477.0,1016.8,,,
332,2021-06-03 16:00:00,2021,Jun,1,SNG,3,1,1600,90.0,3.0,,60.0,2,8.0,3625.0,1930.0,7359.0,,,,21.9,17.5,14.1,62.0,832.1,1475.0,1016.5,,,
338,2021-06-03 16:30:00,2021,Jun,1,SNG,3,1,1630,999.0,1.0,,60.0,1,7.0,3625.0,1930.0,7359.0,,,,22.8,18.0,14.7,60.0,831.9,1473.0,1016.3,,,
342,2021-06-03 17:00:00,2021,Jun,1,SNG,3,1,1700,240.0,3.0,,60.0,3,6.0,3625.0,1930.0,5359.0,,,,23.5,17.8,14.4,57.0,832.2,1475.0,1016.7,,,
344,2021-06-03 17:30:00,2021,Jun,1,SNG,3,4,1730,290.0,12.0,,60.0,2,6.0,3625.0,1930.0,5359.0,3070.0,,,21.7,16.6,13.9,61.0,832.7,1481.0,1017.3,248.0,0.0,0.0
348,2021-06-03 18:00:00,2021,Jun,1,SNG,3,1,1800,290.0,10.0,,60.0,2,6.0,3625.0,1930.0,5359.0,3070.0,,,20.8,15.7,12.8,58.0,832.7,1481.0,1017.2,,,
352,2021-06-03 18:30:00,2021,Jun,1,SNG,3,1,1830,290.0,11.0,,60.0,2,6.0,3625.0,1930.0,5359.0,3070.0,,,19.2,15.0,12.5,65.0,833.3,1487.0,1017.8,,,
356,2021-06-03 19:00:00,2021,Jun,1,SNG,3,1,1900,350.0,5.0,,60.0,2,6.0,3625.0,1930.0,5359.0,3070.0,,,18.7,15.5,13.4,70.0,833.6,1493.0,1018.3,,,
359,2021-06-03 19:30:00,2021,Jun,1,SNG,3,1,1930,260.0,7.0,,60.0,2,6.0,3625.0,1930.0,5359.0,3070.0,,,18.1,15.1,13.2,73.0,833.5,1492.0,1018.1,,,
366,2021-06-03 20:00:00,2021,Jun,1,SNG,3,1,2000,360.0,6.0,,60.0,2,6.0,3625.0,1930.0,5359.0,3070.0,,,17.9,14.6,12.4,70.0,833.3,1490.0,1018.0,,,
368,2021-06-03 20:30:00,2021,Jun,1,SNG,3,4,2030,200.0,3.0,,60.0,2,6.0,3625.0,1930.0,5359.0,3070.0,,,17.1,14.4,12.6,74.0,833.8,1495.0,1018.5,,0.0,0.0
374,2021-06-03 21:00:00,2021,Jun,1,SNG,3,1,2100,999.0,1.0,,60.0,2,6.0,3625.0,1930.0,5359.0,3070.0,,,16.8,14.6,12.9,78.0,834.3,1501.0,1019.1,,,
377,2021-06-03 21:30:00,2021,Jun,1,SNG,3,1,2130,170.0,3.0,,60.0,2,6.0,3625.0,1930.0,5359.0,3070.0,,,16.7,14.6,13.0,79.0,834.7,1505.0,1019.5,,,
380,2021-06-03 22:00:00,2021,Jun,1,SNG,3,1,2200,80.0,3.0,,60.0,2,6.0,3625.0,1830.0,5359.0,3070.0,,,16.6,14.8,13.3,81.0,835.1,1509.0,1020.1,,,
384,2021-06-03 22:30:00,2021,Jun,1,SNG,3,1,2230,999.0,2.0,,60.0,2,6.0,3625.0,5359.0,3070.0,,,,16.0,14.6,13.5,85.0,835.0,1508.0,1020.0,,,
386,2021-06-03 23:00:00,2021,Jun,1,SNG,3,1,2300,210.0,3.0,,60.0,2,6.0,3625.0,5359.0,,,,,16.1,14.4,13.3,84.0,834.8,1506.0,1019.7,,,
389,2021-06-03 23:30:00,2021,Jun,1,SNG,3,4,2330,999.0,2.0,,60.0,2,6.0,3625.0,5359.0,,,,,15.9,14.2,12.8,82.0,834.7,1505.0,1019.6,,0.0,0.0
396,2021-06-04 00:00:00,2021,Jun,1,SNG,4,1,0,999.0,2.0,,60.0,2,6.0,3625.0,5359.0,,,,,15.5,14.3,13.4,87.0,834.7,1505.0,1019.6,,,
398,2021-06-04 00:30:00,2021,Jun,1,SNG,4,1,30,0.0,0.0,,60.0,2,6.0,3625.0,5359.0,,,,,15.3,14.2,13.3,88.0,834.9,1507.0,1019.7,,,
400,2021-06-04 01:00:00,2021,Jun,1,SNG,4,1,100,230.0,4.0,,60.0,2,6.0,3625.0,5359.0,,,,,14.8,14.1,13.5,92.0,835.0,1509.0,1019.8,,,
403,2021-06-04 01:30:00,2021,Jun,1,SNG,4,1,130,300.0,5.0,,60.0,2,6.0,3625.0,5359.0,,,,,14.5,13.8,13.4,93.0,835.0,1509.0,1020.0,,,
407,2021-06-04 02:00:00,2021,Jun,1,SNG,4,1,200,290.0,5.0,,60.0,2,6.0,3625.0,5359.0,,,,,14.6,13.8,13.3,92.0,835.0,1509.0,1019.9,,,
411,2021-06-04 02:30:00,2021,Jun,1,SNG,4,4,230,999.0,2.0,,60.0,2,6.0,3625.0,5359.0,,,,,14.0,13.4,12.9,93.0,835.1,1510.0,1020.1,,0.0,0.0
414,2021-06-04 03:00:00,2021,Jun,1,SNG,4,1,300,999.0,2.0,,60.0,2,6.0,3625.0,5359.0,,,,,14.2,13.6,13.0,92.0,835.1,1510.0,1020.0,,,
417,2021-06-04 03:30:00,2021,Jun,1,SNG,4,1,330,999.0,2.0,,60.0,1,5.0,2625.0,4359.0,,,,,13.8,13.4,13.0,95.0,835.3,1512.0,1020.2,,,
421,2021-06-04 04:00:00,2021,Jun,1,SNG,4,1,400,999.0,2.0,,60.0,1,4.0,2625.0,3359.0,,,,,13.9,13.5,13.1,95.0,835.3,1512.0,1020.2,,,
422,2021-06-04 04:30:00,2021,Jun,1,SNG,4,1,430,999.0,2.0,,60.0,2,4.0,2625.0,3359.0,,,,,13.7,13.0,12.4,92.0,835.4,1512.0,1020.3,,,
426,2021-06-04 05:00:00,2021,Jun,1,SNG,4,1,500,999.0,2.0,,60.0,3,5.0,2625.0,4359.0,2070.0,,,,13.5,12.8,12.2,92.0,835.4,1512.0,1020.4,,,
429,2021-06-04 05:30:00,2021,Jun,1,SNG,4,4,530,999.0,2.0,,60.0,3,6.0,2625.0,4359.0,3070.0,,,,13.3,12.9,12.7,96.0,835.6,1513.0,1020.5,,0.0,0.0
432,2021-06-04 06:00:00,2021,Jun,1,SNG,4,1,600,999.0,1.0,,60.0,2,6.0,2625.0,4359.0,3070.0,,,,13.1,12.8,12.5,96.0,835.7,1517.0,1020.7,,,
435,2021-06-04 06:30:00,2021,Jun,1,SNG,4,1,630,999.0,1.0,,60.0,2,6.0,2625.0,4359.0,3070.0,,,,13.4,12.8,12.3,93.0,835.7,1517.0,1020.7,,,
439,2021-06-04 07:00:00,2021,Jun,1,SNG,4,1,700,999.0,2.0,,60.0,2,6.0,2625.0,5359.0,3070.0,,,,14.1,13.5,13.0,93.0,835.9,1518.0,1020.9,,,
444,2021-06-04 07:30:00,2021,Jun,1,SNG,4,1,730,999.0,2.0,,60.0,2,6.0,1625.0,5359.0,3070.0,,,,15.3,14.6,14.0,92.0,836.0,1519.0,1021.0,,,
448,2021-06-04 08:00:00,2021,Jun,1,SNG,4,1,800,999.0,2.0,,60.0,1,5.0,1625.0,5359.0,,,,,17.4,16.3,15.3,87.0,836.0,1517.0,1021.1,,,
455,2021-06-04 08:30:00,2021,Jun,1,SNG,4,4,830,999.0,2.0,,60.0,1,4.0,1625.0,4359.0,,,,,18.6,16.1,14.3,86.0,835.9,1516.0,1021.0,130.0,0.0,0.0
457,2021-06-04 09:00:00,2021,Jun,1,SNG,4,1,900,999.0,2.0,,60.0,1,3.0,1625.0,3359.0,,,,,19.2,16.7,14.6,75.0,835.8,1513.0,1020.9,,,
463,2021-06-04 09:30:00,2021,Jun,1,SNG,4,1,930,999.0,2.0,,60.0,2,3.0,1625.0,3359.0,,,,,20.0,16.8,14.5,71.0,835.7,1513.0,1020.7,,,
467,2021-06-04 10:00:00,2021,Jun,1,SNG,4,1,1000,240.0,3.0,,60.0,2,3.0,1625.0,3360.0,,,,,20.6,17.1,14.6,69.0,835.5,1511.0,1020.6,,,
470,2021-06-04 10:30:00,2021,Jun,1,SNG,4,1,1030,10.0,3.0,,60.0,2,3.0,1625.0,3360.0,,,,,20.9,17.0,14.1,64.0,835.3,1509.0,1020.3,,,
475,2021-06-04 11:00:00,2021,Jun,1,SNG,4,1,1100,10.0,3.0,,60.0,2,3.0,1625.0,3359.0,,,,,22.1,17.5,14.7,63.0,835.2,1507.0,1020.2,,,
481,2021-06-04 11:30:00,2021,Jun,1,SNG,4,4,1130,999.0,2.0,,60.0,2,3.0,1625.0,3360.0,2070.0,,,,22.9,18.4,15.3,62.0,835.0,1505.0,1019.9,,0.0,0.0
483,2021-06-04 12:00:00,2021,Jun,1,SNG,4,1,1200,60.0,4.0,,60.0,2,3.0,1625.0,1825.0,3360.0,,,,23.7,18.4,15.4,60.0,834.6,1501.0,1019.5,,,
