,DATETIME,YEAR,MONTH,INDEX_NO,STN_NAME,DD,T,GGGG,DDD,FF,FMFM,VV,WW,N,CL1,CL2,CL3,CL4,CL5,CL6,TTT,TWTW,TDTD,RH,QFE,QFF,QNH,TXTX,RRR,TOT_RRR
92,2021-09-05 14:15:00,2021,Sep,17,HND,5,2,1415,240.0,5.0,,15.0,95,8.0,4620.0,1930.0,7359.0,,,,31.0,28.4,27.4,81.0,978.8,1002.4,1004.1,,,
93,2021-09-05 14:30:00,2021,Sep,17,HND,5,4,1430,230.0,6.0,,20.0,95,8.0,4620.0,1930.0,7359.0,,,,31.0,28.4,27.4,81.0,978.7,1002.3,1004.0,,20.0,20.0
94,2021-09-05 14:30:00,2021,Sep,17,HND,5,5,1430,,,,,10,,,,,,,,,28.4,,81.0,,,,,,
102,2021-09-05 15:00:00,2021,Sep,17,HND,5,1,1500,999.0,2.0,,40.0,95,8.0,4620.0,1930.0,7359.0,,,,29.0,27.6,27.1,89.0,978.0,1001.7,1003.2,,,
100,2021-09-05 15:00:00,2021,Sep,17,HND,5,5,1500,,,,,10,,,,,,,,,27.6,,89.0,,,,,,
105,2021-09-05 15:30:00,2021,Sep,17,HND,5,5,1530,,,,,10,,,,,,,,,27.0,,78.0,,,,,,
106,2021-09-05 15:30:00,2021,Sep,17,HND,5,1,1530,999.0,2.0,,50.0,17,7.0,4620.0,1930.0,5359.0,,,,30.0,27.0,25.8,78.0,977.6,1001.0,1002.8,,,
111,2021-09-05 16:00:00,2021,Sep,17,HND,5,5,1600,,,,,10,,,,,,,,,28.8,,80.0,,,,,,
112,2021-09-05 16:00:00,2021,Sep,17,HND,5,1,1600,999.0,2.0,,50.0,29,7.0,4620.0,1930.0,5359.0,,,,31.6,28.8,27.8,80.0,977.3,1000.8,1002.5,,,
116,2021-09-05 16:30:00,2021,Sep,17,HND,5,1,1630,280.0,4.0,,50.0,5,6.0,3620.0,5359.0,,,,,32.0,28.0,26.4,73.0,977.0,1000.5,1002.2,,,
119,2021-09-05 17:00:00,2021,Sep,17,HND,5,1,1700,999.0,2.0,,60.0,2,6.0,3620.0,5359.0,,,,,31.0,27.6,26.3,76.0,976.7,1000.2,1001.9,,,
121,2021-09-05 17:30:00,2021,Sep,17,HND,5,4,1730,999.0,2.0,,60.0,2,6.0,2620.0,3359.0,3075.0,,,,30.8,27.8,26.6,79.0,976.7,1000.2,1001.9,344.0,0.4,0.4
127,2021-09-05 18:00:00,2021,Sep,17,HND,5,1,1800,999.0,2.0,,60.0,2,6.0,2620.0,3359.0,3075.0,,,,29.6,27.6,26.8,85.0,976.9,1000.4,1002.1,,,
129,2021-09-05 18:30:00,2021,Sep,17,HND,5,1,1830,999.0,2.0,,60.0,2,6.0,2620.0,3359.0,3075.0,,,,29.4,27.6,26.9,87.0,977.0,1000.5,1002.2,,,
134,2021-09-05 19:00:00,2021,Sep,17,HND,5,1,1900,999.0,2.0,,60.0,2,5.0,2620.0,4359.0,,,,,29.0,27.0,26.2,85.0,977.0,1000.5,1002.2,,,
138,2021-09-05 19:30:00,2021,Sep,17,HND,5,1,1930,999.0,2.0,,60.0,2,5.0,2620.0,4359.0,,,,,28.8,26.4,25.5,82.0,977.0,1000.5,1002.2,,,
144,2021-09-05 20:00:00,2021,Sep,17,HND,5,1,2000,999.0,2.0,,60.0,2,5.0,2620.0,4359.0,,,,,28.6,26.8,26.1,86.0,977.0,1000.5,1002.2,,,
148,2021-09-05 20:30:00,2021,Sep,17,HND,5,4,2030,999.0,2.0,,50.0,10,5.0,2620.0,4359.0,,,,,28.4,26.8,26.2,88.0,977.6,1001.2,1002.8,,0.0,0.0
150,2021-09-05 21:00:00,2021,Sep,17,HND,5,1,2100,999.0,2.0,,50.0,10,4.0,2625.0,4359.0,,,,,28.0,26.6,26.0,89.0,978.0,1001.7,1003.2,,,
157,2021-09-05 22:00:00,2021,Sep,17,HND,5,1,2200,999.0,2.0,,40.0,10,4.0,2625.0,4359.0,,,,,27.6,26.4,25.9,90.0,978.5,1002.3,1003.8,,,
162,2021-09-05 23:00:00,2021,Sep,17,HND,5,1,2300,999.0,1.0,,30.0,10,4.0,2625.0,4359.0,,,,,27.6,26.4,25.9,90.0,979.2,1003.0,1004.5,,,
164,2021-09-05 23:30:00,2021,Sep,17,HND,5,4,2330,999.0,2.0,,30.0,10,4.0,2625.0,4359.0,,,,,28.0,26.8,26.3,91.0,979.6,1003.4,1004.9,,0.0,0.0
167,2021-09-06 00:00:00,2021,Sep,17,HND,6,1,0,999.0,2.0,,30.0,10,3.0,1625.0,3360.0,,,,,28.2,26.8,26.2,89.0,979.6,1003.4,1004.9,,,
174,2021-09-06 01:00:00,2021,Sep,17,HND,6,1,100,999.0,2.0,,50.0,10,3.0,1625.0,3360.0,,,,,28.2,26.8,26.2,89.0,979.6,1003.4,1004.9,,,
178,2021-09-06 02:00:00,2021,Sep,17,HND,6,1,200,999.0,1.0,,25.0,10,3.0,1625.0,3360.0,,,,,27.8,26.6,26.1,90.0,979.4,1003.2,1004.7,,,
183,2021-09-06 02:30:00,2021,Sep,17,HND,6,4,230,999.0,2.0,,25.0,10,3.0,1625.0,3360.0,,,,,37.6,26.8,26.3,91.0,979.4,1003.2,1004.7,,0.0,0.0
186,2021-09-06 03:00:00,2021,Sep,17,HND,6,1,300,999.0,2.0,,25.0,10,3.0,1625.0,3360.0,,,,,27.2,26.4,26.0,94.0,979.2,1003.1,1004.5,,,
193,2021-09-06 04:00:00,2021,Sep,17,HND,6,1,400,999.0,2.0,,25.0,10,3.0,1625.0,3360.0,,,,,26.4,25.6,25.3,93.0,979.2,1003.1,1004.5,,,
197,2021-09-06 05:00:00,2021,Sep,17,HND,6,1,500,999.0,1.0,,15.0,10,3.0,1625.0,3360.0,,,,,26.0,25.2,24.9,93.0,979.5,1003.4,1004.8,,,
199,2021-09-06 05:30:00,2021,Sep,17,HND,6,4,530,999.0,2.0,,15.0,10,3.0,1625.0,1360.0,3075.0,,,,26.0,25.8,25.7,98.0,979.7,1003.6,1005.0,,0.0,0.0
206,2021-09-06 06:00:00,2021,Sep,17,HND,6,1,600,999.0,2.0,,10.0,10,3.0,1625.0,1360.0,3075.0,,,,25.8,25.6,25.5,98.0,980.0,1003.9,1005.3,,,
207,2021-09-06 06:30:00,2021,Sep,17,HND,6,1,630,999.0,2.0,,10.0,10,3.0,1625.0,1360.0,3075.0,,,,25.8,25.6,25.5,98.0,980.1,1004.0,1005.4,,,
211,2021-09-06 07:00:00,2021,Sep,17,HND,6,1,700,999.0,2.0,,10.0,10,3.0,1625.0,1830.0,3075.0,,,,26.0,25.6,25.4,96.0,980.6,1004.5,1005.9,,,
216,2021-09-06 07:30:00,2021,Sep,17,HND,6,1,730,999.0,2.0,,13.0,10,3.0,1625.0,3075.0,,,,,26.8,26.0,25.7,97.0,980.9,1004.8,1006.2,,,
219,2021-09-06 08:00:00,2021,Sep,17,HND,6,1,800,999.0,2.0,,18.0,10,3.0,1625.0,3075.0,,,,,29.4,27.8,27.2,88.0,981.4,1005.3,1006.7,,,
224,2021-09-06 08:30:00,2021,Sep,17,HND,6,4,830,999.0,2.0,,25.0,10,2.0,1630.0,2075.0,,,,,29.8,28.0,27.3,87.0,981.8,1005.7,1007.1,256.0,0.0,20.4
229,2021-09-06 09:00:00,2021,Sep,17,HND,6,1,900,90.0,4.0,,30.0,10,4.0,2620.0,3075.0,,,,,31.0,28.6,27.7,83.0,982.2,1005.8,1007.5,,,
231,2021-09-06 09:30:00,2021,Sep,17,HND,6,1,930,120.0,4.0,,35.0,10,5.0,3620.0,3075.0,,,,,31.4,28.6,27.6,80.0,982.3,1005.9,1007.6,,,
235,2021-09-06 09:50:00,2021,Sep,17,HND,6,3,950,120.0,4.0,,40.0,10,5.0,4620.0,3075.0,,,,,31.4,28.6,27.6,80.0,982.3,1005.9,1007.6,,,
238,2021-09-06 10:00:00,2021,Sep,17,HND,6,1,1000,120.0,4.0,,45.0,10,5.0,3620.0,1825.0,3075.0,,,,31.4,28.6,27.6,80.0,982.4,1005.9,1007.6,,,
240,2021-09-06 10:15:00,2021,Sep,17,HND,6,2,1015,120.0,4.0,,50.0,10,5.0,3620.0,1825.0,3075.0,,,,31.4,28.6,27.6,80.0,982.4,1005.9,1007.6,,,
241,2021-09-06 10:30:00,2021,Sep,17,HND,6,1,1030,140.0,5.0,,50.0,5,5.0,3620.0,1825.0,1925.0,3075.0,,,33.8,29.2,27.5,70.0,982.2,1005.7,1007.4,,,
245,2021-09-06 11:00:00,2021,Sep,17,HND,6,1,1100,140.0,5.0,,60.0,2,5.0,3620.0,1830.0,1930.0,3075.0,,,34.0,29.4,27.7,70.0,982.1,1005.6,1007.3,,,
249,2021-09-06 11:30:00,2021,Sep,17,HND,6,4,1130,180.0,5.0,,60.0,2,5.0,3620.0,1830.0,1930.0,3075.0,,,34.6,29.4,27.5,67.0,981.9,1005.2,1007.2,,0.0,0.0
256,2021-09-06 12:00:00,2021,Sep,17,HND,6,1,1200,90.0,6.0,,60.0,2,6.0,3620.0,1830.0,1930.0,3075.0,,,34.6,29.6,27.8,68.0,981.7,1005.0,1007.0,,,
259,2021-09-06 12:30:00,2021,Sep,17,HND,6,1,1230,999.0,2.0,,60.0,2,6.0,3620.0,1830.0,1930.0,3075.0,,,36.0,29.8,27.6,62.0,981.4,1004.7,1006.7,,,
263,2021-09-06 13:00:00,2021,Sep,17,HND,6,1,1300,999.0,2.0,,60.0,2,6.0,3620.0,1830.0,1930.0,3075.0,,,36.6,29.8,27.3,59.0,980.9,1004.2,1006.2,,,
265,2021-09-06 13:30:00,2021,Sep,17,HND,6,1,1330,90.0,5.0,,60.0,2,6.0,3620.0,1830.0,1930.0,3075.0,,,36.6,29.6,27.0,58.0,980.4,1003.7,1005.7,,,
269,2021-09-06 14:00:00,2021,Sep,17,HND,6,1,1400,90.0,3.0,,60.0,2,6.0,4620.0,1830.0,1930.0,4360.0,,,34.2,29.2,27.4,67.0,979.7,1003.0,1005.0,,,
275,2021-09-06 14:30:00,2021,Sep,17,HND,6,4,1430,999.0,2.0,,60.0,2,6.0,4625.0,1930.0,4360.0,,,,34.0,28.8,26.8,66.0,979.2,1002.5,1004.5,,0.0,0.0
278,2021-09-06 15:00:00,2021,Sep,17,HND,6,1,1500,999.0,2.0,,60.0,2,6.0,4625.0,1930.0,4360.0,,,,33.6,28.4,26.4,66.0,978.7,1002.0,1004.0,,,
281,2021-09-06 15:30:00,2021,Sep,17,HND,6,1,1530,999.0,2.0,,60.0,2,6.0,4625.0,1930.0,4360.0,,,,33.6,28.4,26.4,66.0,978.4,1001.7,1003.7,,,
287,2021-09-06 16:00:00,2021,Sep,17,HND,6,1,1600,999.0,2.0,,50.0,5,6.0,3625.0,1930.0,4360.0,,,,33.4,28.4,26.5,67.0,978.1,1001.4,1003.4,,,
291,2021-09-06 16:30:00,2021,Sep,17,HND,6,1,1630,999.0,2.0,,50.0,5,6.0,4625.0,1930.0,5359.0,,,,33.4,28.4,26.5,67.0,978.2,1001.5,1003.5,,,
295,2021-09-06 17:00:00,2021,Sep,17,HND,6,1,1700,999.0,2.0,,50.0,5,6.0,4625.0,1930.0,5359.0,,,,32.4,28.2,26.6,71.0,977.8,1001.0,1003.0,,,
298,2021-09-06 17:30:00,2021,Sep,17,HND,6,4,1730,999.0,2.0,,50.0,5,6.0,3625.0,1930.0,5360.0,,,,32.2,28.4,27.0,74.0,977.6,1000.8,1002.8,366.0,0.0,0.0
303,2021-09-06 18:00:00,2021,Sep,17,HND,6,1,1800,999.0,2.0,,50.0,5,6.0,2630.0,3360.0,5075.0,,,,32.0,28.2,26.7,74.0,977.9,1001.1,1003.1,,,
305,2021-09-06 18:30:00,2021,Sep,17,HND,6,1,1830,999.0,2.0,,50.0,10,6.0,2625.0,3360.0,5075.0,,,,31.6,28.0,26.6,75.0,978.1,1001.3,1003.4,,,
309,2021-09-06 19:00:00,2021,Sep,17,HND,6,1,1900,999.0,2.0,,50.0,10,6.0,2625.0,5075.0,,,,,31.2,27.8,26.5,76.0,978.3,1001.5,1003.6,,,
316,2021-09-06 19:30:00,2021,Sep,17,HND,6,1,1930,999.0,2.0,,50.0,10,5.0,2625.0,4075.0,,,,,30.8,27.8,26.6,79.0,978.7,1001.9,1004.0,,,
320,2021-09-06 20:00:00,2021,Sep,17,HND,6,1,2000,999.0,2.0,,50.0,10,5.0,2625.0,4075.0,,,,,30.2,27.6,26.6,81.0,979.1,1002.3,1004.4,,,
322,2021-09-06 20:30:00,2021,Sep,17,HND,6,4,2030,999.0,2.0,,50.0,10,5.0,2625.0,4075.0,,,,,30.4,28.0,27.1,83.0,979.6,1002.8,1004.9,,0.0,0.0
325,2021-09-06 21:00:00,2021,Sep,17,HND,6,1,2100,999.0,2.0,,50.0,10,5.0,2625.0,4075.0,,,,,30.2,28.0,27.2,84.0,979.9,1003.6,1005.2,,,
332,2021-09-06 22:00:00,2021,Sep,17,HND,6,1,2200,999.0,2.0,,50.0,10,4.0,2625.0,3075.0,,,,,30.0,28.0,27.2,85.0,980.3,1004.0,1005.6,,,
339,2021-09-06 23:00:00,2021,Sep,17,HND,6,1,2300,999.0,2.0,,50.0,10,4.0,2625.0,3075.0,,,,,29.8,27.6,26.8,84.0,980.6,1004.3,1005.9,,,
340,2021-09-06 23:30:00,2021,Sep,17,HND,6,4,2330,999.0,2.0,,50.0,10,4.0,2625.0,3075.0,,,,,29.8,27.8,27.0,85.0,980.9,1004.6,1006.2,,0.0,0.0
346,2021-09-07 00:00:00,2021,Sep,17,HND,7,1,0,160.0,5.0,,50.0,10,4.0,2620.0,3075.0,,,,,29.8,27.8,27.0,85.0,980.9,1004.6,1006.2,,,
352,2021-09-07 01:00:00,2021,Sep,17,HND,7,1,100,140.0,4.0,,50.0,10,4.0,2620.0,3075.0,,,,,29.2,27.2,26.4,85.0,980.8,1004.5,1006.1,,,
357,2021-09-07 02:00:00,2021,Sep,17,HND,7,1,200,140.0,5.0,,50.0,10,4.0,2620.0,3075.0,,,,,28.8,27.0,26.3,86.0,980.7,1004.4,1006.0,,,
361,2021-09-07 02:30:00,2021,Sep,17,HND,7,4,230,999.0,2.0,,40.0,10,4.0,2620.0,3359.0,,,,,28.8,27.0,26.3,86.0,980.7,1004.4,1006.0,,0.0,0.0
363,2021-09-07 03:00:00,2021,Sep,17,HND,7,1,300,999.0,2.0,,40.0,10,4.0,2620.0,3359.0,,,,,28.6,26.8,26.1,86.0,980.8,1004.5,1006.1,,,
369,2021-09-07 04:00:00,2021,Sep,17,HND,7,1,400,999.0,2.0,,40.0,10,5.0,2620.0,4359.0,,,,,28.2,26.6,26.2,89.0,980.8,1004.6,1006.1,,,
374,2021-09-07 05:00:00,2021,Sep,17,HND,7,1,500,999.0,2.0,,30.0,10,5.0,2620.0,4359.0,,,,,27.8,26.6,26.1,90.0,981.1,1004.9,1006.4,,,
376,2021-09-07 05:30:00,2021,Sep,17,HND,7,4,530,999.0,2.0,,25.0,10,5.0,3620.0,4359.0,,,,,27.8,26.6,26.1,90.0,981.3,1005.2,1006.6,,0.0,0.0
380,2021-09-07 06:00:00,2021,Sep,17,HND,7,1,600,999.0,2.0,,25.0,10,6.0,2625.0,5075.0,,,,,27.8,26.6,26.1,90.0,981.7,1005.7,1007.0,,,
384,2021-09-07 06:30:00,2021,Sep,17,HND,7,1,630,999.0,2.0,,30.0,10,6.0,2625.0,3359.0,3075.0,,,,28.0,26.6,26.0,89.0,982.2,1006.2,1007.5,,,
388,2021-09-07 07:00:00,2021,Sep,17,HND,7,1,700,999.0,2.0,,30.0,10,7.0,3620.0,6359.0,,,,,28.4,26.8,26.2,88.0,982.8,1006.8,1008.1,,,
393,2021-09-07 07:30:00,2021,Sep,17,HND,7,1,730,999.0,2.0,,28.0,10,8.0,3620.0,7359.0,,,,,28.8,27.4,26.9,89.0,983.1,1006.9,1008.5,,,
398,2021-09-07 08:00:00,2021,Sep,17,HND,7,1,800,90.0,6.0,,28.0,10,8.0,3615.0,3620.0,6358.0,,,,29.2,27.6,27.0,83.0,983.1,1006.9,1008.5,,,
403,2021-09-07 08:30:00,2021,Sep,17,HND,7,4,830,90.0,5.0,,28.0,10,8.0,3708.0,3615.0,6358.0,,,,29.2,27.6,27.0,83.0,983.5,1007.3,1008.9,278.0,0.0,0.0
407,2021-09-07 09:00:00,2021,Sep,17,HND,7,1,900,90.0,6.0,,28.0,10,8.0,4615.0,4620.0,6359.0,,,,30.6,28.4,27.6,84.0,984.0,1007.8,1009.4,,,
410,2021-09-07 09:30:00,2021,Sep,17,HND,7,1,930,90.0,6.0,,30.0,10,8.0,3612.0,4615.0,6359.0,,,,31.4,29.2,28.4,84.0,984.1,1007.9,1009.5,,,
413,2021-09-07 10:00:00,2021,Sep,17,HND,7,1,1000,90.0,6.0,,30.0,10,8.0,3612.0,4615.0,1925.0,6359.0,,,32.0,29.0,27.9,79.0,983.7,1007.5,1009.1,,,
420,2021-09-07 10:30:00,2021,Sep,17,HND,7,1,1030,80.0,5.0,,30.0,10,8.0,3612.0,4615.0,1925.0,6359.0,,,32.2,29.0,27.8,78.0,983.6,1007.4,1009.0,,,
421,2021-09-07 11:00:00,2021,Sep,17,HND,7,1,1100,50.0,6.0,,35.0,10,8.0,3612.0,4615.0,6359.0,,,,32.8,29.4,28.2,77.0,983.5,1007.3,1008.9,,,
428,2021-09-07 11:30:00,2021,Sep,17,HND,7,4,1130,50.0,6.0,,40.0,5,8.0,3612.0,4615.0,6358.0,,,,33.4,29.6,28.2,74.0,983.4,1007.2,1008.8,,0.0,0.0
430,2021-09-07 12:00:00,2021,Sep,17,HND,7,1,1200,70.0,6.0,,40.0,5,8.0,3612.0,4615.0,6358.0,,,,33.6,29.2,27.6,71.0,983.3,1007.1,1008.7,,,
435,2021-09-07 12:30:00,2021,Sep,17,HND,7,1,1230,110.0,6.0,,40.0,5,7.0,3615.0,3618.0,5359.0,,,,33.8,29.2,27.5,70.0,982.8,1006.5,1008.1,,,
440,2021-09-07 13:00:00,2021,Sep,17,HND,7,1,1300,120.0,7.0,,40.0,5,7.0,2615.0,3618.0,6359.0,,,,33.8,29.2,27.5,70.0,982.1,1005.8,1007.4,,,
444,2021-09-07 13:30:00,2021,Sep,17,HND,7,1,1330,100.0,6.0,,40.0,5,8.0,2615.0,4618.0,6359.0,,,,34.0,29.4,27.1,70.0,981.8,1005.5,1007.1,,,
446,2021-09-07 14:00:00,2021,Sep,17,HND,7,1,1400,110.0,6.0,,40.0,5,8.0,2615.0,4618.0,6359.0,,,,33.6,29.0,27.3,70.0,981.4,1005.1,1006.7,,,
450,2021-09-07 14:30:00,2021,Sep,17,HND,7,4,1430,110.0,6.0,,40.0,5,8.0,2615.0,4618.0,6359.0,,,,33.6,28.8,27.0,69.0,980.7,1004.4,1006.0,,0.0,0.0
454,2021-09-07 15:00:00,2021,Sep,17,HND,7,1,1500,110.0,6.0,,40.0,5,8.0,2615.0,4618.0,6359.0,,,,32.6,28.4,26.8,72.0,980.3,1004.0,1005.6,,,
460,2021-09-07 15:30:00,2021,Sep,17,HND,7,1,1530,50.0,6.0,,40.0,5,8.0,2615.0,4620.0,6359.0,,,,32.6,28.4,26.8,72.0,979.8,1003.5,1005.1,,,
461,2021-09-07 16:00:00,2021,Sep,17,HND,7,1,1600,50.0,6.0,,40.0,5,8.0,2615.0,4620.0,1830.0,6359.0,,,32.6,28.4,26.8,72.0,979.3,1003.0,1004.6,,,
466,2021-09-07 16:30:00,2021,Sep,17,HND,7,1,1630,50.0,6.0,,40.0,5,7.0,4620.0,1930.0,6359.0,,,,32.4,28.4,26.9,73.0,979.3,1003.0,1004.6,,,
469,2021-09-07 17:00:00,2021,Sep,17,HND,7,1,1700,50.0,6.0,,40.0,5,7.0,4620.0,1930.0,6359.0,,,,32.2,28.4,27.0,74.0,979.1,1002.8,1004.4,,,
476,2021-09-07 17:30:00,2021,Sep,17,HND,7,4,1730,50.0,4.0,,40.0,10,7.0,4620.0,1930.0,6359.0,,,,31.8,28.6,27.4,77.0,978.9,1002.6,1004.2,340.0,0.0,0.0
479,2021-09-07 18:00:00,2021,Sep,17,HND,7,1,1800,999.0,2.0,,40.0,17,7.0,2615.0,4620.0,1930.0,6359.0,,,31.2,28.2,27.1,79.0,978.8,1002.5,1004.1,,,
480,2021-09-07 18:00:00,2021,Sep,17,HND,7,5,1800,,,,,10,,,,,,,,,28.2,,79.0,,,,,,
482,2021-09-07 18:15:00,2021,Sep,17,HND,7,2,1815,999.0,2.0,,20.0,95,8.0,2615.0,4620.0,1930.0,6359.0,,,29.4,29.0,28.9,97.0,978.8,1002.5,1004.1,,,
483,2021-09-07 18:15:00,2021,Sep,17,HND,7,5,1815,,,,,10,,,,,,,,,29.0,,97.0,,,,,,
485,2021-09-07 18:30:00,2021,Sep,17,HND,7,1,1830,999.0,2.0,,8.0,95,8.0,3710.0,4615.0,1930.0,6359.0,,,26.2,25.8,25.6,97.0,979.0,1002.7,1004.3,,,
486,2021-09-07 18:30:00,2021,Sep,17,HND,7,5,1830,,,,,10,,,,,,,,,25.8,,97.0,,,,,,
492,2021-09-07 19:00:00,2021,Sep,17,HND,7,5,1900,,,,,10,,,,,,,,,27.2,,97.0,,,,,,
491,2021-09-07 19:00:00,2021,Sep,17,HND,7,1,1900,999.0,2.0,,15.0,95,8.0,2710.0,4615.0,1930.0,6359.0,,,27.6,27.2,27.0,97.0,979.4,1003.1,1004.7,,,
496,2021-09-07 19:30:00,2021,Sep,17,HND,7,5,1930,,,,,10,,,,,,,,,27.4,,98.0,,,,,,
498,2021-09-07 19:30:00,2021,Sep,17,HND,7,1,1930,999.0,2.0,,30.0,95,8.0,2710.0,4615.0,1930.0,6359.0,,,27.6,27.4,27.3,98.0,980.0,1003.7,1005.3,,,
501,2021-09-07 20:00:00,2021,Sep,17,HND,7,1,2000,999.0,2.0,,40.0,60,8.0,4615.0,1930.0,6359.0,,,,26.6,26.2,26.0,97.0,980.4,1004.1,1005.7,,,
502,2021-09-07 20:00:00,2021,Sep,17,HND,7,5,2000,,,,,10,,,,,,,,,26.2,,97.0,,,,,,
504,2021-09-07 20:30:00,2021,Sep,17,HND,7,4,2030,999.0,2.0,,40.0,21,7.0,4615.0,1930.0,6359.0,,,,26.6,26.2,26.0,97.0,980.8,1004.5,1006.1,,11.2,11.2
505,2021-09-07 20:30:00,2021,Sep,17,HND,7,5,2030,,,,,10,,,,,,,,,26.2,,97.0,,,,,,
509,2021-09-07 21:00:00,2021,Sep,17,HND,7,1,2100,999.0,2.0,,40.0,10,7.0,4615.0,1930.0,6359.0,,,,26.4,26.0,25.8,95.0,981.4,1005.1,1006.7,,,
515,2021-09-07 22:00:00,2021,Sep,17,HND,7,1,2200,999.0,2.0,,40.0,10,7.0,3615.0,6359.0,,,,,26.2,25.6,25.2,92.0,981.7,1005.4,1007.0,,,
