,DATETIME,YEAR,MONTH,INDEX_NO,STN_NAME,DD,T,GGGG,DDD,FF,FMFM,VV,WW,N,CL1,CL2,CL3,CL4,CL5,CL6,TTT,TWTW,TDTD,RH,QFE,QFF,QNH,TXTX,RRR,TOT_RRR
566,2021-09-08 06:00:00,2021,Sep,10,CDH,8,1,600,130.0,10.0,,60.0,3,5.0,2625.0,5360.0,,,,,28.3,25.0,23.7,76.0,970.9,1005.6,1007.9,,,
569,2021-09-08 06:30:00,2021,Sep,10,CDH,8,1,630,130.0,10.0,,60.0,2,5.0,2625.0,5360.0,,,,,28.3,25.0,23.7,76.0,971.3,1006.0,1008.3,,,
573,2021-09-08 07:00:00,2021,Sep,10,CDH,8,1,700,130.0,10.0,,60.0,2,5.0,2630.0,5360.0,,,,,28.2,25.2,24.1,78.0,971.5,1006.3,1008.6,,,
578,2021-09-08 07:30:00,2021,Sep,10,CDH,8,1,730,130.0,10.0,,60.0,1,4.0,1625.0,4360.0,,,,,29.2,25.7,24.4,75.0,971.6,1006.3,1008.7,,,
583,2021-09-08 08:00:00,2021,Sep,10,CDH,8,1,800,140.0,10.0,,60.0,2,4.0,1625.0,4360.0,,,,,30.1,26.1,24.5,72.0,971.9,1006.4,1009.0,,,
587,2021-09-08 08:30:00,2021,Sep,10,CDH,8,4,830,140.0,12.0,,60.0,3,5.0,1625.0,1830.0,5360.0,,,,29.8,25.9,24.5,74.0,972.1,1006.7,1009.1,282.0,0.0,0.001
589,2021-09-08 09:00:00,2021,Sep,10,CDH,8,1,900,110.0,12.0,22.0,60.0,3,6.0,3625.0,1830.0,5360.0,,,,29.7,25.4,23.8,70.0,972.7,1007.3,1009.8,,,
593,2021-09-08 09:30:00,2021,Sep,10,CDH,8,1,930,130.0,12.0,,60.0,2,7.0,2620.0,3625.0,1830.0,5359.0,,,29.9,25.1,23.2,68.0,972.8,1007.4,1009.8,,,
597,2021-09-08 10:00:00,2021,Sep,10,CDH,8,1,1000,120.0,10.0,,60.0,2,7.0,2620.0,3625.0,1830.0,5359.0,,,31.8,25.8,23.5,61.0,972.8,1007.2,1009.9,,,
601,2021-09-08 10:30:00,2021,Sep,10,CDH,8,1,1030,130.0,13.0,23.0,80.0,1,5.0,3625.0,4360.0,,,,,32.2,26.0,23.8,61.0,972.5,1006.9,1009.6,,,
608,2021-09-08 11:00:00,2021,Sep,10,CDH,8,1,1100,130.0,12.0,,80.0,1,4.0,2625.0,3360.0,,,,,32.1,26.2,24.1,63.0,972.4,1006.8,1009.5,,,
610,2021-09-08 11:30:00,2021,Sep,10,CDH,8,4,1130,140.0,13.0,23.0,80.0,1,3.0,1625.0,3362.0,,,,,32.4,26.3,24.1,62.0,972.0,1006.3,1009.1,,0.0,0.0
616,2021-09-08 12:00:00,2021,Sep,10,CDH,8,1,1200,140.0,17.0,,80.0,3,5.0,3625.0,3362.0,,,,,32.8,26.4,24.1,60.0,971.7,1005.9,1008.7,,,
619,2021-09-08 12:30:00,2021,Sep,10,CDH,8,1,1230,130.0,13.0,,80.0,2,5.0,3625.0,3362.0,,,,,33.6,26.9,24.5,59.0,971.5,1005.6,1008.5,,,
621,2021-09-08 13:00:00,2021,Sep,10,CDH,8,1,1300,120.0,15.0,,80.0,2,5.0,3625.0,3362.0,,,,,33.5,26.5,24.0,58.0,971.2,1005.4,1008.3,,,
628,2021-09-08 13:30:00,2021,Sep,10,CDH,8,1,1330,130.0,14.0,,80.0,2,5.0,3625.0,4362.0,,,,,33.4,26.4,23.8,59.0,970.6,1004.7,1007.6,,,
629,2021-09-08 14:00:00,2021,Sep,10,CDH,8,1,1400,130.0,12.0,,60.0,2,5.0,3625.0,1825.0,4362.0,,,,33.3,26.5,23.9,58.0,970.3,1004.4,1007.2,,,
636,2021-09-08 14:30:00,2021,Sep,10,CDH,8,4,1430,140.0,12.0,,60.0,2,5.0,3625.0,1825.0,4362.0,,,,33.5,26.6,24.2,58.0,969.6,1003.7,1006.6,,0.0,0.0
638,2021-09-08 15:00:00,2021,Sep,10,CDH,8,1,1500,140.0,12.0,,60.0,2,5.0,3625.0,1825.0,4362.0,,,,33.2,26.2,23.6,59.0,969.3,1003.4,1006.3,,,
645,2021-09-08 15:30:00,2021,Sep,10,CDH,8,1,1530,150.0,9.0,,60.0,2,5.0,2625.0,1825.0,5075.0,,,,33.6,26.7,24.1,58.0,968.9,1002.9,1005.8,,,
647,2021-09-08 16:00:00,2021,Sep,10,CDH,8,1,1600,130.0,9.0,,60.0,2,5.0,2625.0,1825.0,5075.0,,,,33.9,27.0,24.5,58.0,968.2,1002.5,1005.4,,,
651,2021-09-08 16:30:00,2021,Sep,10,CDH,8,1,1630,130.0,6.0,,60.0,2,5.0,2625.0,1825.0,5075.0,,,,33.6,27.0,24.2,58.0,968.4,1002.4,1005.3,,,
656,2021-09-08 17:00:00,2021,Sep,10,CDH,8,1,1700,150.0,4.0,,60.0,2,5.0,3625.0,4360.0,,,,,32.9,26.8,24.2,60.0,968.4,1002.5,1005.3,,,
659,2021-09-08 17:30:00,2021,Sep,10,CDH,8,4,1730,140.0,6.0,,60.0,2,5.0,3625.0,4360.0,,,,,33.0,26.6,23.9,59.0,968.2,1002.3,1005.1,342.0,0.0,0.0
665,2021-09-08 18:00:00,2021,Sep,10,CDH,8,1,1800,150.0,5.0,,60.0,3,6.0,3625.0,6075.0,,,,,32.3,26.4,23.9,61.0,967.9,1002.0,1004.8,,,
669,2021-09-08 18:30:00,2021,Sep,10,CDH,8,1,1830,130.0,3.0,,60.0,2,6.0,2625.0,6075.0,,,,,31.6,26.2,23.9,64.0,968.2,1002.4,1005.1,,,
671,2021-09-08 19:00:00,2021,Sep,10,CDH,8,1,1900,130.0,3.0,,60.0,2,6.0,2625.0,6075.0,,,,,31.2,26.1,23.9,65.0,968.3,1002.6,1005.2,,,
678,2021-09-08 19:30:00,2021,Sep,10,CDH,8,1,1930,100.0,5.0,,60.0,2,6.0,2625.0,5075.0,,,,,31.8,26.2,23.7,62.0,968.4,1002.6,1005.3,,,
681,2021-09-08 20:00:00,2021,Sep,10,CDH,8,1,2000,90.0,3.0,,60.0,1,5.0,2625.0,5075.0,,,,,31.4,26.5,24.1,65.0,968.7,1003.0,1005.6,,,
686,2021-09-08 20:30:00,2021,Sep,10,CDH,8,4,2030,999.0,2.0,,60.0,1,4.0,1625.0,4075.0,,,,,30.8,26.7,24.6,70.0,969.0,1003.3,1005.9,,0.0,0.0
688,2021-09-08 21:00:00,2021,Sep,10,CDH,8,1,2100,999.0,2.0,,60.0,2,4.0,1625.0,4075.0,,,,,30.0,26.4,24.6,73.0,969.2,1003.6,1006.1,,,
694,2021-09-08 22:00:00,2021,Sep,10,CDH,8,1,2200,999.0,2.0,,60.0,1,3.0,1625.0,3075.0,,,,,29.4,26.4,24.9,77.0,969.5,1004.1,1006.5,,,
700,2021-09-08 23:00:00,2021,Sep,10,CDH,8,1,2300,999.0,2.0,,60.0,2,3.0,1630.0,3075.0,,,,,29.1,26.0,24.2,75.0,969.9,1004.5,1006.9,,,
706,2021-09-08 23:30:00,2021,Sep,10,CDH,8,4,2330,140.0,3.0,,60.0,2,3.0,1630.0,3075.0,,,,,29.1,25.5,23.9,73.0,969.8,1004.4,1006.7,,0.0,0.0
710,2021-09-09 00:00:00,2021,Sep,10,CDH,9,1,0,140.0,3.0,,60.0,1,2.0,2630.0,,,,,,28.7,25.4,23.9,75.0,969.8,1004.4,1006.8,,,
712,2021-09-09 01:00:00,2021,Sep,10,CDH,9,1,100,999.0,2.0,,60.0,3,4.0,1630.0,4360.0,,,,,28.5,25.6,24.1,77.0,969.7,1004.3,1006.6,,,
717,2021-09-09 02:00:00,2021,Sep,10,CDH,9,1,200,130.0,4.0,,60.0,3,6.0,2630.0,5360.0,,,,,28.6,25.7,24.2,77.0,969.6,1004.2,1006.5,,,
724,2021-09-09 02:30:00,2021,Sep,10,CDH,9,4,230,140.0,4.0,,60.0,2,6.0,2630.0,5360.0,,,,,28.6,25.6,24.3,78.0,969.6,1004.2,1006.5,,0.0,0.0
728,2021-09-09 03:00:00,2021,Sep,10,CDH,9,1,300,130.0,5.0,,60.0,1,5.0,2630.0,5360.0,,,,,28.7,25.6,24.2,77.0,969.4,1004.0,1006.3,,,
731,2021-09-09 04:00:00,2021,Sep,10,CDH,9,1,400,999.0,2.0,,60.0,2,5.0,2630.0,5360.0,,,,,28.6,25.7,24.2,77.0,969.2,1003.8,1006.1,,,
738,2021-09-09 05:00:00,2021,Sep,10,CDH,9,1,500,999.0,2.0,,60.0,2,5.0,3625.0,4360.0,,,,,28.9,25.9,24.3,76.0,969.4,1004.0,1006.3,,,
741,2021-09-09 05:30:00,2021,Sep,10,CDH,9,4,530,999.0,2.0,,60.0,3,7.0,3625.0,6360.0,,,,,28.6,25.8,24.5,78.0,969.4,1004.0,1006.3,,0.0,0.0
747,2021-09-09 06:00:00,2021,Sep,10,CDH,9,5,600,,,,,10,,,,,,,,,25.1,,87.0,,,,,,
746,2021-09-09 06:00:00,2021,Sep,10,CDH,9,1,600,90.0,10.0,,50.0,60,8.0,2612.0,3620.0,1930.0,6359.0,,,26.8,25.1,24.5,87.0,969.9,1004.7,1006.9,,,
748,2021-09-09 06:15:00,2021,Sep,10,CDH,9,2,615,90.0,10.0,,50.0,95,8.0,2612.0,4620.0,1930.0,7359.0,,,26.5,25.6,25.2,93.0,970.1,1004.9,1007.1,,,
749,2021-09-09 06:15:00,2021,Sep,10,CDH,9,5,615,,,,,10,,,,,,,,,25.6,,93.0,,,,,,
752,2021-09-09 06:30:00,2021,Sep,10,CDH,9,1,630,70.0,15.0,,50.0,95,8.0,3710.0,4620.0,1930.0,7359.0,,,26.0,25.4,25.2,95.0,970.3,1005.3,1007.3,,,
755,2021-09-09 06:30:00,2021,Sep,10,CDH,9,5,630,,,,,10,,,,,,,,,25.4,,95.0,,,,,,
756,2021-09-09 06:45:00,2021,Sep,10,CDH,9,1,645,70.0,10.0,,30.0,95,8.0,4710.0,4620.0,1930.0,7458.0,,,25.3,24.9,24.8,97.0,970.5,1005.5,1007.5,,,
757,2021-09-09 06:45:00,2021,Sep,10,CDH,9,5,645,,,,,10,,,,,,,,,24.9,,97.0,,,,,,
758,2021-09-09 07:00:00,2021,Sep,10,CDH,9,5,700,,,,,10,,,,,,,,,25.0,,97.0,,,,,,
762,2021-09-09 07:00:00,2021,Sep,10,CDH,9,1,700,50.0,6.0,,30.0,95,8.0,2612.0,4620.0,1930.0,6359.0,,,25.4,25.0,24.8,97.0,970.5,1005.6,1007.6,,,
764,2021-09-09 07:30:00,2021,Sep,10,CDH,9,1,730,40.0,4.0,,50.0,91,7.0,4620.0,1930.0,6359.0,,,,25.4,25.0,24.8,97.0,970.5,1005.7,1007.6,,,
765,2021-09-09 07:30:00,2021,Sep,10,CDH,9,5,730,,,,,10,,,,,,,,,25.0,,97.0,,,,,,
770,2021-09-09 08:00:00,2021,Sep,10,CDH,9,1,800,100.0,7.0,,50.0,61,7.0,3620.0,1930.0,6359.0,,,,26.2,25.3,25.0,93.0,970.7,1005.6,1007.7,,,
772,2021-09-09 08:00:00,2021,Sep,10,CDH,9,5,800,,,,,10,,,,,,,,,25.3,,93.0,,,,,,
775,2021-09-09 08:30:00,2021,Sep,10,CDH,9,4,830,90.0,5.0,,60.0,2,6.0,3620.0,1930.0,4075.0,,,,27.5,26.2,25.6,89.0,970.8,1005.5,1007.8,252.0,21.0,21.0
777,2021-09-09 09:00:00,2021,Sep,10,CDH,9,1,900,130.0,4.0,,60.0,2,6.0,3630.0,1930.0,4075.0,,,,29.7,27.3,26.3,82.0,970.9,1005.4,1008.0,,,
781,2021-09-09 09:30:00,2021,Sep,10,CDH,9,1,930,140.0,7.0,,60.0,2,6.0,3630.0,1830.0,5360.0,,,,29.8,27.0,26.0,80.0,971.2,1005.7,1008.2,,,
785,2021-09-09 09:45:00,2021,Sep,10,CDH,9,1,945,160.0,7.0,,50.0,60,6.0,3620.0,1830.0,6359.0,,,,28.5,26.4,25.6,84.0,971.2,1005.8,1008.2,,,
789,2021-09-09 10:00:00,2021,Sep,10,CDH,9,1,1000,140.0,4.0,,50.0,60,6.0,3620.0,6359.0,,,,,29.0,27.4,26.9,88.0,971.1,1005.7,1008.1,,,
791,2021-09-09 10:30:00,2021,Sep,10,CDH,9,1,1030,140.0,8.0,,60.0,2,6.0,4625.0,6359.0,,,,,31.2,27.7,26.4,76.0,971.0,1005.3,1008.0,,,
795,2021-09-09 11:00:00,2021,Sep,10,CDH,9,1,1100,130.0,8.0,,60.0,2,6.0,4625.0,6359.0,,,,,31.9,27.7,26.3,73.0,971.1,1005.3,1008.1,,,
802,2021-09-09 11:30:00,2021,Sep,10,CDH,9,4,1130,140.0,7.0,,60.0,2,6.0,2615.0,3625.0,1825.0,1930.0,5359.0,,31.5,27.7,26.3,74.0,970.9,1005.2,1007.9,,0.6,0.6
803,2021-09-09 12:00:00,2021,Sep,10,CDH,9,1,1200,140.0,10.0,,60.0,2,6.0,2615.0,3625.0,1930.0,5359.0,,,31.1,26.7,25.1,71.0,970.6,1005.0,1007.6,,,
810,2021-09-09 12:30:00,2021,Sep,10,CDH,9,1,1230,140.0,8.0,,60.0,2,6.0,2615.0,3625.0,1825.0,5359.0,,,32.4,27.1,25.2,66.0,970.1,1004.3,1007.1,,,
813,2021-09-09 13:00:00,2021,Sep,10,CDH,9,1,1300,140.0,8.0,,60.0,2,6.0,2615.0,3625.0,1930.0,6359.0,,,32.2,27.1,25.3,67.0,969.7,1003.9,1006.6,,,
816,2021-09-09 13:30:00,2021,Sep,10,CDH,9,1,1330,120.0,6.0,,60.0,2,6.0,2615.0,4625.0,1930.0,6359.0,,,32.2,27.5,25.5,68.0,969.5,1003.7,1006.4,,,
821,2021-09-09 14:00:00,2021,Sep,10,CDH,9,1,1400,130.0,5.0,,60.0,2,6.0,3625.0,1930.0,5072.0,,,,33.4,27.9,25.9,65.0,968.8,1002.8,1005.7,,,
827,2021-09-09 14:30:00,2021,Sep,10,CDH,9,4,1430,90.0,7.0,,60.0,2,6.0,2620.0,3625.0,1930.0,5072.0,,,33.7,27.7,25.3,62.0,968.1,1002.0,1005.0,,0.0,0.0
831,2021-09-09 15:00:00,2021,Sep,10,CDH,9,1,1500,130.0,5.0,,60.0,2,6.0,2620.0,3625.0,1930.0,5072.0,,,33.9,28.4,25.8,63.0,967.5,1001.4,1004.4,,,
835,2021-09-09 15:30:00,2021,Sep,10,CDH,9,1,1530,110.0,6.0,,60.0,2,6.0,2620.0,3625.0,1930.0,5072.0,,,34.2,28.1,25.8,62.0,967.0,1000.8,1003.9,,,
837,2021-09-09 16:00:00,2021,Sep,10,CDH,9,1,1600,130.0,5.0,,60.0,2,6.0,2620.0,3625.0,1930.0,5072.0,,,32.8,27.4,25.2,64.0,966.7,1000.7,1003.6,,,
844,2021-09-09 16:30:00,2021,Sep,10,CDH,9,1,1630,160.0,3.0,,60.0,2,6.0,2620.0,3625.0,1930.0,5072.0,,,33.4,28.1,25.6,63.0,966.7,1000.6,1003.6,,,
846,2021-09-09 17:00:00,2021,Sep,10,CDH,9,1,1700,80.0,3.0,,60.0,2,6.0,2620.0,3625.0,1930.0,5072.0,,,32.6,28.1,26.0,68.0,966.6,1000.6,1003.5,,,
850,2021-09-09 17:30:00,2021,Sep,10,CDH,9,4,1730,50.0,6.0,,60.0,2,5.0,2625.0,1830.0,5072.0,,,,30.9,27.4,26.0,75.0,966.7,1000.9,1003.6,344.0,0.0,0.0
853,2021-09-09 18:00:00,2021,Sep,10,CDH,9,1,1800,40.0,4.0,,60.0,2,5.0,2625.0,1830.0,5070.0,,,,30.6,27.1,25.8,75.0,966.8,1001.0,1003.7,,,
860,2021-09-09 18:30:00,2021,Sep,10,CDH,9,1,1830,999.0,2.0,,60.0,2,5.0,2625.0,1830.0,5070.0,,,,30.4,27.4,26.0,78.0,966.8,1001.1,1003.7,,,
861,2021-09-09 19:00:00,2021,Sep,10,CDH,9,1,1900,999.0,2.0,,60.0,2,5.0,2625.0,1830.0,5070.0,,,,29.9,27.2,25.8,79.0,967.1,1001.4,1004.0,,,
867,2021-09-09 19:30:00,2021,Sep,10,CDH,9,1,1930,999.0,1.0,,60.0,2,4.0,2625.0,4075.0,,,,,29.8,27.0,25.4,77.0,967.4,1001.8,1004.3,,,
870,2021-09-09 20:00:00,2021,Sep,10,CDH,9,1,2000,999.0,2.0,,60.0,2,4.0,2625.0,4075.0,,,,,30.1,27.2,25.9,78.0,967.7,1002.0,1004.6,,,
876,2021-09-09 20:30:00,2021,Sep,10,CDH,9,4,2030,999.0,1.0,,60.0,2,4.0,2625.0,4075.0,,,,,29.9,27.0,25.6,78.0,968.3,1002.7,1005.3,,0.0,0.0
880,2021-09-09 21:00:00,2021,Sep,10,CDH,9,1,2100,80.0,3.0,,60.0,2,4.0,2625.0,4075.0,,,,,29.8,27.2,26.0,80.0,968.9,1003.4,1005.9,,,
881,2021-09-09 21:30:00,2021,Sep,10,CDH,9,1,2130,999.0,1.0,,60.0,2,4.0,2625.0,4075.0,,,,,29.4,27.2,26.2,83.0,969.4,1003.9,1006.3,,,
884,2021-09-09 22:00:00,2021,Sep,10,CDH,9,1,2200,999.0,2.0,,60.0,2,4.0,2625.0,4075.0,,,,,29.2,27.1,26.2,84.0,969.5,1004.0,1006.4,,,
891,2021-09-09 23:00:00,2021,Sep,10,CDH,9,1,2300,999.0,1.0,,60.0,2,4.0,2625.0,4075.0,,,,,28.5,26.9,26.1,87.0,969.6,1004.2,1006.5,,,
896,2021-09-09 23:30:00,2021,Sep,10,CDH,9,4,2330,999.0,2.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.5,26.7,25.8,85.0,969.5,1004.1,1006.4,,0.0,0.0
900,2021-09-10 00:00:00,2021,Sep,10,CDH,10,1,0,999.0,1.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.3,26.7,25.9,87.0,969.9,1004.5,1006.9,,,
905,2021-09-10 01:00:00,2021,Sep,10,CDH,10,1,100,999.0,2.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.2,26.6,25.8,87.0,969.9,1004.5,1006.9,,,
910,2021-09-10 02:00:00,2021,Sep,10,CDH,10,1,200,999.0,2.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.6,26.7,25.8,85.0,969.7,1004.3,1006.6,,,
911,2021-09-10 02:30:00,2021,Sep,10,CDH,10,4,230,140.0,5.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.2,26.2,25.4,85.0,969.5,1004.1,1006.4,,0.0,0.0
918,2021-09-10 03:00:00,2021,Sep,10,CDH,10,1,300,130.0,4.0,,60.0,2,4.0,2625.0,4359.0,,,,,27.8,25.9,25.2,86.0,969.4,1004.1,1006.3,,,
923,2021-09-10 04:00:00,2021,Sep,10,CDH,10,1,400,90.0,3.0,,60.0,3,6.0,3625.0,1930.0,4359.0,,,,28.1,25.6,24.3,80.0,969.5,1004.2,1006.4,,,
936,2021-09-10 05:00:00,2021,Sep,10,CDH,10,1,500,140.0,10.0,,60.0,2,6.0,3625.0,1930.0,6359.0,,,,27.6,24.9,23.9,80.0,969.8,1004.5,1006.7,,,
942,2021-09-10 05:30:00,2021,Sep,10,CDH,10,4,530,140.0,10.0,,50.0,95,6.0,3625.0,1930.0,6359.0,,,,27.0,24.7,23.8,82.0,970.1,1005.0,1007.1,,0.0,0.0
945,2021-09-10 06:00:00,2021,Sep,10,CDH,10,1,600,140.0,7.0,,50.0,17,6.0,3625.0,1930.0,6359.0,,,,26.4,24.5,23.7,85.0,969.8,1004.7,1006.7,,,
950,2021-09-10 06:30:00,2021,Sep,10,CDH,10,1,630,150.0,4.0,,60.0,2,6.0,3625.0,1930.0,6359.0,,,,26.4,24.5,23.7,85.0,969.9,1004.9,1006.9,,,
953,2021-09-10 07:00:00,2021,Sep,10,CDH,10,1,700,130.0,6.0,,60.0,2,6.0,3625.0,1930.0,6359.0,,,,26.6,24.7,23.9,85.0,969.8,1004.7,1006.8,,,
962,2021-09-10 07:30:00,2021,Sep,10,CDH,10,1,730,120.0,5.0,,60.0,2,6.0,2625.0,4359.0,3075.0,,,,26.7,24.7,23.8,84.0,969.9,1004.7,1006.9,,,
966,2021-09-10 08:00:00,2021,Sep,10,CDH,10,1,800,120.0,7.0,,60.0,2,6.0,3625.0,5359.0,,,,,28.8,25.4,24.1,75.0,970.1,1004.7,1007.1,,,
968,2021-09-10 08:30:00,2021,Sep,10,CDH,10,4,830,140.0,10.0,,60.0,2,6.0,3625.0,5359.0,2075.0,,,,28.9,25.5,24.1,76.0,970.1,1004.7,1007.1,263.0,0.001,0.601
972,2021-09-10 09:00:00,2021,Sep,10,CDH,10,1,900,120.0,10.0,,60.0,2,6.0,3625.0,5359.0,2075.0,,,,29.6,25.7,24.2,73.0,970.1,1004.6,1007.1,,,
978,2021-09-10 09:30:00,2021,Sep,10,CDH,10,1,930,130.0,11.0,,60.0,1,5.0,2625.0,5359.0,,,,,30.4,26.2,24.8,72.0,970.3,1004.8,1007.3,,,
979,2021-09-10 10:00:00,2021,Sep,10,CDH,10,1,1000,130.0,13.0,,60.0,2,5.0,2625.0,5360.0,,,,,31.4,26.8,25.2,70.0,970.5,1004.8,1007.5,,,
983,2021-09-10 10:30:00,2021,Sep,10,CDH,10,1,1030,150.0,12.0,,60.0,2,5.0,2620.0,4360.0,,,,,32.1,27.1,25.5,69.0,970.5,1004.7,1007.5,,,
989,2021-09-10 11:00:00,2021,Sep,10,CDH,10,1,1100,140.0,10.0,20.0,60.0,2,5.0,3620.0,4360.0,,,,,32.0,27.3,25.7,70.0,970.6,1004.8,1007.6,,,
992,2021-09-10 11:30:00,2021,Sep,10,CDH,10,4,1130,140.0,13.0,,60.0,2,5.0,3620.0,4360.0,,,,,32.5,27.3,25.4,66.0,970.8,1004.9,1007.8,,0.0,0.0
995,2021-09-10 12:00:00,2021,Sep,10,CDH,10,1,1200,150.0,11.0,,60.0,2,5.0,3625.0,1830.0,4360.0,,,,32.5,27.3,25.5,67.0,970.7,1004.9,1007.7,,,
1000,2021-09-10 12:30:00,2021,Sep,10,CDH,10,1,1230,150.0,10.0,,60.0,3,6.0,2615.0,3625.0,1930.0,6359.0,,,32.5,27.1,25.2,65.0,970.2,1004.4,1007.2,,,
1006,2021-09-10 13:00:00,2021,Sep,10,CDH,10,1,1300,160.0,10.0,,60.0,2,6.0,2615.0,3625.0,1930.0,5359.0,,,32.6,27.3,25.4,66.0,969.6,1003.7,1006.6,,,
1010,2021-09-10 13:30:00,2021,Sep,10,CDH,10,1,1330,130.0,9.0,,60.0,2,6.0,3620.0,1930.0,5359.0,,,,32.7,27.4,25.4,66.0,968.5,1002.6,1005.4,,,
1011,2021-09-10 14:00:00,2021,Sep,10,CDH,10,1,1400,150.0,8.0,,60.0,2,6.0,3620.0,1830.0,5359.0,,,,32.6,27.5,25.7,67.0,968.3,1002.4,1005.2,,,
1015,2021-09-10 14:30:00,2021,Sep,10,CDH,10,4,1430,180.0,6.0,,60.0,2,6.0,3620.0,1930.0,5359.0,,,,33.4,28.2,26.3,66.0,968.1,1002.0,1005.0,,0.0,0.0
1022,2021-09-10 15:00:00,2021,Sep,10,CDH,10,1,1500,130.0,5.0,,60.0,2,6.0,3620.0,1830.0,6359.0,,,,33.3,27.9,25.7,64.0,967.9,1001.9,1004.9,,,
1025,2021-09-10 15:30:00,2021,Sep,10,CDH,10,1,1530,130.0,3.0,,60.0,2,6.0,3620.0,1930.0,6359.0,,,,33.6,28.0,25.4,62.0,967.5,1001.5,1004.4,,,
1029,2021-09-10 16:00:00,2021,Sep,10,CDH,10,1,1600,100.0,4.0,,60.0,17,6.0,3620.0,1930.0,6359.0,,,,33.1,27.1,24.8,62.0,967.2,1001.2,1004.1,,,
1033,2021-09-10 16:30:00,2021,Sep,10,CDH,10,1,1630,100.0,6.0,,60.0,17,6.0,3620.0,1930.0,6359.0,,,,32.8,26.7,24.1,60.0,967.3,1001.3,1004.2,,,
1037,2021-09-10 17:00:00,2021,Sep,10,CDH,10,1,1700,20.0,5.0,,60.0,17,6.0,3620.0,1930.0,6359.0,,,,30.4,26.2,24.5,71.0,967.4,1001.7,1004.3,,,
1040,2021-09-10 17:30:00,2021,Sep,10,CDH,10,4,1730,50.0,4.0,,60.0,17,7.0,3620.0,1930.0,6359.0,,,,30.1,26.1,24.4,71.0,967.5,1001.9,1004.4,337.0,0.0,0.0
1046,2021-09-10 18:00:00,2021,Sep,10,CDH,10,1,1800,999.0,2.0,,60.0,2,7.0,3620.0,1930.0,4359.0,6270.0,,,29.5,25.8,23.8,71.0,967.6,1002.0,1004.5,,,
1049,2021-09-10 18:30:00,2021,Sep,10,CDH,10,1,1830,999.0,2.0,,60.0,2,7.0,3620.0,1830.0,4359.0,6270.0,,,29.0,25.8,24.1,75.0,967.2,1001.7,1004.1,,,
1054,2021-09-10 19:00:00,2021,Sep,10,CDH,10,1,1900,999.0,2.0,,60.0,2,7.0,4620.0,6359.0,,,,,29.2,26.2,24.8,77.0,967.0,1001.4,1003.9,,,
1056,2021-09-10 19:30:00,2021,Sep,10,CDH,10,1,1930,999.0,1.0,,60.0,60,7.0,3620.0,6359.0,,,,,28.7,26.2,24.7,79.0,967.3,1001.8,1004.2,,,
1062,2021-09-10 20:00:00,2021,Sep,10,CDH,10,1,2000,140.0,3.0,,60.0,60,7.0,2615.0,4620.0,6359.0,,,,29.1,27.0,25.9,83.0,967.7,1002.2,1004.6,,,
1067,2021-09-10 20:30:00,2021,Sep,10,CDH,10,4,2030,999.0,2.0,,60.0,60,7.0,2615.0,3625.0,6359.0,,,,29.1,26.8,25.8,82.0,968.3,1002.8,1005.2,,0.001,0.001
1073,2021-09-10 21:00:00,2021,Sep,10,CDH,10,1,2100,999.0,2.0,,60.0,1,6.0,3620.0,5359.0,,,,,29.1,26.9,25.9,83.0,968.5,1003.0,1005.4,,,
1078,2021-09-10 22:00:00,2021,Sep,10,CDH,10,1,2200,999.0,2.0,,60.0,2,6.0,3625.0,5359.0,,,,,28.6,26.4,25.4,83.0,969.0,1003.6,1005.9,,,
1085,2021-09-10 23:00:00,2021,Sep,10,CDH,10,1,2300,130.0,3.0,,60.0,2,6.0,3625.0,5359.0,,,,,29.0,26.2,25.0,79.0,969.5,1004.0,1006.4,,,
1091,2021-09-10 23:30:00,2021,Sep,10,CDH,10,4,2330,160.0,3.0,,60.0,2,6.0,3625.0,5359.0,,,,,28.9,26.34,25.1,80.0,969.5,1004.1,1006.5,,0.001,0.001
1095,2021-09-11 00:00:00,2021,Sep,10,CDH,11,1,0,140.0,4.0,,60.0,2,6.0,3625.0,5359.0,,,,,28.7,26.2,25.2,81.0,969.6,1004.2,1006.6,,,
1101,2021-09-11 01:00:00,2021,Sep,10,CDH,11,1,100,130.0,4.0,,60.0,2,6.0,2625.0,5360.0,,,,,28.5,25.8,24.7,80.0,969.4,1004.0,1006.3,,,
1106,2021-09-11 02:00:00,2021,Sep,10,CDH,11,1,200,130.0,4.0,,60.0,2,6.0,2625.0,5360.0,,,,,28.9,25.7,24.3,76.0,969.7,1004.3,1006.6,,,
1113,2021-09-11 02:30:00,2021,Sep,10,CDH,11,4,230,140.0,3.0,,60.0,2,6.0,2625.0,5360.0,,,,,28.9,25.7,24.3,76.0,969.4,1004.0,1006.4,,0.0,0.0
1120,2021-09-11 03:00:00,2021,Sep,10,CDH,11,1,300,999.0,2.0,,60.0,2,6.0,2625.0,5360.0,,,,,28.6,25.6,24.0,76.0,969.1,1003.7,1006.0,,,
1127,2021-09-11 04:00:00,2021,Sep,10,CDH,11,1,400,999.0,2.0,,60.0,1,4.0,2625.0,4360.0,,,,,28.0,25.6,24.4,81.0,969.0,1003.7,1005.9,,,
