,DATETIME,YEAR,MONTH,INDEX_NO,STN_NAME,DD,T,GGGG,DDD,FF,FMFM,VV,WW,N,CL1,CL2,CL3,CL4,CL5,CL6,TTT,TWTW,TDTD,RH,QFE,QFF,QNH,TXTX,RRR,TOT_RRR
204,2021-09-06 06:00:00,2021,Sep,10,CDH,6,1,600,150.0,3.0,,30.0,10,7.0,3618.0,3625.0,1930.0,5360.0,,,28.1,26.7,26.2,89.0,969.2,1003.8,1006.1,,,
209,2021-09-06 06:30:00,2021,Sep,10,CDH,6,1,630,150.0,3.0,,30.0,10,5.0,3620.0,1930.0,4360.0,,,,28.2,26.8,26.2,89.0,969.7,1004.3,1006.6,,,
213,2021-09-06 07:00:00,2021,Sep,10,CDH,6,1,700,150.0,3.0,,35.0,10,5.0,4620.0,1930.0,3360.0,,,,28.6,27.0,26.3,87.0,970.0,1004.6,1007.0,,,
217,2021-09-06 07:30:00,2021,Sep,10,CDH,6,1,730,140.0,3.0,,35.0,10,4.0,3625.0,1930.0,,,,,29.2,27.3,26.6,86.0,970.1,1004.6,1007.1,,,
220,2021-09-06 08:00:00,2021,Sep,10,CDH,6,1,800,999.0,2.0,,40.0,10,3.0,3625.0,,,,,,29.5,27.6,26.7,85.0,970.4,1004.9,1007.4,,,
225,2021-09-06 08:30:00,2021,Sep,10,CDH,6,4,830,999.0,2.0,,40.0,10,3.0,3625.0,,,,,,30.4,27.8,26.7,80.0,970.8,1005.2,1007.8,279.0,0.0,0.0
230,2021-09-06 09:00:00,2021,Sep,10,CDH,6,1,900,999.0,2.0,,40.0,10,3.0,3625.0,,,,,,32.1,28.9,27.5,76.0,971.2,1005.4,1008.2,,,
233,2021-09-06 09:30:00,2021,Sep,10,CDH,6,1,930,130.0,3.0,,45.0,5,4.0,2620.0,3625.0,,,,,32.9,29.3,27.7,73.0,971.6,1005.7,1008.6,,,
236,2021-09-06 10:00:00,2021,Sep,10,CDH,6,1,1000,180.0,5.0,,45.0,10,5.0,2620.0,4625.0,1830.0,,,,31.2,28.1,26.9,78.0,971.9,1006.2,1008.9,,,
242,2021-09-06 10:30:00,2021,Sep,10,CDH,6,1,1030,170.0,4.0,,50.0,10,5.0,2620.0,3625.0,1830.0,,,,32.7,29.3,28.1,77.0,971.8,1005.9,1008.8,,,
248,2021-09-06 11:00:00,2021,Sep,10,CDH,6,1,1100,160.0,5.0,,60.0,2,5.0,2620.0,3625.0,1830.0,,,,33.5,28.8,27.2,70.0,971.7,1005.7,1008.7,,,
251,2021-09-06 11:30:00,2021,Sep,10,CDH,6,4,1130,180.0,4.0,,60.0,2,5.0,2620.0,3625.0,1830.0,,,,33.6,28.9,27.2,69.0,971.5,1005.5,1008.5,,0.0,0.0
253,2021-09-06 12:00:00,2021,Sep,10,CDH,6,1,1200,180.0,5.0,,60.0,2,5.0,2620.0,3625.0,,,,,34.1,29.1,26.8,68.0,971.3,1005.2,1008.3,,,
260,2021-09-06 12:30:00,2021,Sep,10,CDH,6,1,1230,210.0,5.0,,60.0,1,4.0,2620.0,3625.0,1825.0,,,,34.6,29.0,26.8,64.0,971.1,1005.0,1008.1,,,
264,2021-09-06 13:00:00,2021,Sep,10,CDH,6,1,1300,190.0,5.0,,60.0,2,4.0,1620.0,3625.0,1825.0,,,,34.9,29.2,26.6,62.0,970.8,1004.7,1007.8,,,
268,2021-09-06 13:30:00,2021,Sep,10,CDH,6,1,1330,230.0,5.0,,60.0,2,4.0,1620.0,3625.0,1825.0,,,,35.3,29.1,26.7,61.0,970.1,1004.0,1007.1,,,
270,2021-09-06 14:00:00,2021,Sep,10,CDH,6,1,1400,999.0,2.0,,60.0,2,4.0,1620.0,3625.0,,,,,36.3,29.1,26.4,57.0,969.5,1003.2,1004.4,,,
273,2021-09-06 14:30:00,2021,Sep,10,CDH,6,4,1430,999.0,2.0,,60.0,2,4.0,3625.0,1825.0,,,,,36.2,29.8,27.0,60.0,969.0,1002.6,1005.9,,0.0,0.0
279,2021-09-06 15:00:00,2021,Sep,10,CDH,6,1,1500,999.0,2.0,,60.0,2,4.0,3625.0,1825.0,,,,,35.7,29.3,26.8,60.0,968.4,1002.1,1005.3,,,
283,2021-09-06 15:30:00,2021,Sep,10,CDH,6,1,1530,999.0,2.0,,60.0,2,4.0,3625.0,1825.0,2360.0,,,,36.3,29.6,26.6,57.0,967.9,1001.5,1004.8,,,
286,2021-09-06 16:00:00,2021,Sep,10,CDH,6,1,1600,240.0,5.0,,60.0,3,5.0,3625.0,1830.0,4075.0,,,,35.4,28.9,26.5,60.0,967.5,1001.2,1004.4,,,
289,2021-09-06 16:30:00,2021,Sep,10,CDH,6,1,1630,210.0,4.0,,60.0,2,5.0,3625.0,1930.0,4359.0,,,,34.7,28.7,26.4,62.0,967.3,1001.1,1004.2,,,
294,2021-09-06 17:00:00,2021,Sep,10,CDH,6,1,1700,300.0,10.0,,60.0,3,6.0,3620.0,1930.0,4359.0,,,,32.8,28.4,26.9,71.0,967.2,1001.2,1004.1,,,
297,2021-09-06 17:30:00,2021,Sep,10,CDH,6,4,1730,270.0,5.0,,60.0,1,5.0,3620.0,3359.0,,,,,31.5,28.2,26.9,76.0,967.3,1001.4,1004.2,366.0,0.0,0.0
304,2021-09-06 18:00:00,2021,Sep,10,CDH,6,1,1800,999.0,2.0,,60.0,2,5.0,3625.0,3075.0,,,,,32.3,29.2,27.8,77.0,967.0,1001.0,1003.9,,,
306,2021-09-06 18:30:00,2021,Sep,10,CDH,6,1,1830,999.0,1.0,,60.0,1,4.0,1625.0,4075.0,,,,,31.2,28.7,27.6,81.0,967.3,1001.4,1004.2,,,
312,2021-09-06 19:00:00,2021,Sep,10,CDH,6,1,1900,340.0,4.0,,60.0,2,4.0,1625.0,3075.0,,,,,32.3,28.4,27.0,74.0,967.3,1001.3,1004.2,,,
315,2021-09-06 19:30:00,2021,Sep,10,CDH,6,1,1930,350.0,3.0,,60.0,2,4.0,2625.0,3075.0,,,,,32.2,28.41,27.0,74.0,967.6,1001.6,1004.5,,,
318,2021-09-06 20:00:00,2021,Sep,10,CDH,6,1,2000,999.0,2.0,,60.0,1,3.0,3075.0,,,,,,32.1,28.4,27.0,76.0,967.7,1001.8,1004.3,,,
321,2021-09-06 20:30:00,2021,Sep,10,CDH,6,4,2030,999.0,1.0,,60.0,2,3.0,3075.0,,,,,,31.9,28.5,26.9,75.0,968.1,1002.2,1005.0,,0.0,0.0
326,2021-09-06 21:00:00,2021,Sep,10,CDH,6,1,2100,999.0,2.0,,60.0,2,3.0,3075.0,,,,,,30.6,28.7,27.8,85.0,968.4,1002.6,1005.3,,,
330,2021-09-06 21:30:00,2021,Sep,10,CDH,6,1,2130,999.0,2.0,,60.0,2,3.0,3075.0,,,,,,30.3,28.3,27.5,85.0,968.8,1003.1,1005.7,,,
334,2021-09-06 22:00:00,2021,Sep,10,CDH,6,1,2200,999.0,1.0,,60.0,2,3.0,3075.0,,,,,,30.3,28.5,27.5,85.0,969.1,1003.4,1006.0,,,
337,2021-09-06 23:00:00,2021,Sep,10,CDH,6,1,2300,120.0,4.0,,60.0,2,3.0,3075.0,,,,,,30.4,28.2,27.3,84.0,969.9,1004.2,1006.9,,,
342,2021-09-06 23:30:00,2021,Sep,10,CDH,6,4,2330,110.0,4.0,,60.0,2,3.0,3075.0,,,,,,30.1,28.0,27.2,85.0,970.1,1004.5,1007.0,,0.0,0.0
344,2021-09-07 00:00:00,2021,Sep,10,CDH,7,1,0,130.0,3.0,,60.0,2,3.0,3075.0,,,,,,29.8,27.9,27.0,85.0,970.2,1004.6,1007.1,,,
350,2021-09-07 01:00:00,2021,Sep,10,CDH,7,1,100,999.0,2.0,,60.0,2,3.0,3075.0,,,,,,29.6,27.8,27.0,86.0,970.3,1004.7,1007.3,,,
356,2021-09-07 02:00:00,2021,Sep,10,CDH,7,1,200,999.0,2.0,,60.0,3,5.0,3625.0,4630.0,,,,,29.7,27.8,26.9,85.0,970.1,1004.6,1007.1,,,
358,2021-09-07 02:30:00,2021,Sep,10,CDH,7,4,230,999.0,2.0,,60.0,2,5.0,3625.0,4630.0,,,,,29.7,27.7,26.9,85.0,969.9,1004.3,1006.8,,0.0,0.0
365,2021-09-07 03:00:00,2021,Sep,10,CDH,7,1,300,999.0,2.0,,60.0,2,5.0,3625.0,4630.0,,,,,29.6,27.7,26.9,85.0,969.9,1004.3,1006.9,,,
367,2021-09-07 04:00:00,2021,Sep,10,CDH,7,1,400,999.0,2.0,,50.0,10,5.0,3625.0,1930.0,4359.0,,,,29.5,27.6,26.8,85.0,970.0,1004.5,1007.0,,,
372,2021-09-07 05:00:00,2021,Sep,10,CDH,7,1,500,999.0,2.0,,50.0,10,5.0,3625.0,1830.0,4360.0,,,,29.5,27.6,26.7,85.0,970.4,1004.9,1007.4,,,
377,2021-09-07 05:30:00,2021,Sep,10,CDH,7,4,530,999.0,2.0,,50.0,10,6.0,3625.0,1830.0,5359.0,,,,29.1,27.4,26.6,87.0,970.4,1005.0,1007.4,,0.0,0.0
383,2021-09-07 06:00:00,2021,Sep,10,CDH,7,1,600,40.0,3.0,,45.0,10,6.0,3625.0,1830.0,5359.0,,,,28.8,27.2,26.4,87.0,970.7,1005.3,1007.7,,,
386,2021-09-07 06:30:00,2021,Sep,10,CDH,7,1,630,999.0,2.0,,50.0,10,6.0,3625.0,1830.0,5360.0,,,,29.2,26.9,25.8,82.0,971.3,1005.8,1008.3,,,
390,2021-09-07 07:00:00,2021,Sep,10,CDH,7,1,700,999.0,2.0,,50.0,10,6.0,3625.0,1830.0,6360.0,,,,29.2,26.8,25.7,82.0,971.5,1006.1,1008.5,,,
394,2021-09-07 07:30:00,2021,Sep,10,CDH,7,1,730,140.0,11.0,,45.0,10,7.0,3625.0,1830.0,6359.0,,,,28.7,27.1,26.5,88.0,971.6,1006.4,1008.7,,,
396,2021-09-07 08:00:00,2021,Sep,10,CDH,7,1,800,130.0,11.0,21.0,50.0,10,7.0,2612.0,3620.0,1930.0,6359.0,,,27.3,25.6,25.0,87.0,973.0,1007.8,1010.0,,,
402,2021-09-07 08:30:00,2021,Sep,10,CDH,7,4,830,140.0,10.0,20.0,50.0,10,7.0,2612.0,3620.0,1930.0,5359.0,,,28.1,26.1,25.3,85.0,973.4,1008.2,1010.4,273.0,0.0,0.0
404,2021-09-07 09:00:00,2021,Sep,10,CDH,7,1,900,130.0,12.0,,50.0,60,6.0,2612.0,3620.0,1830.0,5359.0,,,29.1,26.6,25.7,82.0,973.6,1008.3,1010.7,,,
405,2021-09-07 09:00:00,2021,Sep,10,CDH,7,5,900,,,,,10,,,,,,,,,26.6,,82.0,,,,,,
411,2021-09-07 09:30:00,2021,Sep,10,CDH,7,1,930,130.0,12.0,,60.0,2,6.0,3620.0,5359.0,,,,,28.9,26.3,25.4,81.0,973.4,1008.1,1010.4,,,
416,2021-09-07 10:00:00,2021,Sep,10,CDH,7,1,1000,140.0,11.0,,60.0,2,6.0,1612.0,3620.0,5359.0,,,,29.1,26.3,25.3,80.0,973.4,1008.1,1010.5,,,
418,2021-09-07 10:30:00,2021,Sep,10,CDH,7,1,1030,150.0,12.0,,60.0,1,5.0,3620.0,5360.0,,,,,30.7,27.0,25.7,75.0,973.4,1008.2,1010.8,,,
422,2021-09-07 11:00:00,2021,Sep,10,CDH,7,1,1100,140.0,11.0,,60.0,2,6.0,3620.0,5360.0,,,,,31.7,27.5,26.0,72.0,973.5,1007.8,1010.5,,,
425,2021-09-07 11:30:00,2021,Sep,10,CDH,7,4,1130,140.0,11.0,,60.0,2,5.0,3620.0,3630.0,1830.0,,,,32.1,27.9,26.5,72.0,973.5,1007.8,1010.5,,0.001,0.001
431,2021-09-07 12:00:00,2021,Sep,10,CDH,7,1,1200,180.0,8.0,,60.0,2,5.0,3620.0,3630.0,1830.0,,,,31.7,27.7,26.2,71.0,973.2,1007.6,1010.3,,,
436,2021-09-07 12:30:00,2021,Sep,10,CDH,7,1,1230,130.0,10.0,,60.0,2,5.0,3620.0,3630.0,1830.0,,,,32.7,27.5,25.6,66.0,972.7,1006.9,1009.7,,,
439,2021-09-07 13:00:00,2021,Sep,10,CDH,7,1,1300,150.0,8.0,,60.0,2,5.0,3625.0,1825.0,3360.0,,,,33.2,27.8,25.9,66.0,972.4,1006.5,1009.4,,,
443,2021-09-07 13:30:00,2021,Sep,10,CDH,7,1,1330,150.0,9.0,,60.0,2,5.0,3625.0,4075.0,,,,,33.3,27.9,26.0,66.0,972.0,1006.1,1009.0,,,
447,2021-09-07 14:00:00,2021,Sep,10,CDH,7,1,1400,140.0,9.0,,60.0,2,5.0,3625.0,3075.0,,,,,33.4,28.1,26.2,66.0,971.2,1005.5,1008.4,,,
451,2021-09-07 14:30:00,2021,Sep,10,CDH,7,4,1430,140.0,10.0,,60.0,2,5.0,4625.0,3075.0,,,,,32.9,27.3,25.2,64.0,970.9,1005.1,1008.0,,0.0,0.0
456,2021-09-07 15:00:00,2021,Sep,10,CDH,7,1,1500,140.0,8.0,,60.0,2,5.0,4625.0,4075.0,,,,,32.9,27.9,26.2,68.0,970.5,1004.5,1007.5,,,
459,2021-09-07 15:30:00,2021,Sep,10,CDH,7,1,1530,160.0,8.0,,60.0,2,5.0,4625.0,4075.0,,,,,32.9,27.3,25.3,65.0,970.2,1004.3,1007.2,,,
462,2021-09-07 16:00:00,2021,Sep,10,CDH,7,1,1600,150.0,6.0,,60.0,3,7.0,2620.0,3625.0,1830.0,5359.0,,,32.3,27.7,26.0,69.0,969.7,1003.8,1006.6,,,
467,2021-09-07 16:30:00,2021,Sep,10,CDH,7,1,1630,130.0,6.0,,60.0,2,7.0,2620.0,3625.0,1830.0,5359.0,,,32.5,27.8,26.1,69.0,969.5,1003.6,1006.4,,,
471,2021-09-07 17:00:00,2021,Sep,10,CDH,7,1,1700,150.0,5.0,,60.0,2,7.0,2620.0,3625.0,1830.0,5359.0,,,32.4,27.4,25.6,68.0,969.1,1003.2,1006.0,,,
474,2021-09-07 17:30:00,2021,Sep,10,CDH,7,4,1730,110.0,6.0,,60.0,2,6.0,2620.0,3625.0,5359.0,,,,32.0,27.6,25.9,70.0,968.8,1003.1,1005.9,338.0,0.0,0.0
481,2021-09-07 18:00:00,2021,Sep,10,CDH,7,1,1800,70.0,5.0,,60.0,2,6.0,3625.0,5359.0,,,,,31.7,27.5,25.8,71.0,969.2,1003.4,1006.1,,,
484,2021-09-07 18:30:00,2021,Sep,10,CDH,7,1,1830,110.0,4.0,,60.0,2,6.0,3625.0,5075.0,,,,,31.3,27.1,25.4,71.0,969.5,1003.8,1006.4,,,
489,2021-09-07 19:00:00,2021,Sep,10,CDH,7,1,1900,150.0,3.0,,60.0,1,5.0,3625.0,3075.0,,,,,30.7,26.9,35.1,72.0,969.5,1003.8,1006.4,,,
495,2021-09-07 19:30:00,2021,Sep,10,CDH,7,1,1930,999.0,1.0,,60.0,2,5.0,3625.0,3075.0,,,,,30.5,26.7,24.7,71.0,969.5,1003.9,1006.5,,,
499,2021-09-07 20:00:00,2021,Sep,10,CDH,7,1,2000,999.0,2.0,,60.0,2,5.0,1625.0,4075.0,,,,,30.6,26.7,25.1,73.0,970.0,1004.3,1006.9,,,
507,2021-09-07 20:30:00,2021,Sep,10,CDH,7,4,2030,999.0,2.0,,60.0,2,5.0,1625.0,5075.0,,,,,30.7,26.9,25.1,72.0,970.2,1004.6,1007.2,,0.0,0.0
510,2021-09-07 21:00:00,2021,Sep,10,CDH,7,1,2100,999.0,2.0,,60.0,2,5.0,1625.0,5075.0,,,,,30.3,26.7,25.2,74.0,970.3,1004.7,1007.3,,,
513,2021-09-07 21:30:00,2021,Sep,10,CDH,7,1,2130,999.0,2.0,,60.0,1,4.0,1625.0,4075.0,,,,,29.9,28.6,25.0,75.0,970.5,1005.0,1007.5,,,
518,2021-09-07 22:00:00,2021,Sep,10,CDH,7,1,2200,999.0,2.0,,60.0,2,4.0,1625.0,4075.0,,,,,29.5,26.9,25.7,80.0,970.7,1005.2,1007.7,,,
521,2021-09-07 23:00:00,2021,Sep,10,CDH,7,1,2300,140.0,4.0,,60.0,2,4.0,2625.0,4360.0,,,,,29.4,25.8,24.3,74.0,971.1,1005.7,1008.1,,,
524,2021-09-07 23:30:00,2021,Sep,10,CDH,7,4,2330,160.0,3.0,,60.0,3,6.0,2625.0,5360.0,,,,,29.4,26.1,24.7,76.0,971.4,1006.0,1008.4,,0.0,0.0
530,2021-09-08 00:00:00,2021,Sep,10,CDH,8,1,0,130.0,4.0,,60.0,2,6.0,2625.0,5360.0,,,,,29.3,26.2,24.8,77.0,971.4,1006.0,1008.4,,,
536,2021-09-08 01:00:00,2021,Sep,10,CDH,8,1,100,140.0,4.0,,60.0,2,6.0,3625.0,5360.0,,,,,29.1,25.9,24.5,76.0,970.8,1005.4,1007.8,,,
539,2021-09-08 02:00:00,2021,Sep,10,CDH,8,1,200,130.0,4.0,,60.0,1,4.0,2625.0,4360.0,,,,,28.8,25.7,24.4,77.0,970.5,1005.1,1007.5,,,
545,2021-09-08 02:30:00,2021,Sep,10,CDH,8,4,230,140.0,4.0,,60.0,2,4.0,1625.0,4360.0,,,,,29.0,25.8,24.5,77.0,970.5,1005.1,1007.5,,0.0,0.0
546,2021-09-08 03:00:00,2021,Sep,10,CDH,8,1,300,140.0,6.0,,60.0,2,4.0,1625.0,3360.0,,,,,29.0,25.7,24.4,76.0,970.3,1004.9,1007.3,,,
551,2021-09-08 04:00:00,2021,Sep,10,CDH,8,1,400,140.0,6.0,,60.0,2,4.0,2625.0,4360.0,,,,,28.2,25.6,24.5,80.0,970.2,1004.9,1007.2,,,
560,2021-09-08 05:00:00,2021,Sep,10,CDH,8,1,500,130.0,8.0,,60.0,2,4.0,1625.0,4360.0,,,,,28.8,25.3,23.9,75.0,970.5,1005.2,1007.5,,,
561,2021-09-08 05:30:00,2021,Sep,10,CDH,8,4,530,140.0,9.0,,60.0,2,4.0,1625.0,4360.0,,,,,28.5,25.0,23.7,75.0,970.8,1005.5,1007.8,,0.0,0.0
