,DATETIME,YEAR,MONTH,INDEX_NO,STN_NAME,DD,T,GGGG,DDD,FF,FMFM,VV,WW,N,CL1,CL2,CL3,CL4,CL5,CL6,TTT,TWTW,TDTD,RH,QFE,QFF,QNH,TXTX,RRR,TOT_RRR
47,2021-09-05 09:00:00,2021,Sep,56,GKP,5,1,900,999.0,1.0,,60.0,2,5.0,2615.0,5075.0,,,,,31.0,29.8,29.4,91.0,994.8,1003.5,1004.1,,,
54,2021-09-05 09:30:00,2021,Sep,56,GKP,5,1,930,120.0,3.0,,60.0,2,5.0,2620.0,5075.0,,,,,31.2,29.6,29.0,88.0,994.7,1003.4,1004.0,,,
56,2021-09-05 10:00:00,2021,Sep,56,GKP,5,1,1000,100.0,3.0,,60.0,2,6.0,2620.0,5075.0,,,,,31.8,29.4,28.5,83.0,994.5,1003.2,1003.8,,,
60,2021-09-05 10:30:00,2021,Sep,56,GKP,5,1,1030,999.0,2.0,,60.0,2,6.0,3620.0,5075.0,,,,,32.8,29.2,27.9,75.0,994.5,1003.2,1003.8,,,
66,2021-09-05 11:00:00,2021,Sep,56,GKP,5,1,1100,120.0,3.0,,60.0,2,6.0,3620.0,1825.0,4630.0,2075.0,,,34.0,29.0,27.1,67.0,994.5,1003.1,1003.8,,,
69,2021-09-05 11:30:00,2021,Sep,56,GKP,5,4,1130,999.0,2.0,,60.0,2,6.0,3620.0,1825.0,4630.0,,,,34.0,29.0,27.1,67.0,994.2,1002.8,1003.5,,0.0,0.0
72,2021-09-05 12:00:00,2021,Sep,56,GKP,5,1,1200,320.0,4.0,,60.0,2,6.0,3620.0,1825.0,4630.0,,,,33.4,29.8,28.5,76.0,993.9,1002.5,1003.2,,,
76,2021-09-05 12:30:00,2021,Sep,56,GKP,5,1,1230,999.0,1.0,,60.0,2,6.0,3620.0,1825.0,4630.0,,,,33.6,29.8,28.5,75.0,993.4,1002.0,1002.7,,,
79,2021-09-05 13:00:00,2021,Sep,56,GKP,5,1,1300,999.0,2.0,,60.0,2,6.0,3620.0,1925.0,4630.0,,,,34.8,29.8,28.0,68.0,993.1,1001.7,1002.4,,,
86,2021-09-05 13:30:00,2021,Sep,56,GKP,5,1,1330,60.0,3.0,,60.0,2,6.0,3620.0,1925.0,4630.0,,,,34.4,29.6,27.9,69.0,992.5,1001.1,1001.8,,,
90,2021-09-05 14:00:00,2021,Sep,56,GKP,5,1,1400,50.0,4.0,,60.0,60,6.0,3620.0,1925.0,4630.0,,,,32.2,29.2,27.8,78.0,992.1,999.7,1001.3,,,
95,2021-09-05 14:30:00,2021,Sep,56,GKP,5,4,1430,999.0,2.0,,60.0,1,5.0,3625.0,1930.0,3360.0,,,,34.2,29.8,28.2,71.0,992.1,999.7,1001.3,,0.001,0.001
101,2021-09-05 15:00:00,2021,Sep,56,GKP,5,1,1500,999.0,2.0,,60.0,2,5.0,3625.0,1930.0,3360.0,,,,34.8,29.8,28.0,68.0,991.7,999.2,1000.9,,,
107,2021-09-05 15:30:00,2021,Sep,56,GKP,5,1,1530,999.0,1.0,,60.0,1,4.0,3625.0,1830.0,2359.0,,,,34.0,29.8,28.3,72.0,991.3,998.8,1000.5,,,
109,2021-09-05 16:00:00,2021,Sep,56,GKP,5,1,1600,999.0,2.0,,60.0,2,4.0,2625.0,2359.0,3075.0,,,,35.0,29.4,27.3,65.0,990.9,998.4,1000.1,,,
114,2021-09-05 16:30:00,2021,Sep,56,GKP,5,1,1630,999.0,2.0,,60.0,2,4.0,2625.0,2359.0,3075.0,,,,34.2,29.6,27.9,70.0,990.9,998.4,1000.1,,,
117,2021-09-05 17:00:00,2021,Sep,56,GKP,5,1,1700,999.0,2.0,,60.0,2,4.0,2625.0,4075.0,,,,,32.2,29.8,28.9,83.0,990.7,999.4,999.9,,,
122,2021-09-05 17:30:00,2021,Sep,56,GKP,5,4,1730,999.0,2.0,,60.0,2,4.0,2625.0,4075.0,,,,,32.0,29.6,28.9,83.0,990.5,999.2,999.7,356.0,0.001,0.001
126,2021-09-05 18:00:00,2021,Sep,56,GKP,5,1,1800,999.0,2.0,,60.0,2,4.0,2625.0,4075.0,,,,,30.6,29.0,28.4,88.0,990.3,999.0,999.5,,,
131,2021-09-05 18:30:00,2021,Sep,56,GKP,5,1,1830,999.0,2.0,,60.0,2,4.0,2625.0,4075.0,,,,,29.6,28.0,27.5,88.0,990.3,999.0,999.5,,,
136,2021-09-05 19:00:00,2021,Sep,56,GKP,5,1,1900,999.0,1.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.6,28.6,28.6,100.0,991.0,999.7,1000.2,,,
139,2021-09-05 19:30:00,2021,Sep,56,GKP,5,1,1930,999.0,1.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.4,28.4,28.4,100.0,991.5,1000.2,1000.7,,,
143,2021-09-05 20:00:00,2021,Sep,56,GKP,5,1,2000,999.0,2.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.0,28.0,28.0,100.0,991.9,1000.6,1001.1,,,
146,2021-09-05 20:30:00,2021,Sep,56,GKP,5,4,2030,999.0,1.0,,60.0,2,4.0,2625.0,4075.0,,,,,28.0,28.0,28.0,100.0,992.5,1001.3,1001.8,,0.0,0.0
149,2021-09-05 21:00:00,2021,Sep,56,GKP,5,1,2100,999.0,1.0,,60.0,2,4.0,4075.0,,,,,,28.2,28.2,28.2,100.0,993.3,1002.1,1002.6,,,
154,2021-09-05 22:00:00,2021,Sep,56,GKP,5,1,2200,999.0,1.0,,60.0,2,4.0,4075.0,,,,,,27.8,27.8,27.8,100.0,994.0,1002.8,1003.3,,,
159,2021-09-05 23:00:00,2021,Sep,56,GKP,5,1,2300,999.0,1.0,,60.0,2,4.0,4075.0,,,,,,27.8,27.8,27.8,100.0,994.0,1002.8,1003.3,,,
165,2021-09-05 23:30:00,2021,Sep,56,GKP,5,4,2330,0.0,0.0,,60.0,2,4.0,4075.0,,,,,,27.8,27.8,27.8,100.0,994.2,1003.0,1003.5,,0.0,0.0
168,2021-09-06 00:00:00,2021,Sep,56,GKP,6,1,0,999.0,1.0,,60.0,2,4.0,4075.0,,,,,,27.6,27.6,27.6,100.0,994.2,1003.0,1003.5,,,
172,2021-09-06 01:00:00,2021,Sep,56,GKP,6,1,100,0.0,0.0,,60.0,2,4.0,4075.0,,,,,,27.6,27.6,27.6,100.0,994.2,1003.0,1003.5,,,
179,2021-09-06 02:00:00,2021,Sep,56,GKP,6,1,200,999.0,1.0,,60.0,2,4.0,4075.0,,,,,,27.6,27.6,27.6,100.0,994.2,1003.0,1003.5,,,
184,2021-09-06 02:30:00,2021,Sep,56,GKP,6,4,230,0.0,0.0,,50.0,10,4.0,4075.0,,,,,,27.6,27.6,27.6,100.0,994.2,1003.0,1003.5,,0.0,0.0
185,2021-09-06 03:00:00,2021,Sep,56,GKP,6,1,300,999.0,2.0,,50.0,10,4.0,4075.0,,,,,,27.4,27.4,27.4,100.0,994.1,1002.9,1003.4,,,
190,2021-09-06 04:00:00,2021,Sep,56,GKP,6,1,400,999.0,1.0,,40.0,10,4.0,2620.0,4075.0,,,,,28.0,28.0,28.0,100.0,994.5,1003.3,1003.8,,,
196,2021-09-06 05:00:00,2021,Sep,56,GKP,6,1,500,999.0,2.0,,40.0,10,5.0,3620.0,3075.0,,,,,28.0,28.0,28.0,100.0,994.5,1003.3,1003.8,,,
200,2021-09-06 05:30:00,2021,Sep,56,GKP,6,4,530,999.0,2.0,,30.0,10,6.0,3620.0,5070.0,,,,,28.0,28.0,28.0,100.0,994.9,1003.7,1004.2,,0.0,0.0
203,2021-09-06 06:00:00,2021,Sep,56,GKP,6,1,600,999.0,2.0,,25.0,10,7.0,3625.0,5070.0,,,,,28.0,28.0,28.0,100.0,995.3,1004.0,1004.6,,,
208,2021-09-06 06:30:00,2021,Sep,56,GKP,6,1,630,999.0,2.0,,25.0,10,7.0,3625.0,6070.0,,,,,28.0,28.0,28.0,100.0,996.0,1004.7,1005.3,,,
212,2021-09-06 07:00:00,2021,Sep,56,GKP,6,1,700,999.0,2.0,,30.0,10,7.0,3625.0,1830.0,6070.0,,,,28.4,28.4,28.4,100.0,996.4,1005.1,1005.7,,,
218,2021-09-06 07:30:00,2021,Sep,56,GKP,6,1,730,110.0,4.0,,35.0,10,7.0,4625.0,1830.0,7070.0,,,,28.8,28.8,28.8,100.0,996.4,1005.1,1005.7,,,
221,2021-09-06 08:00:00,2021,Sep,56,GKP,6,1,800,120.0,4.0,,40.0,10,7.0,3625.0,1830.0,5070.0,,,,29.0,29.0,29.0,100.0,996.8,1005.6,1006.1,,,
226,2021-09-06 08:30:00,2021,Sep,56,GKP,6,4,830,90.0,5.0,,40.0,10,7.0,4625.0,1830.0,5070.0,,,,29.2,29.2,29.2,100.0,996.8,1005.6,1006.1,272.0,0.001,0.003
228,2021-09-06 09:00:00,2021,Sep,56,GKP,6,1,900,80.0,7.0,,40.0,10,7.0,5612.0,4625.0,1830.0,,,,29.4,29.4,29.4,100.0,997.0,1005.8,1006.3,,,
234,2021-09-06 09:30:00,2021,Sep,56,GKP,6,1,930,50.0,4.0,,40.0,10,8.0,6612.0,4625.0,1830.0,,,,28.6,28.6,28.6,100.0,997.0,1005.8,1006.3,,,
239,2021-09-06 10:00:00,2021,Sep,56,GKP,6,1,1000,100.0,6.0,,60.0,2,8.0,3612.0,4625.0,1830.0,,,,29.2,29.2,29.2,100.0,997.1,1005.9,1006.4,,,
244,2021-09-06 10:30:00,2021,Sep,56,GKP,6,1,1030,90.0,6.0,,60.0,2,8.0,4612.0,4625.0,1830.0,,,,29.4,28.4,28.0,92.0,997.1,1005.9,1006.4,,,
247,2021-09-06 11:00:00,2021,Sep,56,GKP,6,1,1100,90.0,6.0,,60.0,1,7.0,2620.0,3630.0,5075.0,,,,30.0,28.0,27.2,85.0,996.7,1005.4,1006.0,,,
252,2021-09-06 11:30:00,2021,Sep,56,GKP,6,4,1130,110.0,7.0,,60.0,2,7.0,2620.0,4630.0,5070.0,,,,30.2,28.0,27.2,86.0,996.3,1005.0,1005.6,,0.0,0.0
255,2021-09-06 12:00:00,2021,Sep,56,GKP,6,1,1200,100.0,8.0,,60.0,2,7.0,4620.0,6070.0,,,,,32.0,29.4,28.5,82.0,996.0,1004.7,1005.3,,,
258,2021-09-06 12:30:00,2021,Sep,56,GKP,6,1,1230,90.0,5.0,,60.0,1,6.0,3625.0,5070.0,,,,,32.2,29.2,28.6,82.0,996.0,1004.7,1005.3,,,
262,2021-09-06 13:00:00,2021,Sep,56,GKP,6,1,1300,90.0,5.0,,60.0,1,6.0,2625.0,5075.0,,,,,32.2,29.2,28.8,80.0,995.1,1004.0,1004.4,,,
267,2021-09-06 13:30:00,2021,Sep,56,GKP,6,1,1330,90.0,6.0,,60.0,2,6.0,2625.0,6075.0,,,,,33.4,29.8,28.5,76.0,994.6,1003.6,1004.0,,,
271,2021-09-06 14:00:00,2021,Sep,56,GKP,6,1,1400,130.0,5.0,,60.0,2,6.0,3625.0,5070.0,,,,,34.0,30.0,28.4,75.0,993.5,1002.2,1002.8,,,
276,2021-09-06 14:30:00,2021,Sep,56,GKP,6,4,1430,90.0,5.0,,60.0,2,6.0,4625.0,5070.0,,,,,33.8,29.8,28.4,73.0,993.0,1001.6,1002.3,,0.0,0.0
280,2021-09-06 15:00:00,2021,Sep,56,GKP,6,1,1500,120.0,4.0,,60.0,2,6.0,3625.0,5070.0,,,,,33.6,29.8,28.5,75.0,993.0,1001.6,1002.3,,,
284,2021-09-06 15:30:00,2021,Sep,56,GKP,6,1,1530,90.0,4.0,,60.0,1,5.0,3625.0,4075.0,,,,,33.4,29.8,28.5,76.0,993.0,1001.6,1002.3,,,
285,2021-09-06 16:00:00,2021,Sep,56,GKP,6,1,1600,110.0,4.0,,60.0,2,5.0,3625.0,3075.0,,,,,33.2,29.4,28.0,74.0,992.8,1001.4,1002.1,,,
292,2021-09-06 16:30:00,2021,Sep,56,GKP,6,1,1630,60.0,3.0,,60.0,2,5.0,3625.0,3075.0,,,,,33.0,29.4,28.1,75.0,992.8,1001.4,1002.1,,,
296,2021-09-06 17:00:00,2021,Sep,56,GKP,6,1,1700,90.0,4.0,,60.0,2,5.0,3625.0,3075.0,,,,,32.6,29.0,27.7,75.0,992.6,1001.2,1001.9,,,
300,2021-09-06 17:30:00,2021,Sep,56,GKP,6,4,1730,90.0,3.0,,60.0,2,5.0,3625.0,1830.0,4075.0,,,,32.2,28.6,27.2,75.0,992.7,1001.3,1002.0,342.0,0.0,0.0
301,2021-09-06 18:00:00,2021,Sep,56,GKP,6,1,1800,999.0,2.0,,60.0,2,5.0,3625.0,1830.0,4075.0,,,,32.0,29.8,29.0,84.0,992.7,1001.3,1002.0,,,
308,2021-09-06 18:30:00,2021,Sep,56,GKP,6,1,1830,999.0,2.0,,60.0,2,5.0,3625.0,4075.0,,,,,31.0,29.8,29.4,91.0,993.4,1002.0,1002.7,,,
311,2021-09-06 19:00:00,2021,Sep,56,GKP,6,1,1900,999.0,2.0,,60.0,2,5.0,3625.0,4075.0,,,,,30.8,29.6,29.2,91.0,993.8,1002.4,1003.1,,,
314,2021-09-06 19:30:00,2021,Sep,56,GKP,6,1,1930,999.0,1.0,,60.0,2,5.0,3625.0,3075.0,,,,,30.6,29.6,29.3,93.0,994.1,1002.7,1003.4,,,
317,2021-09-06 20:00:00,2021,Sep,56,GKP,6,1,2000,0.0,0.0,,60.0,2,5.0,3625.0,4075.0,,,,,30.2,30.2,30.2,100.0,994.8,1003.5,1004.1,,,
324,2021-09-06 20:30:00,2021,Sep,56,GKP,6,4,2030,0.0,0.0,,60.0,2,5.0,3625.0,4075.0,,,,,30.0,30.0,30.0,100.0,995.1,1003.8,1004.4,,0.0,0.0
328,2021-09-06 21:00:00,2021,Sep,56,GKP,6,1,2100,999.0,3.0,,60.0,2,5.0,3625.0,4075.0,,,,,29.6,29.6,29.6,100.0,995.4,1004.1,1004.7,,,
333,2021-09-06 22:00:00,2021,Sep,56,GKP,6,1,2200,100.0,5.0,,60.0,2,5.0,3625.0,2360.0,4075.0,,,,29.6,29.6,29.6,100.0,995.5,1004.2,1004.8,,,
336,2021-09-06 23:00:00,2021,Sep,56,GKP,6,1,2300,90.0,5.0,,60.0,2,6.0,3625.0,1930.0,6075.0,,,,29.4,29.4,29.4,100.0,995.7,1004.5,1005.0,,,
341,2021-09-06 23:30:00,2021,Sep,56,GKP,6,4,2330,90.0,6.0,,60.0,2,6.0,4625.0,1930.0,6075.0,,,,28.8,28.8,28.8,100.0,995.4,1004.1,1004.7,,0.0,0.0
347,2021-09-07 00:00:00,2021,Sep,56,GKP,7,1,0,90.0,4.0,,60.0,2,6.0,3625.0,1930.0,6070.0,,,,28.0,28.0,28.0,100.0,995.1,1003.8,1004.4,,,
351,2021-09-07 01:00:00,2021,Sep,56,GKP,7,1,100,90.0,4.0,,60.0,2,6.0,3625.0,1830.0,5070.0,,,,28.2,28.2,28.2,100.0,995.1,1003.8,1004.4,,,
355,2021-09-07 02:00:00,2021,Sep,56,GKP,7,1,200,80.0,5.0,,60.0,2,6.0,3625.0,1830.0,6075.0,,,,28.0,28.0,28.0,100.0,995.1,1003.8,1004.4,,,
360,2021-09-07 02:30:00,2021,Sep,56,GKP,7,4,230,90.0,4.0,,60.0,2,6.0,3625.0,6070.0,,,,,27.8,27.8,27.8,100.0,995.0,1003.6,1004.2,,0.0,0.0
364,2021-09-07 03:00:00,2021,Sep,56,GKP,7,1,300,100.0,6.0,,60.0,2,6.0,3625.0,2359.0,5070.0,,,,27.8,27.8,27.8,100.0,994.9,1003.5,1004.1,,,
368,2021-09-07 04:00:00,2021,Sep,56,GKP,7,1,400,90.0,5.0,5.0,60.0,2,5.0,3625.0,2359.0,5075.0,,,,27.8,27.8,27.8,100.0,994.8,1003.4,1004.0,,,
373,2021-09-07 05:00:00,2021,Sep,56,GKP,7,1,500,90.0,5.0,,50.0,10,6.0,2625.0,2359.0,5070.0,,,,27.8,27.8,27.8,100.0,995.4,1003.9,1004.6,,,
379,2021-09-07 05:30:00,2021,Sep,56,GKP,7,4,530,90.0,5.0,,40.0,10,6.0,2710.0,2359.0,5070.0,,,,27.6,27.6,27.6,100.0,996.1,1004.6,1005.3,,0.0,0.0
382,2021-09-07 06:00:00,2021,Sep,56,GKP,7,1,600,80.0,6.0,,40.0,10,5.0,2710.0,2359.0,5070.0,,,,27.6,27.6,27.6,100.0,996.5,1005.0,1005.7,,,
385,2021-09-07 06:30:00,2021,Sep,56,GKP,7,1,630,80.0,5.0,,40.0,10,5.0,2710.0,2359.0,5070.0,,,,27.8,27.8,27.8,100.0,996.8,1005.6,1006.1,,,
389,2021-09-07 07:00:00,2021,Sep,56,GKP,7,1,700,80.0,5.0,,50.0,10,5.0,2615.0,3360.0,4070.0,,,,28.8,28.8,28.8,100.0,997.2,1006.0,1006.5,,,
395,2021-09-07 07:30:00,2021,Sep,56,GKP,7,1,730,110.0,7.0,,50.0,10,5.0,2615.0,4360.0,3070.0,,,,29.8,29.8,29.8,100.0,997.5,1006.2,1006.9,,,
397,2021-09-07 08:00:00,2021,Sep,56,GKP,7,1,800,100.0,8.0,,60.0,2,6.0,1620.0,5360.0,2075.0,,,,29.2,29.0,28.9,98.0,998.0,1006.7,1007.3,,,
400,2021-09-07 08:30:00,2021,Sep,56,GKP,7,4,830,90.0,7.0,,60.0,2,6.0,1620.0,5360.0,2075.0,,,,29.6,28.8,28.5,94.0,998.5,1007.2,1007.8,274.0,0.0,0.0
406,2021-09-07 09:00:00,2021,Sep,56,GKP,7,1,900,110.0,10.0,,60.0,2,6.0,2620.0,5360.0,2075.0,,,,30.8,28.8,28.1,85.0,998.6,1007.3,1007.9,,,
409,2021-09-07 09:30:00,2021,Sep,56,GKP,7,1,930,110.0,9.0,,60.0,2,6.0,3620.0,5360.0,2075.0,,,,31.2,28.6,27.6,81.0,998.7,1007.4,1008.0,,,
415,2021-09-07 10:00:00,2021,Sep,56,GKP,7,1,1000,110.0,11.0,,60.0,1,5.0,3620.0,4360.0,,,,,31.6,29.0,28.1,81.0,998.7,1007.4,1008.0,,,
417,2021-09-07 10:30:00,2021,Sep,56,GKP,7,1,1030,110.0,10.0,,60.0,2,5.0,3620.0,3360.0,,,,,32.4,29.2,28.2,80.0,998.3,1007.0,1007.6,,,
424,2021-09-07 11:00:00,2021,Sep,56,GKP,7,1,1100,120.0,15.0,,60.0,2,5.0,3620.0,1820.0,3360.0,,,,32.6,29.0,27.7,75.0,998.0,1006.7,1007.3,,,
426,2021-09-07 11:30:00,2021,Sep,56,GKP,7,4,1130,110.0,11.0,,60.0,3,6.0,3620.0,1925.0,4360.0,,,,31.6,29.0,28.1,81.0,997.6,1006.3,1006.9,,0.0,0.0
429,2021-09-07 12:00:00,2021,Sep,56,GKP,7,1,1200,100.0,12.0,,60.0,1,5.0,3625.0,1925.0,3359.0,,,,31.6,29.0,28.1,81.0,997.3,1006.0,1006.6,,,
434,2021-09-07 12:30:00,2021,Sep,56,GKP,7,1,1230,120.0,12.0,22.0,60.0,2,5.0,3625.0,1925.0,3360.0,,,,32.6,29.0,27.7,75.0,997.3,1006.0,1006.6,,,
437,2021-09-07 13:00:00,2021,Sep,56,GKP,7,1,1300,100.0,12.0,22.0,60.0,2,5.0,3625.0,1925.0,3360.0,,,,32.4,29.2,28.2,80.0,997.1,1005.8,1006.4,,,
442,2021-09-07 13:30:00,2021,Sep,56,GKP,7,1,1330,120.0,10.0,20.0,60.0,2,5.0,3625.0,1925.0,4360.0,,,,32.4,29.2,28.2,80.0,996.3,1004.9,1005.6,,,
445,2021-09-07 14:00:00,2021,Sep,56,GKP,7,1,1400,120.0,12.0,,60.0,2,5.0,3625.0,4360.0,,,,,31.8,29.0,28.0,80.0,995.8,1004.4,1005.1,,,
449,2021-09-07 14:30:00,2021,Sep,56,GKP,7,4,1430,110.0,12.0,22.0,60.0,2,5.0,3625.0,1825.0,4360.0,,,,32.4,29.2,28.0,78.0,995.3,1003.9,1004.6,,0.0,0.0
453,2021-09-07 15:00:00,2021,Sep,56,GKP,7,1,1500,120.0,12.0,,60.0,2,5.0,3625.0,1825.0,3360.0,,,,32.2,29.0,27.8,78.0,994.9,1003.5,1004.2,,,
458,2021-09-07 15:30:00,2021,Sep,56,GKP,7,1,1530,110.0,10.0,20.0,60.0,2,5.0,3625.0,1825.0,3360.0,,,,31.2,28.0,26.8,77.0,994.9,1003.6,1004.2,,,
463,2021-09-07 16:00:00,2021,Sep,56,GKP,7,1,1600,120.0,11.0,,60.0,2,5.0,2625.0,3630.0,3075.0,,,,31.8,28.8,27.7,79.0,994.1,1002.7,1003.4,,,
468,2021-09-07 16:30:00,2021,Sep,56,GKP,7,1,1630,120.0,10.0,,60.0,2,5.0,2625.0,3630.0,3075.0,,,,31.4,28.4,27.3,79.0,993.9,1002.6,1003.2,,,
472,2021-09-07 17:00:00,2021,Sep,56,GKP,7,1,1700,120.0,10.0,,60.0,1,4.0,2625.0,3075.0,,,,,31.0,28.2,27.1,80.0,993.9,1002.6,1003.2,,,
473,2021-09-07 17:30:00,2021,Sep,56,GKP,7,4,1730,90.0,6.0,,60.0,2,4.0,2625.0,3075.0,,,,,30.8,28.4,27.5,83.0,994.2,1002.9,1003.5,330.0,0.0,0.0
477,2021-09-07 18:00:00,2021,Sep,56,GKP,7,1,1800,100.0,7.0,,60.0,2,4.0,2625.0,3075.0,,,,,30.0,28.0,27.2,85.0,994.3,1003.0,1003.6,,,
488,2021-09-07 18:30:00,2021,Sep,56,GKP,7,1,1830,100.0,6.0,,60.0,2,4.0,2625.0,3075.0,,,,,29.6,27.6,26.8,85.0,994.3,1003.0,1003.6,,,
493,2021-09-07 19:00:00,2021,Sep,56,GKP,7,1,1900,100.0,6.0,,60.0,2,4.0,2625.0,3075.0,,,,,29.0,27.2,26.5,86.0,994.9,1003.6,1004.2,,,
497,2021-09-07 19:30:00,2021,Sep,56,GKP,7,1,1930,90.0,6.0,,60.0,2,4.0,2625.0,3075.0,,,,,29.0,27.2,26.5,86.0,995.1,1003.8,1004.4,,,
500,2021-09-07 20:00:00,2021,Sep,56,GKP,7,1,2000,90.0,6.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.8,27.6,27.1,90.0,995.8,1004.5,1005.1,,,
506,2021-09-07 20:30:00,2021,Sep,56,GKP,7,4,2030,90.0,6.0,,60.0,2,4.0,2625.0,4075.0,,,,,28.6,27.6,27.2,92.0,996.3,1005.0,1005.6,,0.0,0.0
511,2021-09-07 21:00:00,2021,Sep,56,GKP,7,1,2100,100.0,6.0,,60.0,2,4.0,1625.0,4075.0,,,,,28.2,27.6,27.4,95.0,997.1,1005.9,1006.4,,,
516,2021-09-07 22:00:00,2021,Sep,56,GKP,7,1,2200,100.0,6.0,,60.0,2,4.0,2625.0,4075.0,,,,,28.0,27.6,27.4,97.0,997.3,1006.1,1006.6,,,
522,2021-09-07 23:00:00,2021,Sep,56,GKP,7,1,2300,110.0,8.0,,60.0,2,4.0,2625.0,3075.0,,,,,28.0,27.6,27.4,97.0,997.3,1006.1,1006.6,,,
527,2021-09-07 23:30:00,2021,Sep,56,GKP,7,4,2330,90.0,6.0,,60.0,2,4.0,1625.0,4359.0,,,,,27.8,27.8,27.8,100.0,997.3,1006.1,1006.6,,0.0,0.0
528,2021-09-08 00:00:00,2021,Sep,56,GKP,8,1,0,100.0,7.0,,60.0,3,5.0,1625.0,5360.0,,,,,27.8,27.8,27.8,100.0,997.2,1006.0,1006.5,,,
535,2021-09-08 01:00:00,2021,Sep,56,GKP,8,1,100,110.0,6.0,,60.0,3,6.0,2630.0,6360.0,,,,,27.6,27.0,26.8,95.0,997.0,1005.8,1006.3,,,
540,2021-09-08 02:00:00,2021,Sep,56,GKP,8,1,200,110.0,10.0,,60.0,1,4.0,1630.0,4360.0,,,,,27.2,26.6,26.4,95.0,996.9,1005.7,1006.2,,,
544,2021-09-08 02:30:00,2021,Sep,56,GKP,8,4,230,110.0,8.0,,60.0,3,5.0,2625.0,1830.0,4360.0,,,,26.8,26.8,26.8,100.0,996.9,1005.7,1006.2,,0.0,0.0
548,2021-09-08 03:00:00,2021,Sep,56,GKP,8,1,300,110.0,6.0,,60.0,3,6.0,2625.0,1830.0,5360.0,,,,26.8,26.8,26.8,100.0,996.5,1005.3,1005.8,,,
554,2021-09-08 04:00:00,2021,Sep,56,GKP,8,1,400,110.0,0.0,6.0,60.0,3,7.0,3625.0,5360.0,,,,,26.6,26.6,26.6,100.0,996.3,1005.1,1005.6,,,
557,2021-09-08 05:00:00,2021,Sep,56,GKP,8,1,500,100.0,6.0,,60.0,1,6.0,3625.0,5360.0,,,,,26.2,26.2,26.2,100.0,996.3,1005.1,1005.6,,,
562,2021-09-08 05:30:00,2021,Sep,56,GKP,8,4,530,90.0,6.0,,60.0,2,6.0,3625.0,5359.0,,,,,26.0,26.0,26.0,100.0,996.7,1005.5,1006.0,,0.0,0.0
