,DATETIME,YEAR,MONTH,INDEX_NO,STN_NAME,DD,T,GGGG,DDD,FF,FMFM,VV,WW,N,CL1,CL2,CL3,CL4,CL5,CL6,TTT,TWTW,TDTD,RH,QFE,QFF,QNH,TXTX,RRR,TOT_RRR
2995,2021-09-20 17:45:00,2021,Sep,1,SNG,20,2,1745,210.0,3.0,,30.0,61,7.0,3625.0,1930.0,6359.0,,,,25.2,20.3,17.9,64.0,830.7,1457.0,1014.9,,,
2999,2021-09-20 18:00:00,2021,Sep,1,SNG,20,5,1800,,,,,4,,,,,,,,,20.0,,67.0,,,,,,
2997,2021-09-20 18:00:00,2021,Sep,1,SNG,20,1,1800,240.0,5.0,,35.0,61,7.0,3625.0,1930.0,6359.0,,,,24.5,20.0,18.0,67.0,830.9,1460.0,1015.1,,,
3002,2021-09-20 18:30:00,2021,Sep,1,SNG,20,5,1830,,,,,4,,,,,,,,,17.1,,53.0,,,,,,
3003,2021-09-20 18:30:00,2021,Sep,1,SNG,20,1,1830,230.0,15.0,,35.0,95,7.0,4620.0,1925.0,6359.0,,,,23.5,17.1,13.7,53.0,830.7,1459.0,1014.8,,,
3008,2021-09-20 19:00:00,2021,Sep,1,SNG,20,5,1900,,,,,4,,,,,,,,,16.7,,65.0,,,,,,
3009,2021-09-20 19:00:00,2021,Sep,1,SNG,20,1,1900,350.0,17.0,,50.0,95,8.0,4620.0,1925.0,6359.0,,,,21.3,16.7,14.5,65.0,832.1,1475.0,1016.6,,,
3013,2021-09-20 19:30:00,2021,Sep,1,SNG,20,1,1930,360.0,16.0,,50.0,95,8.0,4620.0,1930.0,6359.0,,,,19.3,17.6,16.3,84.0,832.7,1482.0,1017.2,,,
3012,2021-09-20 19:30:00,2021,Sep,1,SNG,20,5,1930,,,,,4,,,,,,,,,17.6,,84.0,,,,,,
3017,2021-09-20 20:00:00,2021,Sep,1,SNG,20,5,2000,,,,,10,,,,,,,,,17.1,,83.0,,,,,,
3020,2021-09-20 20:00:00,2021,Sep,1,SNG,20,1,2000,30.0,5.0,,50.0,95,8.0,4620.0,1930.0,7359.0,,,,19.0,17.1,16.1,83.0,833.5,1492.0,1018.2,,,
3025,2021-09-20 20:30:00,2021,Sep,1,SNG,20,5,2030,,,,,10,,,,,,,,,17.2,,88.0,,,,,,
3023,2021-09-20 20:30:00,2021,Sep,1,SNG,20,4,2030,250.0,8.0,,50.0,95,8.0,4620.0,1930.0,7359.0,,,,18.6,17.2,16.5,88.0,833.7,1494.0,1018.3,,1.2,1.2
3026,2021-09-20 21:00:00,2021,Sep,1,SNG,20,5,2100,,,,,10,,,,,,,,,17.0,,89.0,,,,,,
3029,2021-09-20 21:00:00,2021,Sep,1,SNG,20,1,2100,230.0,6.0,,50.0,95,8.0,4620.0,1930.0,7359.0,,,,18.2,17.0,16.3,89.0,833.7,1494.0,1018.4,,,
3032,2021-09-20 21:30:00,2021,Sep,1,SNG,20,1,2130,270.0,5.0,,60.0,95,8.0,4620.0,1930.0,7359.0,,,,18.2,16.6,15.6,85.0,834.0,1497.0,1018.7,,,
3033,2021-09-20 22:00:00,2021,Sep,1,SNG,20,1,2200,140.0,3.0,,60.0,91,7.0,3620.0,1930.0,6359.0,,,,17.9,16.6,15.9,88.0,834.4,1501.0,1019.2,,,
3037,2021-09-20 22:30:00,2021,Sep,1,SNG,20,1,2230,999.0,1.0,,60.0,60,7.0,3620.0,1930.0,6359.0,,,,18.0,16.3,15.1,83.0,834.4,1501.0,1019.3,,,
3038,2021-09-20 23:00:00,2021,Sep,1,SNG,20,1,2300,999.0,2.0,,60.0,1,6.0,3625.0,5359.0,,,,,17.8,17.0,16.4,91.0,834.6,1503.0,1019.5,,,
3045,2021-09-20 23:30:00,2021,Sep,1,SNG,20,4,2330,999.0,2.0,,60.0,1,5.0,2625.0,4359.0,,,,,17.5,16.6,16.0,91.0,834.7,1504.0,1019.6,,0.2,0.2
3049,2021-09-21 00:00:00,2021,Sep,1,SNG,21,1,0,999.0,2.0,,60.0,2,5.0,2625.0,4359.0,,,,,17.5,16.6,15.8,90.0,834.6,1503.0,1019.5,,,
3050,2021-09-21 00:30:00,2021,Sep,1,SNG,21,1,30,290.0,3.0,,60.0,2,5.0,2625.0,4359.0,,,,,16.4,15.7,15.3,93.0,834.7,1505.0,1019.6,,,
3051,2021-09-21 01:00:00,2021,Sep,1,SNG,21,1,100,280.0,3.0,,60.0,2,5.0,2625.0,4359.0,,,,,16.4,15.8,15.4,94.0,834.7,1505.0,1019.5,,,
3055,2021-09-21 01:30:00,2021,Sep,1,SNG,21,1,130,250.0,3.0,,60.0,2,5.0,2625.0,4359.0,,,,,16.5,15.8,15.4,93.0,834.4,1502.0,1019.1,,,
3059,2021-09-21 02:00:00,2021,Sep,1,SNG,21,1,200,240.0,3.0,,60.0,2,5.0,2625.0,4359.0,,,,,16.6,15.7,15.1,91.0,834.2,1500.0,1019.0,,,
3061,2021-09-21 02:30:00,2021,Sep,1,SNG,21,4,230,999.0,2.0,,60.0,2,5.0,2625.0,4359.0,,,,,16.7,15.6,14.7,88.0,834.0,1498.0,1018.8,,0.0,0.0
3064,2021-09-21 03:00:00,2021,Sep,1,SNG,21,1,300,999.0,2.0,,60.0,1,3.0,2625.0,3070.0,,,,,16.0,14.8,13.8,87.0,833.8,1495.0,1018.5,,,
3068,2021-09-21 03:30:00,2021,Sep,1,SNG,21,1,330,999.0,2.0,,50.0,4,3.0,2625.0,3070.0,,,,,15.8,14.4,13.4,86.0,833.8,1494.0,1018.4,,,
3069,2021-09-21 03:30:00,2021,Sep,1,SNG,21,5,330,,,,,2,,,,,,,,,14.4,,86.0,,,,,,
3072,2021-09-21 04:00:00,2021,Sep,1,SNG,21,5,400,,,,,2,,,,,,,,,14.4,,86.0,,,,,,
3074,2021-09-21 04:00:00,2021,Sep,1,SNG,21,1,400,999.0,2.0,,50.0,4,3.0,2625.0,3070.0,,,,,15.8,14.4,13.4,86.0,833.8,1494.0,1018.4,,,
3075,2021-09-21 04:30:00,2021,Sep,1,SNG,21,1,430,999.0,2.0,,50.0,4,3.0,2625.0,3360.0,,,,,14.7,13.7,12.9,89.0,833.7,1494.0,1018.4,,,
3078,2021-09-21 05:00:00,2021,Sep,1,SNG,21,1,500,140.0,3.0,,35.0,4,3.0,2625.0,3360.0,,,,,14.9,14.1,13.6,92.0,833.6,1493.0,1018.3,,,
3080,2021-09-21 05:30:00,2021,Sep,1,SNG,21,4,530,180.0,4.0,,25.0,4,4.0,2625.0,4359.0,,,,,14.7,13.8,13.2,91.0,833.5,1491.0,1018.1,,0.0,0.0
3086,2021-09-21 06:00:00,2021,Sep,1,SNG,21,1,600,130.0,4.0,,20.0,4,4.0,2625.0,4359.0,,,,,14.5,13.5,12.7,89.0,833.5,1490.0,1018.2,,,
3091,2021-09-21 06:30:00,2021,Sep,1,SNG,21,1,630,170.0,4.0,,18.0,4,4.0,1625.0,4359.0,,,,,14.4,13.5,12.8,90.0,833.7,1496.0,1018.4,,,
3095,2021-09-21 07:00:00,2021,Sep,1,SNG,21,1,700,180.0,3.0,,18.0,4,4.0,1625.0,4359.0,,,,,15.2,13.8,12.6,85.0,833.8,1496.0,1018.5,,,
3096,2021-09-21 07:30:00,2021,Sep,1,SNG,21,1,730,999.0,2.0,,20.0,4,5.0,1625.0,5359.0,,,,,16.6,14.9,13.7,83.0,833.9,1497.0,1018.7,,,
3102,2021-09-21 08:00:00,2021,Sep,1,SNG,21,1,800,180.0,4.0,,25.0,4,4.0,2625.0,4359.0,1070.0,,,,17.6,15.6,14.3,81.0,834.1,1498.0,1018.9,,,
3105,2021-09-21 08:30:00,2021,Sep,1,SNG,21,4,830,180.0,3.0,,35.0,4,4.0,2625.0,4359.0,2070.0,,,,18.7,16.5,14.8,79.0,834.1,1498.0,1018.9,142.0,0.0,1.401
3111,2021-09-21 09:00:00,2021,Sep,1,SNG,21,1,900,130.0,4.0,,45.0,4,5.0,1625.0,4370.0,,,,,20.3,17.8,16.1,76.0,834.2,1498.0,1019.0,,,
3116,2021-09-21 09:30:00,2021,Sep,1,SNG,21,1,930,999.0,2.0,,50.0,4,6.0,2625.0,3359.0,5070.0,,,,21.0,18.0,15.9,72.0,833.9,1495.0,1018.7,,,
3118,2021-09-21 10:00:00,2021,Sep,1,SNG,21,1,1000,170.0,3.0,,50.0,4,6.0,2625.0,3359.0,5070.0,,,,21.0,17.7,15.5,70.0,833.8,1494.0,1018.5,,,
3121,2021-09-21 10:30:00,2021,Sep,1,SNG,21,1,1030,999.0,2.0,,60.0,2,6.0,2625.0,3359.0,5070.0,,,,24.0,19.5,16.7,64.0,833.5,1489.0,1018.2,,,
3125,2021-09-21 11:00:00,2021,Sep,1,SNG,21,1,1100,120.0,3.0,,60.0,2,6.0,2625.0,3359.0,6070.0,,,,23.5,18.8,15.6,61.0,833.6,1491.0,1018.3,,,
3130,2021-09-21 11:30:00,2021,Sep,1,SNG,21,4,1130,50.0,3.0,,60.0,2,7.0,2625.0,3359.0,5070.0,,,,23.3,18.9,16.5,65.0,833.5,1489.0,1018.2,,0.0,0.0
3135,2021-09-21 12:00:00,2021,Sep,1,SNG,21,1,1200,100.0,3.0,,60.0,1,6.0,1625.0,1825.0,3359.0,6070.0,,,23.5,19.3,16.5,65.0,833.1,1465.0,1017.7,,,
3142,2021-09-21 12:30:00,2021,Sep,1,SNG,21,1,1230,999.0,2.0,,60.0,2,6.0,2625.0,1830.0,3359.0,5070.0,,,24.3,18.4,15.6,58.0,832.6,1478.0,1017.1,,,
3146,2021-09-21 13:00:00,2021,Sep,1,SNG,21,1,1300,999.0,2.0,,60.0,2,5.0,2625.0,1830.0,3359.0,5070.0,,,24.6,19.2,15.6,57.0,832.1,1473.0,1016.5,,,
3148,2021-09-21 13:30:00,2021,Sep,1,SNG,21,1,1330,190.0,4.0,,60.0,2,5.0,2625.0,1830.0,3359.0,5070.0,,,26.1,18.9,14.8,50.0,831.7,1468.0,1016.1,,,
3155,2021-09-21 14:00:00,2021,Sep,1,SNG,21,1,1400,160.0,3.0,,60.0,2,5.0,2620.0,5360.0,,,,,26.1,19.1,14.3,48.0,831.2,1463.0,1015.5,,,
3157,2021-09-21 14:30:00,2021,Sep,1,SNG,21,4,1430,90.0,4.0,,60.0,1,4.0,2620.0,2360.0,3070.0,,,,26.9,19.4,14.2,46.0,830.6,1456.0,1014.8,,0.0,0.0
3162,2021-09-21 15:00:00,2021,Sep,1,SNG,21,1,1500,100.0,5.0,,60.0,1,3.0,2625.0,2070.0,,,,,27.2,18.4,13.1,42.0,830.2,1451.0,1014.3,,,
3167,2021-09-21 15:30:00,2021,Sep,1,SNG,21,1,1530,80.0,4.0,,60.0,2,2.0,2625.0,1070.0,,,,,26.9,18.9,14.7,47.0,829.8,1448.0,1013.9,,,
3170,2021-09-21 16:00:00,2021,Sep,1,SNG,21,1,1600,70.0,4.0,,60.0,2,2.0,2625.0,1070.0,,,,,27.0,19.0,14.3,46.0,829.2,1442.0,1013.1,,,
3175,2021-09-21 16:30:00,2021,Sep,1,SNG,21,1,1630,999.0,2.0,,60.0,2,2.0,2625.0,1359.0,,,,,27.2,18.7,13.4,42.0,828.7,1435.0,1012.6,,,
3183,2021-09-21 17:00:00,2021,Sep,1,SNG,21,1,1700,999.0,2.0,,60.0,2,2.0,2625.0,1070.0,,,,,27.1,18.7,13.6,43.0,828.5,1433.0,1012.3,,,
3188,2021-09-21 17:30:00,2021,Sep,1,SNG,21,4,1730,999.0,2.0,,60.0,2,2.0,2625.0,1070.0,,,,,26.5,18.9,13.6,45.0,828.5,1433.0,1012.3,278.0,0.0,0.0
3193,2021-09-21 18:00:00,2021,Sep,1,SNG,21,1,1800,999.0,2.0,,60.0,3,3.0,2625.0,3070.0,,,,,25.3,19.0,14.7,52.0,828.8,1437.0,1012.7,,,
3196,2021-09-21 18:30:00,2021,Sep,1,SNG,21,1,1830,999.0,1.0,,60.0,2,3.0,1625.0,3070.0,,,,,23.8,18.0,14.0,54.0,828.8,1439.0,1012.7,,,
3201,2021-09-21 19:00:00,2021,Sep,1,SNG,21,1,1900,999.0,1.0,,60.0,1,2.0,2625.0,1070.0,,,,,23.2,17.8,14.0,56.0,829.1,1443.0,1013.0,,,
3204,2021-09-21 19:30:00,2021,Sep,1,SNG,21,1,1930,230.0,4.0,,50.0,4,2.0,2625.0,1070.0,,,,,21.0,18.3,16.8,77.0,829.6,1450.0,1013.6,,,
3209,2021-09-21 20:00:00,2021,Sep,1,SNG,21,1,2000,220.0,4.0,,50.0,4,2.0,2625.0,,,,,,20.7,17.5,15.7,73.0,830.1,1455.0,1014.2,,,
3210,2021-09-21 20:30:00,2021,Sep,1,SNG,21,4,2030,230.0,4.0,,50.0,4,2.0,2625.0,,,,,,20.1,17.5,15.7,76.0,830.3,1457.0,1014.4,,0.0,0.0
3216,2021-09-21 21:00:00,2021,Sep,1,SNG,21,1,2100,220.0,5.0,,50.0,4,1.0,1625.0,,,,,,19.8,16.9,15.1,74.0,830.7,1462.0,1014.9,,,
3218,2021-09-21 21:30:00,2021,Sep,1,SNG,21,1,2130,999.0,2.0,,50.0,4,2.0,2625.0,,,,,,19.6,17.0,15.3,76.0,831.1,1466.0,1015.3,,,
3221,2021-09-21 22:00:00,2021,Sep,1,SNG,21,1,2200,999.0,2.0,,50.0,4,3.0,2625.0,3359.0,3070.0,,,,19.0,16.3,14.5,75.0,831.3,1468.0,1015.6,,,
3223,2021-09-21 22:30:00,2021,Sep,1,SNG,21,1,2230,999.0,2.0,,50.0,4,3.0,2625.0,3359.0,3070.0,,,,18.7,16.4,14.9,79.0,831.2,1467.0,1015.5,,,
3226,2021-09-21 23:00:00,2021,Sep,1,SNG,21,1,2300,200.0,3.0,,50.0,4,3.0,2625.0,3070.0,,,,,18.5,16.0,14.2,75.0,831.4,1469.0,1015.7,,,
3231,2021-09-21 23:30:00,2021,Sep,1,SNG,21,4,2330,230.0,4.0,,50.0,4,3.0,1625.0,2359.0,3070.0,,,,18.6,16.0,14.3,76.0,831.4,1501.0,1015.8,,0.0,0.0
3234,2021-09-22 00:00:00,2021,Sep,1,SNG,22,1,0,210.0,3.0,,50.0,2,3.0,1625.0,3359.0,2070.0,,,,18.5,15.9,14.2,76.0,831.6,1472.0,1016.0,,,
3236,2021-09-22 00:30:00,2021,Sep,1,SNG,22,1,30,220.0,5.0,,50.0,4,4.0,2625.0,4359.0,,,,,18.5,15.8,14.0,75.0,831.5,1471.0,1015.8,,,
3237,2021-09-22 01:00:00,2021,Sep,1,SNG,22,1,100,999.0,2.0,,50.0,4,5.0,2625.0,5359.0,,,,,18.1,15.9,14.0,77.0,831.4,1470.0,1015.6,,,
3241,2021-09-22 01:30:00,2021,Sep,1,SNG,22,1,130,999.0,1.0,,50.0,4,5.0,2625.0,4359.0,,,,,17.8,15.7,13.9,78.0,831.1,1466.0,1015.4,,,
3245,2021-09-22 02:00:00,2021,Sep,1,SNG,22,1,200,230.0,3.0,,50.0,4,5.0,2625.0,5359.0,,,,,17.4,15.3,13.8,79.0,831.2,1458.0,1015.5,,,
3247,2021-09-22 02:30:00,2021,Sep,1,SNG,22,4,230,320.0,3.0,,50.0,4,5.0,2625.0,1930.0,5359.0,,,,17.3,15.4,14.1,81.0,831.2,1467.0,1015.4,,0.0,0.0
3253,2021-09-22 03:00:00,2021,Sep,1,SNG,22,1,300,300.0,7.0,,50.0,4,5.0,2625.0,1930.0,5359.0,,,,17.1,15.9,15.1,88.0,831.1,1466.0,1015.4,,,
3255,2021-09-22 03:30:00,2021,Sep,1,SNG,22,1,330,260.0,5.0,,50.0,4,5.0,2625.0,5360.0,,,,,17.5,15.8,14.8,84.0,831.2,1468.0,1015.5,,,
3258,2021-09-22 04:00:00,2021,Sep,1,SNG,22,1,400,999.0,2.0,,40.0,4,5.0,2625.0,5359.0,,,,,17.6,15.9,14.7,83.0,831.2,1468.0,1015.5,,,
3260,2021-09-22 04:30:00,2021,Sep,1,SNG,22,1,430,280.0,3.0,,30.0,4,5.0,2625.0,1830.0,5359.0,,,,17.1,15.5,14.3,84.0,831.2,1468.0,1015.5,,,
3263,2021-09-22 05:00:00,2021,Sep,1,SNG,22,1,500,30.0,3.0,,30.0,4,5.0,2625.0,1830.0,5359.0,,,,17.5,15.6,14.3,81.0,831.4,1470.0,1015.7,,,
3265,2021-09-22 05:30:00,2021,Sep,1,SNG,22,4,530,999.0,1.0,,30.0,4,6.0,2625.0,1830.0,5359.0,,,,16.9,15.5,14.6,86.0,831.7,1474.0,1016.1,,0.0,0.0
3271,2021-09-22 06:00:00,2021,Sep,1,SNG,22,1,600,300.0,6.0,,25.0,4,6.0,2625.0,5359.0,,,,,16.9,14.7,13.3,79.0,832.1,1478.0,1016.5,,,
3280,2021-09-22 06:30:00,2021,Sep,1,SNG,22,1,630,999.0,2.0,,30.0,4,6.0,2625.0,1830.0,5359.0,,,,16.8,14.8,13.2,79.0,832.5,1482.0,1017.0,,,
3283,2021-09-22 07:00:00,2021,Sep,1,SNG,22,1,700,320.0,5.0,,35.0,4,5.0,2625.0,1830.0,5359.0,,,,16.7,14.5,13.1,79.0,832.9,1486.0,1017.4,,,
3290,2021-09-22 07:30:00,2021,Sep,1,SNG,22,1,730,999.0,2.0,,40.0,4,5.0,2625.0,1830.0,5359.0,,,,17.2,15.1,13.4,78.0,833.1,1487.0,1017.1,,,
3294,2021-09-22 08:00:00,2021,Sep,1,SNG,22,1,800,170.0,3.0,,50.0,4,5.0,3625.0,1930.0,4360.0,,,,18.6,15.9,14.3,76.0,833.4,1491.0,1018.0,,,
3299,2021-09-22 08:30:00,2021,Sep,1,SNG,22,4,830,999.0,2.0,,60.0,3,6.0,3625.0,1830.0,4360.0,,,,18.7,16.4,14.6,77.0,833.5,1492.0,1018.2,165.0,0.0,0.0
3305,2021-09-22 09:00:00,2021,Sep,1,SNG,22,1,900,999.0,2.0,,60.0,1,5.0,3625.0,3360.0,,,,,19.0,16.2,14.1,73.0,833.5,1492.0,1018.2,,,
3310,2021-09-22 09:30:00,2021,Sep,1,SNG,22,1,930,160.0,3.0,,60.0,1,4.0,3625.0,2360.0,,,,,21.0,17.5,15.5,71.0,833.5,1491.0,1018.2,,,
3315,2021-09-22 10:00:00,2021,Sep,1,SNG,22,1,1000,999.0,2.0,,60.0,1,4.0,3625.0,1360.0,,,,,22.6,17.6,14.0,58.0,833.4,1489.0,1018.1,,,
3316,2021-09-22 10:30:00,2021,Sep,1,SNG,22,1,1030,999.0,2.0,,60.0,1,2.0,2625.0,,,,,,24.0,17.6,13.6,52.0,833.4,1488.0,1018.0,,,
3321,2021-09-22 11:00:00,2021,Sep,1,SNG,22,1,1100,280.0,4.0,,60.0,2,2.0,2625.0,,,,,,24.8,17.8,13.6,50.0,833.0,1482.0,1017.6,,,
3326,2021-09-22 11:30:00,2021,Sep,1,SNG,22,4,1130,290.0,3.0,,60.0,2,2.0,2625.0,,,,,,25.2,18.4,13.6,49.0,832.6,1478.0,1017.2,,0.0,0.0
3331,2021-09-22 12:00:00,2021,Sep,1,SNG,22,1,1200,20.0,5.0,,60.0,2,2.0,2625.0,,,,,,25.8,18.3,14.3,49.0,832.2,1474.0,1016.7,,,
3335,2021-09-22 12:30:00,2021,Sep,1,SNG,22,1,1230,170.0,3.0,,60.0,2,2.0,2625.0,,,,,,26.3,19.2,13.7,46.0,831.9,1470.0,1016.3,,,
3339,2021-09-22 13:00:00,2021,Sep,1,SNG,22,1,1300,40.0,3.0,,60.0,2,2.0,2625.0,,,,,,27.0,18.8,13.9,46.0,831.3,1464.0,1015.6,,,
3346,2021-09-22 13:30:00,2021,Sep,1,SNG,22,1,1330,310.0,4.0,,60.0,2,3.0,3625.0,,,,,,27.3,18.7,14.0,44.0,830.9,1458.0,1015.1,,,
3351,2021-09-22 14:00:00,2021,Sep,1,SNG,22,1,1400,40.0,3.0,,60.0,2,3.0,2625.0,1825.0,,,,,27.8,19.4,14.6,44.0,830.3,1452.0,1014.4,,,
3356,2021-09-22 14:30:00,2021,Sep,1,SNG,22,4,1430,290.0,4.0,,60.0,3,4.0,3625.0,1830.0,1360.0,,,,28.8,19.6,14.7,42.0,829.7,1445.0,1013.8,,0.0,0.0
3358,2021-09-22 15:00:00,2021,Sep,1,SNG,22,1,1500,330.0,3.0,,60.0,2,4.0,3625.0,1930.0,1360.0,,,,28.6,19.4,14.1,41.0,829.4,1442.0,1013.4,,,
3365,2021-09-22 15:30:00,2021,Sep,1,SNG,22,1,1530,270.0,4.0,,60.0,3,5.0,3625.0,1930.0,3360.0,,,,27.7,18.3,12.6,39.0,829.2,1441.0,1013.2,,,
3369,2021-09-22 16:00:00,2021,Sep,1,SNG,22,1,1600,270.0,5.0,,60.0,3,6.0,3625.0,1930.0,5360.0,,,,26.1,18.3,13.9,47.0,829.1,1439.0,1013.0,,,
3372,2021-09-22 16:30:00,2021,Sep,1,SNG,22,1,1630,230.0,5.0,,60.0,2,6.0,3625.0,1930.0,5360.0,,,,25.2,17.4,12.9,46.0,828.9,1438.0,1012.8,,,
3376,2021-09-22 17:00:00,2021,Sep,1,SNG,22,1,1700,230.0,6.0,,60.0,2,6.0,3625.0,1930.0,5360.0,,,,23.8,15.8,10.6,43.0,828.9,1440.0,1012.8,,,
3379,2021-09-22 17:30:00,2021,Sep,1,SNG,22,4,1730,999.0,2.0,,60.0,2,5.0,3625.0,1930.0,4360.0,,,,24.0,16.8,11.1,44.0,829.0,1441.0,1012.9,288.0,0.0,0.0
3383,2021-09-22 18:00:00,2021,Sep,1,SNG,22,1,1800,999.0,1.0,,60.0,2,5.0,3625.0,1930.0,3360.0,,,,23.8,16.7,11.0,44.0,829.2,1443.0,1013.1,,,
3388,2021-09-22 18:30:00,2021,Sep,1,SNG,22,1,1830,999.0,1.0,,60.0,2,4.0,2625.0,3360.0,,,,,23.3,16.3,9.7,42.0,829.1,1442.0,1013.0,,,
3394,2021-09-22 19:00:00,2021,Sep,1,SNG,22,1,1900,80.0,4.0,,60.0,2,4.0,2625.0,3360.0,,,,,21.5,16.3,12.1,55.0,829.2,1444.0,1013.5,,,
3397,2021-09-22 19:30:00,2021,Sep,1,SNG,22,1,1930,160.0,3.0,,60.0,2,4.0,2625.0,1930.0,3360.0,,,,20.0,16.0,13.0,64.0,829.4,1448.0,1013.3,,,
3401,2021-09-22 20:00:00,2021,Sep,1,SNG,22,1,2000,220.0,3.0,,60.0,2,4.0,2625.0,1930.0,4360.0,,,,20.3,14.9,11.0,55.0,829.9,1453.0,1013.9,,,
3404,2021-09-22 20:30:00,2021,Sep,1,SNG,22,4,2030,200.0,3.0,,60.0,2,4.0,2625.0,1930.0,4360.0,,,,19.4,14.7,11.4,60.0,830.3,1458.0,1014.4,,0.0,0.0
3407,2021-09-22 21:00:00,2021,Sep,1,SNG,22,1,2100,210.0,5.0,,60.0,2,5.0,2625.0,1930.0,4360.0,1070.0,,,18.9,14.4,11.2,61.0,830.5,1460.0,1014.7,,,
3411,2021-09-22 21:30:00,2021,Sep,1,SNG,22,1,2130,999.0,1.0,,60.0,2,5.0,2625.0,1930.0,4360.0,,,,17.7,14.6,11.7,68.0,830.7,1462.0,1014.9,,,
3415,2021-09-22 22:00:00,2021,Sep,1,SNG,22,1,2200,160.0,3.0,,60.0,2,5.0,2625.0,1930.0,4360.0,2070.0,,,17.8,14.1,10.9,64.0,831.1,1466.0,1015.3,,,
3416,2021-09-22 22:30:00,2021,Sep,1,SNG,22,1,2230,240.0,3.0,,50.0,4,5.0,2625.0,1930.0,4360.0,,,,18.6,14.1,10.7,60.0,831.5,1471.0,1015.8,,,
3419,2021-09-22 23:00:00,2021,Sep,1,SNG,22,1,2300,230.0,3.0,,50.0,4,6.0,2625.0,1930.0,4360.0,5070.0,,,19.0,14.2,10.7,59.0,831.3,1469.0,1015.6,,,
3422,2021-09-22 23:30:00,2021,Sep,1,SNG,22,4,2330,250.0,3.0,,50.0,4,6.0,3625.0,1930.0,4360.0,5070.0,,,18.9,14.5,11.4,62.0,831.7,1473.0,1016.1,,0.0,0.0
3425,2021-09-23 00:00:00,2021,Sep,1,SNG,23,1,0,300.0,17.0,,50.0,4,7.0,3625.0,1930.0,4359.0,6070.0,,,17.8,14.3,12.3,70.0,832.7,1483.0,1017.2,,,
3429,2021-09-23 00:30:00,2021,Sep,1,SNG,23,1,30,310.0,15.0,25.0,40.0,95,7.0,3620.0,1930.0,4359.0,6070.0,,,16.9,13.4,11.2,69.0,832.5,1482.0,1017.0,,,
3430,2021-09-23 00:30:00,2021,Sep,1,SNG,23,5,30,,,,,4,,,,,,,,,13.4,,69.0,,,,,,
3433,2021-09-23 01:00:00,2021,Sep,1,SNG,23,5,100,,,,,4,,,,,,,,,13.5,,79.0,,,,,,
3432,2021-09-23 01:00:00,2021,Sep,1,SNG,23,1,100,320.0,8.0,,40.0,95,8.0,4620.0,1930.0,4359.0,6070.0,,,15.7,13.5,12.1,79.0,833.0,1488.0,1017.5,,,
3436,2021-09-23 01:30:00,2021,Sep,1,SNG,23,1,130,350.0,8.0,,40.0,95,8.0,3620.0,1930.0,4359.0,6070.0,,,15.8,13.9,12.6,81.0,832.8,1486.0,1017.4,,,
3437,2021-09-23 01:30:00,2021,Sep,1,SNG,23,5,130,,,,,4,,,,,,,,,13.9,,81.0,,,,,,
3438,2021-09-23 02:00:00,2021,Sep,1,SNG,23,5,200,,,,,4,,,,,,,,,14.0,,83.0,,,,,,
3440,2021-09-23 02:00:00,2021,Sep,1,SNG,23,1,200,260.0,7.0,,40.0,95,8.0,3620.0,1930.0,4359.0,6070.0,,,15.8,14.0,12.9,83.0,832.9,1487.0,1017.5,,,
3445,2021-09-23 02:30:00,2021,Sep,1,SNG,23,5,230,,,,,4,,,,,,,,,13.6,,79.0,,,,,,
3444,2021-09-23 02:30:00,2021,Sep,1,SNG,23,4,230,250.0,11.0,,40.0,17,8.0,3620.0,1930.0,4359.0,6070.0,,,15.9,13.6,12.3,79.0,832.6,1484.0,1017.1,,0.2,0.2
3451,2021-09-23 03:00:00,2021,Sep,1,SNG,23,1,300,230.0,9.0,,40.0,17,8.0,3620.0,1930.0,4359.0,6070.0,,,16.2,13.6,12.0,76.0,832.7,1484.0,1017.2,,,
3452,2021-09-23 03:00:00,2021,Sep,1,SNG,23,5,300,,,,,4,,,,,,,,,13.6,,76.0,,,,,,
3453,2021-09-23 03:30:00,2021,Sep,1,SNG,23,1,330,240.0,8.0,,40.0,4,8.0,3620.0,1930.0,4359.0,6070.0,,,16.6,13.7,11.7,73.0,833.1,1488.0,1017.7,,,
3459,2021-09-23 04:00:00,2021,Sep,1,SNG,23,1,400,60.0,7.0,,35.0,4,8.0,3625.0,1930.0,3359.0,7370.0,,,16.0,13.8,12.2,78.0,833.5,1493.0,1018.2,,,
3460,2021-09-23 04:30:00,2021,Sep,1,SNG,23,1,430,80.0,3.0,,30.0,4,8.0,3625.0,4359.0,7070.0,,,,15.9,13.9,12.5,80.0,833.7,1495.0,1018.4,,,
3464,2021-09-23 05:00:00,2021,Sep,1,SNG,23,1,500,120.0,3.0,,28.0,4,8.0,3625.0,4359.0,7070.0,,,,15.3,14.0,12.8,85.0,833.8,1496.0,1018.5,,,
3468,2021-09-23 05:30:00,2021,Sep,1,SNG,23,4,530,110.0,3.0,,28.0,4,7.0,2625.0,6359.0,1070.0,,,,15.4,14.0,12.9,85.0,834.1,1499.0,1018.9,,0.0,0.0
3472,2021-09-23 06:00:00,2021,Sep,1,SNG,23,1,600,999.0,2.0,,25.0,4,7.0,2625.0,4359.0,5070.0,,,,15.4,13.9,12.7,84.0,834.0,1498.0,1018.8,,,
